date,avg_symbol_capital,total_capital
2024-12-14,949029.04,5847066.43
2024-12-15,949029.04,5847066.43
2024-12-16,844540.89,5533601.96
2024-12-17,850980.72,5552921.45
2024-12-18,850980.72,5552921.45
2024-12-19,832527.3,5497561.2
2024-12-20,989664.91,5968974.04
2024-12-21,989664.91,5968974.04
2024-12-22,989664.91,5968974.04
2024-12-23,1043714.4,6131122.49
2024-12-24,1030356.42,6091048.55
2024-12-25,1063047.16,6189120.79
2024-12-26,1079695.48,6239065.73
2024-12-27,1204481.78,6613424.65
2024-12-28,1220112.42,6660316.57
2024-12-29,1220112.42,6660316.57
2024-12-30,1273254.59,6819743.07
2024-12-31,1273254.59,6819743.07
2025-01-01,1273254.59,6819743.07
2025-01-02,1273254.59,6819743.07
2025-01-03,1310754.59,6932243.07
2025-01-04,1310754.59,6932243.07
2025-01-05,1310754.59,6932243.07
2025-01-06,1310754.59,6932243.07
2025-01-07,1310754.59,6932243.07
2025-01-08,1310754.59,6932243.07
2025-01-09,1310754.59,6932243.07
2025-01-10,1310754.59,6932243.07
2025-01-11,1310754.59,6932243.07
2025-01-12,1310754.59,6932243.07
2025-01-13,1310754.59,6932243.07
2025-01-14,1310754.59,6932243.07
2025-01-15,1308396.97,6925170.21
2025-01-16,1359941.65,7079804.25
2025-01-17,1398823.3,7196449.19
2025-01-18,1398823.3,7196449.19
2025-01-19,1398823.3,7196449.19
2025-01-20,1408823.3,7226449.19
2025-01-21,1407775.27,7223305.11
2025-01-22,1407775.27,7223305.11
2025-01-23,1427511.22,7282512.97
2025-01-24,1437511.22,7312512.97
2025-01-25,1437511.22,7312512.97
2025-01-26,1437511.22,7312512.97
2025-01-27,1418895.71,7256666.44
2025-01-28,1418895.71,7256666.44
2025-01-29,1418895.71,7256666.44
2025-01-30,1430356.32,7291048.27
2025-01-31,1430356.32,7291048.27
2025-02-01,1430356.32,7291048.27
2025-02-02,1430356.32,7291048.27
2025-02-03,1430356.32,7291048.27
2025-02-04,1435330.31,7305970.23
2025-02-05,1435330.31,7305970.23
2025-02-06,1458069.89,7374188.97
2025-02-07,1458069.89,7374188.97
2025-02-08,1458069.89,7374188.97
2025-02-09,1458069.89,7374188.97
2025-02-10,1464511.33,7393513.3
2025-02-11,1471289.57,7413848.0
2025-02-12,1573501.94,7720485.12
2025-02-13,1547379.83,7642118.8
2025-02-14,1546869.0,7640586.3
2025-02-15,1546869.0,7640586.3
2025-02-16,1546869.0,7640586.3
2025-02-17,1629886.75,7889639.54
2025-02-18,1644886.75,7934639.54
2025-02-19,1644886.75,7934639.54
2025-02-20,1644886.75,7934639.54
2025-02-21,1669886.75,8009639.54
2025-02-22,1669886.75,8009639.54
2025-02-23,1669886.75,8009639.54
2025-02-24,1671443.26,8014309.08
2025-02-25,1681644.69,8044913.37
2025-02-26,1681644.69,8044913.37
2025-02-27,1660402.47,7981186.72
2025-02-28,1660402.47,7981186.72
2025-03-01,1660402.47,7981186.72
2025-03-02,1660402.47,7981186.72
2025-03-03,1604227.89,7812662.97
2025-03-04,1604227.89,7812662.97
2025-03-05,1644227.89,7932662.97
2025-03-06,1644227.89,7932662.97
2025-03-07,1644227.89,7932662.97
2025-03-08,1644227.89,7932662.97
2025-03-09,1644227.89,7932662.97
2025-03-10,1644227.89,7932662.97
2025-03-11,1676410.09,8029209.56
2025-03-12,1676410.09,8029209.56
2025-03-13,1676410.09,8029209.56
2025-03-14,1678882.86,8036627.88
2025-03-15,1678882.86,8036627.88
2025-03-16,1678882.86,8036627.88
2025-03-17,1693095.09,8079264.58
2025-03-18,1693095.09,8079264.58
2025-03-19,1691493.81,8074460.72
2025-03-20,1731493.81,8194460.72
2025-03-21,1736493.81,8209460.72
2025-03-22,1736493.81,8209460.72
2025-03-23,1736493.81,8209460.72
2025-03-24,1737550.4,8212630.49
2025-03-25,1737550.4,8212630.49
2025-03-26,1793198.98,8379576.25
2025-03-27,1796728.48,8390164.75
2025-03-28,1739531.42,8218573.56
2025-03-29,1739531.42,8218573.56
2025-03-30,1739531.42,8218573.56
2025-03-31,1743496.64,8230469.21
2025-04-01,1728052.08,8184135.55
2025-04-02,1583048.43,7749124.59
2025-04-03,1554615.82,7663826.75
2025-04-04,1502846.67,7508519.31
2025-04-05,1502846.67,7508519.31
2025-04-06,1502846.67,7508519.31
2025-04-07,1430854.36,7292542.38
2025-04-08,1393770.99,7181292.26
2025-04-09,1345169.35,7035487.36
2025-04-10,1345169.35,7035487.36
2025-04-11,1345169.35,7035487.36
2025-04-12,1345169.35,7035487.36
2025-04-13,1345169.35,7035487.36
2025-04-14,1345169.35,7035487.36
2025-04-15,1345169.35,7035487.36
2025-04-16,1345169.35,7035487.36
2025-04-17,1706571.95,8119695.16
2025-04-18,1706571.95,8119695.16
2025-04-19,1706571.95,8119695.16
2025-04-20,1706571.95,8119695.16
2025-04-21,1714614.46,8143822.67
2025-04-22,1713585.49,8140735.78
2025-04-23,1728415.47,8185225.7
2025-04-24,1628889.47,7886647.7
2025-04-25,1647733.05,7943178.44
2025-04-26,1647733.05,7943178.44
2025-04-27,1647733.05,7943178.44
2025-04-28,1650505.63,7951496.18
2025-04-29,1651455.87,7954346.92
2025-04-30,1651455.87,7954346.92
2025-05-01,1651455.87,7954346.92
2025-05-02,1496636.75,7489889.56
2025-05-03,1496636.75,7489889.56
2025-05-04,1496636.75,7489889.56
2025-05-05,1487931.69,7463774.37
2025-05-06,1487931.69,7463774.37
2025-05-07,1487931.69,7463774.37
2025-05-08,1487931.69,7463774.37
2025-05-09,1487931.69,7463774.37
2025-05-10,1487931.69,7463774.37
2025-05-11,1487931.69,7463774.37
2025-05-12,1526706.61,7580099.12
2025-05-13,1527726.69,7583159.37
2025-05-14,1521029.87,7563068.9
2025-05-15,1532228.13,7596663.7
2025-05-16,1532226.4,7596658.5
2025-05-17,1532226.4,7596658.5
2025-05-18,1532226.4,7596658.5
2025-05-19,1533208.19,7599603.88
2025-05-20,1508291.27,7524853.12
2025-05-21,1495603.14,7486788.71
2025-05-22,1457901.13,7373682.68
2025-05-23,1456854.76,7370543.58
2025-05-24,1456854.76,7370543.58
2025-05-25,1456854.76,7370543.58
2025-05-26,1401141.41,7203403.52
2025-05-27,1403386.64,7210139.22
2025-05-28,1484484.84,7453433.83
2025-05-29,1479807.98,7439403.25
2025-05-30,1571988.03,7715943.4
2025-05-31,1571988.03,7715943.4
2025-06-01,1571988.03,7715943.4
2025-06-02,1581927.83,7745762.79
2025-06-03,1636741.35,7910203.35
2025-06-04,1641113.39,7923319.48
2025-06-05,1680142.34,8040406.32
2025-06-06,1680142.34,8040406.32
2025-06-07,1680142.34,8040406.32
2025-06-08,1680142.34,8040406.32
2025-06-09,1680142.34,8040406.32
2025-06-10,1594142.34,7782406.32
2025-06-11,1525270.33,7575790.28
2025-06-12,1525270.33,7575790.28
2025-06-13,1522074.23,7566201.99
2025-06-14,1522074.23,7566201.99
2025-06-15,1522074.23,7566201.99
2025-06-16,1522074.23,7566201.99
2025-06-17,1522074.23,7566201.99
2025-06-18,1522074.23,7566201.99
2025-06-19,1522074.23,7566201.99
2025-06-20,1503187.9,7509543.0
2025-06-21,1503187.9,7509543.0
2025-06-22,1503187.9,7509543.0
2025-06-23,1497454.57,7492343.0
2025-06-24,1497454.57,7492343.0
2025-06-25,1562777.64,7688312.22
2025-06-26,1557435.2,7672284.89
2025-06-27,1562985.29,7688935.17
2025-06-28,1562985.29,7688935.17
2025-06-29,1562985.29,7688935.17
2025-06-30,1699537.57,8098592.0
2025-07-01,1699882.36,8099626.37
2025-07-02,1707587.36,8122741.37
2025-07-03,1705483.33,8116429.29
2025-07-04,1706073.84,8118200.81
2025-07-05,1706073.84,8118200.81
2025-07-06,1706073.84,8118200.81
2025-07-07,1693195.92,8079567.06
2025-07-08,1668705.54,8006095.93
2025-07-09,1664912.14,7994715.73
2025-07-10,1664912.14,7994715.73
2025-07-11,1652230.88,7956671.93
2025-07-12,1652230.88,7956671.93
2025-07-13,1652230.88,7956671.93
2025-07-14,1531830.88,7595471.93
2025-07-15,1610955.75,7832846.55
2025-07-16,1629602.59,7888787.08
2025-07-17,1642051.57,7926134.02
2025-07-18,1672508.61,8017505.14
2025-07-19,1672508.61,8017505.14
2025-07-20,1672508.61,8017505.14
2025-07-21,1695659.76,8086958.59
2025-07-22,1706968.92,8120886.05
2025-07-23,1712184.39,8136532.48
2025-07-24,1712184.39,8136532.48
2025-07-25,1654849.37,7964527.42
2025-07-26,1654849.37,7964527.42
2025-07-27,1654849.37,7964527.42
2025-07-28,1643277.53,7929811.9
2025-07-29,1646293.48,7938859.73
2025-07-30,1597161.34,7791463.31
2025-07-31,1597161.34,7791463.31
2025-08-01,1597161.34,7791463.31
2025-08-02,1597161.34,7791463.31
2025-08-03,1597161.34,7791463.31
2025-08-04,1597161.34,7791463.31
2025-08-05,1626161.34,7878463.31
2025-08-06,1716550.22,8149629.95
2025-08-07,1741872.3,8225596.21
2025-08-08,1770169.02,8310486.37
2025-08-09,1770169.02,8310486.37
2025-08-10,1770169.02,8310486.37
2025-08-11,1770770.95,8312292.14
