date,symbol,sector,action,price,shares,notional,realized_pnl,cumulative_realized_pnl,avg_cost_per_share,position_shares_after,position_value_after,cash_after,equity_after
2023-07-14,RTGZ,Rosneft Oil Company,sell,29500.0,0,13082.86,0.0,0.0,23114.81,44,1295203.34,31813.74,1327017.07
2023-07-17,RTGZ,Rosneft Oil Company,sell,29600.0,0,12995.94,0.0,0.0,23114.81,43,1286597.92,44809.67,1331407.59
2023-07-18,RTGZ,Rosneft Oil Company,sell,30900.0,0,13431.04,0.0,0.0,23114.81,43,1329672.87,58240.71,1387913.58
2023-07-24,RTGZ,Rosneft Oil Company,sell,31600.0,0,13597.95,0.0,0.0,23114.81,43,1346196.96,71838.66,1418035.62
2023-07-25,RTGZ,Rosneft Oil Company,sell,31600.0,0,13461.97,0.0,0.0,23114.81,42,1332734.99,85300.63,1418035.62
2023-08-01,RTGZ,Rosneft Oil Company,sell,31800.0,0,13411.7,0.0,0.0,23114.81,42,1327758.32,98712.33,1426470.65
2023-08-02,RTGZ,Rosneft Oil Company,sell,32000.0,0,13361.09,0.0,0.0,23114.81,41,1322747.91,112073.42,1434821.33
2023-08-03,RTGZ,Rosneft Oil Company,sell,32400.0,0,13392.82,0.0,0.0,23114.81,41,1325889.44,125466.24,1451355.68
2023-08-07,RTGZ,Rosneft Oil Company,sell,33300.0,0,13627.2,0.0,0.0,23114.81,41,1349092.5,139093.44,1488185.95
2023-08-09,RTGZ,Rosneft Oil Company,sell,34800.0,0,14098.62,0.0,0.0,23114.81,40,1395763.81,153192.07,1548955.88
2023-08-10,RTGZ,Rosneft Oil Company,sell,36300.0,0,14559.26,0.0,0.0,23114.81,40,1441366.79,167751.33,1609118.11
2023-08-11,RTGZ,Rosneft Oil Company,sell,35700.0,0,14175.43,0.0,0.0,23114.81,39,1403367.12,181926.75,1585293.87
2023-08-14,RTGZ,Rosneft Oil Company,sell,35700.0,0,14033.67,0.0,0.0,23114.81,39,1389333.44,195960.42,1585293.87
2023-08-21,RTGZ,Rosneft Oil Company,sell,36200.0,0,14087.92,0.0,0.0,23114.81,39,1394703.98,210048.34,1604752.32
2023-08-25,RTGZ,Rosneft Oil Company,sell,36700.0,0,14139.68,0.0,0.0,23114.81,38,1399828.17,224188.02,1624016.19
2023-08-29,RTGZ,Rosneft Oil Company,sell,37800.0,0,14417.85,0.0,0.0,23114.81,38,1427367.02,238605.87,1665972.89
2023-08-30,RTGZ,Rosneft Oil Company,sell,37600.0,0,14198.15,0.0,0.0,23114.81,37,1405616.66,252804.02,1658420.68
2023-09-01,RTGZ,Rosneft Oil Company,sell,38200.0,0,14280.47,0.0,0.0,23114.81,37,1413766.25,267084.48,1680850.74
2023-09-04,RTGZ,Rosneft Oil Company,sell,40800.0,0,15099.91,0.0,0.0,23114.81,37,1494891.27,282184.4,1777075.66
2023-09-05,RTGZ,Rosneft Oil Company,sell,40000.0,0,14655.8,0.0,0.0,23114.81,36,1450923.88,296840.19,1747764.07
2023-09-06,RTGZ,Rosneft Oil Company,sell,40500.0,0,14690.6,0.0,0.0,23114.81,36,1454369.82,311530.8,1765900.62
2023-09-11,RTGZ,Rosneft Oil Company,buy,37700.0,2,62306.16,0.0,0.0,23617.88,38,1416126.96,249224.64,1665351.59
2023-09-14,RTGZ,Rosneft Oil Company,buy,36700.0,1,49844.93,0.0,0.0,23839.67,39,1428408.83,199379.71,1627788.54
2023-09-15,RTGZ,Rosneft Oil Company,buy,36700.0,1,39875.94,0.0,0.0,24054.07,40,1468284.78,159503.77,1627788.54
2023-09-18,RTGZ,Rosneft Oil Company,buy,36200.0,1,31900.75,0.0,0.0,24253.24,41,1480181.65,127603.01,1607784.66
2023-09-19,RTGZ,Rosneft Oil Company,buy,36100.0,1,25520.6,0.0,0.0,24444.38,42,1501613.35,102082.41,1603695.77
2023-09-20,RTGZ,Rosneft Oil Company,buy,35600.0,1,20416.48,0.0,0.0,24621.51,42,1501231.87,81665.93,1582897.8
2023-09-21,RTGZ,Rosneft Oil Company,buy,35500.0,0,16333.19,0.0,0.0,24621.51,43,1513348.11,65332.74,1578680.85
2023-09-22,RTGZ,Rosneft Oil Company,buy,34300.0,0,13066.55,0.0,0.0,24621.51,43,1475259.23,52266.19,1527525.42
2023-09-25,RTGZ,Rosneft Oil Company,buy,34400.0,0,10453.24,0.0,0.0,24621.51,43,1490013.52,41812.96,1531826.47
2023-09-26,RTGZ,Rosneft Oil Company,buy,34400.0,0,8362.59,0.0,0.0,24621.51,44,1498376.11,33450.36,1531826.47
2023-09-27,RTGZ,Rosneft Oil Company,buy,34100.0,0,6690.07,0.0,0.0,24621.51,44,1491998.95,26760.29,1518759.24
2023-09-28,RTGZ,Rosneft Oil Company,buy,34300.0,0,5352.06,0.0,0.0,24621.51,44,1506101.73,21408.23,1527509.96
2023-10-03,RTGZ,Rosneft Oil Company,buy,34000.0,0,4281.65,0.0,0.0,24621.51,44,1497210.48,17126.59,1514337.06
2023-10-09,RTGZ,Rosneft Oil Company,sell,34900.0,0,15368.43,0.0,0.0,24621.51,44,1521474.09,32495.01,1553969.11
2023-10-10,RTGZ,Rosneft Oil Company,sell,35300.0,0,15389.12,0.0,0.0,24621.51,43,1523523.07,47884.13,1571407.2
2023-10-11,RTGZ,Rosneft Oil Company,sell,35200.0,0,15192.07,0.0,0.0,24621.51,43,1504015.07,63076.21,1567091.27
2023-10-16,RTGZ,Rosneft Oil Company,sell,35400.0,0,15125.61,0.0,0.0,24621.51,42,1497435.0,78201.81,1575636.81
2023-11-01,RTGZ,Rosneft Oil Company,buy,34100.0,0,15640.36,0.0,0.0,24621.51,43,1458084.81,62561.45,1520646.26
2023-11-09,RTGZ,Rosneft Oil Company,buy,33600.0,0,12512.29,0.0,0.0,24621.51,43,1449217.56,50049.16,1499266.72
2023-11-14,RTGZ,Rosneft Oil Company,buy,32200.0,0,10009.83,0.0,0.0,24621.51,43,1398843.33,40039.33,1438882.66
2023-11-23,RTGZ,Rosneft Oil Company,buy,33000.0,0,8007.87,0.0,0.0,24621.51,44,1441605.07,32031.46,1473636.53
2023-11-24,RTGZ,Rosneft Oil Company,buy,32500.0,0,6406.29,0.0,0.0,24621.51,44,1426168.86,25625.17,1451794.03
2023-11-27,RTGZ,Rosneft Oil Company,buy,32200.0,0,5125.03,0.0,0.0,24621.51,44,1418129.25,20500.14,1438629.39
2023-12-04,RTGZ,Rosneft Oil Company,buy,31800.0,0,4100.03,0.0,0.0,24621.51,44,1404612.77,16400.11,1421012.88
2023-12-05,RTGZ,Rosneft Oil Company,buy,31500.0,0,3280.02,0.0,0.0,24621.51,44,1394641.73,13120.09,1407761.81
2023-12-06,RTGZ,Rosneft Oil Company,buy,31000.0,0,2624.02,0.0,0.0,24621.51,44,1375128.57,10496.07,1385624.64
2023-12-07,RTGZ,Rosneft Oil Company,buy,31300.0,0,2099.21,0.0,0.0,24621.51,44,1390535.48,8396.86,1398932.34
2023-12-08,RTGZ,Rosneft Oil Company,buy,30700.0,0,1679.37,0.0,0.0,24621.51,44,1365559.22,6717.48,1372276.71
2023-12-11,RTGZ,Rosneft Oil Company,buy,29800.0,0,1343.5,0.0,0.0,24621.51,45,1326870.04,5373.99,1332244.03
2023-12-12,RTGZ,Rosneft Oil Company,buy,28500.0,0,1074.8,0.0,0.0,24621.51,45,1270061.24,4299.19,1274360.43
2023-12-19,RTGZ,Rosneft Oil Company,sell,32500.0,0,14483.15,0.0,0.0,24621.51,44,1433832.3,18782.34,1452614.64
2023-12-20,RTGZ,Rosneft Oil Company,sell,32500.0,0,14338.32,0.0,0.0,24621.51,44,1419493.98,33120.67,1452614.64
2024-01-03,RTGZ,Rosneft Oil Company,sell,31600.0,0,13801.85,0.0,0.0,24621.51,43,1366383.06,46922.52,1413305.58
2024-01-08,RTGZ,Rosneft Oil Company,sell,31900.0,0,13793.55,0.0,0.0,24621.51,43,1365561.5,60716.07,1426277.57
2024-01-15,RTGZ,Rosneft Oil Company,sell,32500.0,0,13912.46,0.0,0.0,24621.51,42,1377333.59,74628.53,1451962.11
2024-01-29,RTGZ,Rosneft Oil Company,buy,31700.0,0,14925.71,0.0,0.0,24621.51,43,1358355.7,59702.82,1418058.52
2024-01-30,RTGZ,Rosneft Oil Company,buy,31500.0,0,11940.56,0.0,0.0,24621.51,43,1361726.19,47762.26,1409488.45
2024-02-07,RTGZ,Rosneft Oil Company,buy,31600.0,0,9552.45,0.0,0.0,24621.51,44,1375601.58,38209.81,1413811.39
2024-02-09,RTGZ,Rosneft Oil Company,buy,31200.0,0,7641.96,0.0,0.0,24621.51,44,1365830.87,30567.84,1396398.71
2024-02-19,RTGZ,Rosneft Oil Company,buy,31000.0,0,6113.57,0.0,0.0,24621.51,44,1363189.11,24454.28,1387643.39
2024-02-21,RTGZ,Rosneft Oil Company,buy,30400.0,0,4890.86,0.0,0.0,24621.51,44,1341695.66,19563.42,1361259.08
2024-03-01,RTGZ,Rosneft Oil Company,buy,30800.0,0,3912.68,0.0,0.0,24621.51,44,1363262.23,15650.74,1378912.97
2024-03-14,RTGZ,Rosneft Oil Company,buy,30800.0,0,3130.15,0.0,0.0,24621.51,44,1366392.38,12520.59,1378912.97
2024-03-15,RTGZ,Rosneft Oil Company,buy,30500.0,0,2504.12,0.0,0.0,24621.51,44,1355587.48,10016.47,1365603.95
2024-03-18,RTGZ,Rosneft Oil Company,buy,30300.0,0,2003.29,0.0,0.0,24621.51,45,1348701.68,8013.18,1356714.86
2024-03-19,RTGZ,Rosneft Oil Company,buy,30400.0,0,1602.64,0.0,0.0,24621.51,45,1354755.48,6410.54,1361166.02
2024-03-26,RTGZ,Rosneft Oil Company,sell,31200.0,0,13904.07,0.0,0.0,24621.51,44,1376502.87,20314.61,1396817.48
2024-03-27,RTGZ,Rosneft Oil Company,sell,31300.0,0,13809.15,0.0,0.0,24621.51,44,1367105.59,34123.76,1401229.34
2024-04-01,RTGZ,Rosneft Oil Company,sell,37900.0,0,16553.77,0.0,0.0,24621.51,43,1638823.28,50677.53,1689500.81
2024-04-02,RTGZ,Rosneft Oil Company,sell,35900.0,0,15523.42,0.0,0.0,24621.51,43,1536818.42,66200.95,1603019.37
2024-04-03,RTGZ,Rosneft Oil Company,sell,37900.0,0,16224.35,0.0,0.0,24621.51,42,1606210.7,82425.3,1688636.0
2024-04-16,RTGZ,Rosneft Oil Company,sell,37700.0,0,15977.35,0.0,0.0,24621.51,42,1581757.31,98402.64,1680159.95
2024-05-07,RTGZ,Rosneft Oil Company,sell,37200.0,0,15607.79,0.0,0.0,24621.51,42,1545171.3,114010.44,1659181.74
2024-05-08,RTGZ,Rosneft Oil Company,sell,37300.0,0,15493.25,0.0,0.0,24621.51,41,1533831.74,129503.69,1663335.42
2024-05-10,RTGZ,Rosneft Oil Company,sell,39600.0,0,16284.11,0.0,0.0,24621.51,41,1612127.06,145787.8,1757914.86
2024-05-13,RTGZ,Rosneft Oil Company,sell,39900.0,0,16243.4,0.0,0.0,24621.51,40,1608096.75,162031.2,1770127.94
2024-05-14,RTGZ,Rosneft Oil Company,sell,43800.0,0,17652.79,0.0,0.0,24621.51,40,1747626.34,179683.99,1927310.33
2024-05-22,RTGZ,Rosneft Oil Company,sell,43100.0,0,17196.96,0.0,0.0,24621.51,40,1702499.28,196880.95,1899380.23
2024-05-23,RTGZ,Rosneft Oil Company,sell,47300.0,0,18684.04,0.0,0.0,24621.51,39,1849720.04,215564.99,2065285.03
2024-05-27,RTGZ,Rosneft Oil Company,sell,49000.0,0,19162.0,0.0,0.0,24621.51,39,1897038.46,234727.0,2131765.46
2024-05-28,RTGZ,Rosneft Oil Company,sell,52100.0,0,20170.55,0.0,0.0,24621.51,38,1996884.63,254897.55,2251782.18
2024-05-29,RTGZ,Rosneft Oil Company,sell,51400.0,0,19700.55,0.0,0.0,24621.51,38,1950354.53,274598.1,2224952.63
2024-06-03,RTGZ,Rosneft Oil Company,buy,41400.0,1,54919.62,0.0,0.0,24883.74,39,1625827.74,219678.48,1845506.22
2024-06-04,RTGZ,Rosneft Oil Company,buy,41300.0,1,43935.7,0.0,0.0,25136.36,40,1665836.32,175742.78,1841579.1
2024-06-05,RTGZ,Rosneft Oil Company,buy,41500.0,1,35148.56,0.0,0.0,25384.36,41,1709051.88,140594.23,1849646.11
2024-06-06,RTGZ,Rosneft Oil Company,buy,39500.0,1,28118.85,0.0,0.0,25595.1,42,1654806.78,112475.38,1767282.16
2024-06-17,RTGZ,Rosneft Oil Company,buy,39900.0,1,22495.08,0.0,0.0,25805.52,42,1694059.39,89980.31,1784039.7
2024-06-18,RTGZ,Rosneft Oil Company,buy,38600.0,0,17996.06,0.0,0.0,25805.52,43,1656860.54,71984.24,1728844.78
2024-06-19,RTGZ,Rosneft Oil Company,buy,37300.0,0,14396.85,0.0,0.0,25805.52,43,1615456.38,57587.4,1673043.78
2024-06-21,RTGZ,Rosneft Oil Company,buy,36900.0,0,11517.48,0.0,0.0,25805.52,44,1609649.93,46069.92,1655719.85
2024-06-24,RTGZ,Rosneft Oil Company,buy,36100.0,0,9213.98,0.0,0.0,25805.52,44,1583966.36,36855.93,1620822.29
2024-06-25,RTGZ,Rosneft Oil Company,buy,35800.0,0,7371.19,0.0,0.0,25805.52,44,1578174.39,29484.75,1607659.14
2024-06-26,RTGZ,Rosneft Oil Company,buy,35600.0,0,5896.95,0.0,0.0,25805.52,44,1575254.72,23587.8,1598842.52
2024-06-27,RTGZ,Rosneft Oil Company,buy,34200.0,0,4717.56,0.0,0.0,25805.52,44,1518024.06,18870.24,1536894.3
2024-07-02,RTGZ,Rosneft Oil Company,sell,38500.0,0,17088.87,0.0,0.0,25805.52,44,1691797.87,35959.11,1727756.97
2024-07-09,RTGZ,Rosneft Oil Company,buy,35700.0,0,7191.82,0.0,0.0,25805.52,44,1575949.84,28767.28,1604717.13
2024-07-10,RTGZ,Rosneft Oil Company,buy,34300.0,0,5753.46,0.0,0.0,25805.52,44,1519901.35,23013.83,1542915.17
2024-07-22,RTGZ,Rosneft Oil Company,sell,36500.0,0,16173.88,0.0,0.0,25805.52,44,1601213.85,39187.7,1640401.56
2024-07-23,RTGZ,Rosneft Oil Company,sell,36900.0,0,16187.61,0.0,0.0,25805.52,43,1602573.79,55375.32,1657949.11
2024-08-01,RTGZ,Rosneft Oil Company,sell,37500.0,0,16286.32,0.0,0.0,25805.52,43,1612345.58,71661.64,1684007.22
2024-08-02,RTGZ,Rosneft Oil Company,sell,37900.0,0,16295.44,0.0,0.0,25805.52,43,1613248.49,87957.08,1701205.57
2024-08-08,RTGZ,Rosneft Oil Company,buy,36300.0,0,17591.42,0.0,0.0,25805.52,43,1562734.43,70365.66,1633100.09
2024-08-14,RTGZ,Rosneft Oil Company,sell,37800.0,0,16273.1,0.0,0.0,25805.52,43,1611037.13,86638.76,1697675.9
2024-08-19,RTGZ,Rosneft Oil Company,sell,38200.0,0,16280.85,0.0,0.0,25805.52,42,1611804.29,102919.62,1714723.91
2024-08-21,RTGZ,Rosneft Oil Company,buy,36200.0,1,20583.92,0.0,0.0,25956.22,43,1548000.56,82335.69,1630336.25
2024-08-22,RTGZ,Rosneft Oil Company,buy,36000.0,0,16467.14,0.0,0.0,25956.22,43,1555915.21,65868.55,1621783.76
2024-08-23,RTGZ,Rosneft Oil Company,buy,33700.0,0,13173.71,0.0,0.0,25956.22,44,1469683.22,52694.84,1522378.07
2024-08-30,RTGZ,Rosneft Oil Company,buy,33100.0,0,10538.97,0.0,0.0,25956.22,44,1454055.72,42155.87,1496211.6
2024-09-02,RTGZ,Rosneft Oil Company,buy,32100.0,0,8431.17,0.0,0.0,25956.22,44,1418557.72,33724.7,1452282.42
2024-09-03,RTGZ,Rosneft Oil Company,buy,31000.0,0,6744.94,0.0,0.0,25956.22,44,1376691.65,26979.76,1403671.41
2024-09-19,RTGZ,Rosneft Oil Company,sell,34700.0,0,15410.06,0.0,0.0,25956.22,44,1525596.4,42389.82,1567986.22
2024-09-24,RTGZ,Rosneft Oil Company,sell,35100.0,0,15431.83,0.0,0.0,25956.22,44,1527750.7,57821.65,1585572.35
2024-10-01,RTGZ,Rosneft Oil Company,sell,35200.0,0,15321.03,0.0,0.0,25956.22,43,1516782.23,73142.68,1589924.91
2024-10-02,RTGZ,Rosneft Oil Company,sell,36000.0,0,15512.55,0.0,0.0,25956.22,43,1535742.01,88655.23,1624397.24
2024-10-03,RTGZ,Rosneft Oil Company,sell,36400.0,0,15528.06,0.0,0.0,25956.22,42,1537277.75,104183.29,1641461.04
2024-10-04,RTGZ,Rosneft Oil Company,sell,36600.0,0,15457.24,0.0,0.0,25956.22,42,1530267.09,119640.53,1649907.62
2024-10-07,RTGZ,Rosneft Oil Company,sell,37700.0,0,15762.59,0.0,0.0,25956.22,41,1560496.13,135403.12,1695899.25
2024-10-14,RTGZ,Rosneft Oil Company,sell,37300.0,0,15439.39,0.0,0.0,25956.22,41,1528499.75,150842.51,1679342.26
2024-10-15,RTGZ,Rosneft Oil Company,sell,38600.0,0,15817.72,0.0,0.0,25956.22,41,1565954.15,166660.23,1732614.37
2024-10-16,RTGZ,Rosneft Oil Company,sell,43300.0,0,17566.27,0.0,0.0,25956.22,40,1739061.05,184226.5,1923287.54
2024-10-17,RTGZ,Rosneft Oil Company,sell,44300.0,0,17792.24,0.0,0.0,25956.22,40,1761431.88,202018.74,1963450.62
2024-10-18,RTGZ,Rosneft Oil Company,sell,45500.0,0,18091.46,0.0,0.0,25956.22,39,1791054.15,220110.2,2011164.35
2024-10-21,RTGZ,Rosneft Oil Company,sell,45300.0,0,17831.81,0.0,0.0,25956.22,39,1765349.57,237942.01,2003291.58
2024-10-22,RTGZ,Rosneft Oil Company,sell,45200.0,0,17614.53,0.0,0.0,25956.22,39,1743838.03,255556.54,1999394.56
2024-10-23,RTGZ,Rosneft Oil Company,sell,45400.0,0,17515.54,0.0,0.0,25956.22,38,1734038.58,273072.08,2007110.66
2024-10-24,RTGZ,Rosneft Oil Company,sell,45600.0,0,17416.78,0.0,0.0,25956.22,38,1724260.74,290488.85,2014749.6
2024-10-29,RTGZ,Rosneft Oil Company,buy,41100.0,1,58097.77,0.0,0.0,26172.62,39,1612201.2,232391.08,1844592.29
2024-11-08,RTGZ,Rosneft Oil Company,sell,46400.0,0,18201.01,0.0,0.0,26172.62,39,1801899.62,250592.09,2052491.71
2024-11-11,RTGZ,Rosneft Oil Company,sell,46100.0,0,17902.49,0.0,0.0,26172.62,38,1772346.92,268494.58,2040841.5
2024-11-12,RTGZ,Rosneft Oil Company,sell,47500.0,0,18261.71,0.0,0.0,26172.62,38,1807909.19,286756.29,2094665.48
2024-11-19,RTGZ,Rosneft Oil Company,buy,43000.0,1,57351.26,0.0,0.0,26409.68,39,1693984.84,229405.03,1923389.88
2024-11-25,RTGZ,Rosneft Oil Company,buy,43200.0,1,45881.01,0.0,0.0,26642.94,40,1747744.85,183524.03,1931268.88
2024-11-26,RTGZ,Rosneft Oil Company,buy,40900.0,1,36704.81,0.0,0.0,26838.3,41,1691398.42,146819.22,1838217.65
2024-12-03,RTGZ,Rosneft Oil Company,buy,41000.0,1,29363.84,0.0,0.0,27029.73,42,1724897.72,117455.38,1842353.09
2024-12-06,RTGZ,Rosneft Oil Company,sell,43900.0,0,18469.03,0.0,0.0,27029.73,42,1828433.65,135924.4,1964358.05
2024-12-09,RTGZ,Rosneft Oil Company,sell,44600.0,0,18575.89,0.0,0.0,27029.73,41,1839012.74,154500.29,1993513.03
2024-12-16,RTGZ,Rosneft Oil Company,buy,41400.0,1,30900.06,0.0,0.0,27221.39,42,1737965.7,123600.23,1861565.93
2024-12-27,RTGZ,Rosneft Oil Company,sell,46500.0,0,19520.63,0.0,0.0,27221.39,42,1932542.29,143120.86,2075663.15
2024-12-30,RTGZ,Rosneft Oil Company,sell,46500.0,0,19325.42,0.0,0.0,27221.39,41,1913216.87,162446.28,2075663.15
2025-01-03,RTGZ,Rosneft Oil Company,sell,48000.0,0,19749.34,0.0,0.0,27221.39,41,1955184.21,182195.62,2137379.83
2025-01-15,RTGZ,Rosneft Oil Company,sell,47600.0,0,19388.91,0.0,0.0,27221.39,40,1919502.1,201584.53,2121086.62
2025-01-16,RTGZ,Rosneft Oil Company,sell,49900.0,0,20122.51,0.0,0.0,27221.39,40,1992128.63,221707.04,2213835.68
2025-01-17,RTGZ,Rosneft Oil Company,sell,49600.0,0,19801.52,0.0,0.0,27221.39,40,1960350.39,241508.56,2201858.95
2025-01-20,RTGZ,Rosneft Oil Company,sell,50000.0,0,19761.6,0.0,0.0,27221.39,39,1956398.07,261270.16,2217668.23
2025-01-21,RTGZ,Rosneft Oil Company,sell,50100.0,0,19603.11,0.0,0.0,27221.39,39,1940707.76,280873.27,2221581.02
2025-01-24,RTGZ,Rosneft Oil Company,sell,50500.0,0,19562.02,0.0,0.0,27221.39,38,1936640.41,300435.29,2237075.7
2025-02-11,RTGZ,Rosneft Oil Company,sell,49600.0,0,19021.26,0.0,0.0,27221.39,38,1883104.76,319456.55,2202561.31
2025-02-17,RTGZ,Rosneft Oil Company,sell,50600.0,0,19210.71,0.0,0.0,27221.39,38,1901859.88,338667.26,2240527.14
2025-02-18,RTGZ,Rosneft Oil Company,sell,51200.0,0,19244.12,0.0,0.0,27221.39,37,1905167.46,357911.37,2263078.83
2025-02-21,RTGZ,Rosneft Oil Company,sell,52200.0,0,19423.78,0.0,0.0,27221.39,37,1922953.99,377335.15,2300289.14
2025-03-05,RTGZ,Rosneft Oil Company,sell,53800.0,0,19818.95,0.0,0.0,27221.39,36,1962076.15,397154.1,2359230.25
2025-03-17,RTGZ,Rosneft Oil Company,sell,53800.0,0,19620.76,0.0,0.0,27221.39,36,1942455.39,416774.86,2359230.25
2025-03-20,RTGZ,Rosneft Oil Company,sell,55400.0,0,20002.24,0.0,0.0,27221.39,36,1980221.35,436777.1,2416998.44
2025-03-21,RTGZ,Rosneft Oil Company,sell,55600.0,0,19873.7,0.0,0.0,27221.39,35,1967496.46,456650.8,2424147.26
2025-03-24,RTGZ,Rosneft Oil Company,sell,56400.0,0,19958.06,0.0,0.0,27221.39,35,1975847.7,476608.86,2452456.56
2025-03-26,RTGZ,Rosneft Oil Company,sell,59200.0,0,20739.39,0.0,0.0,27221.39,35,2053200.04,497348.25,2550548.29
2025-03-27,RTGZ,Rosneft Oil Company,sell,60600.0,0,21017.55,0.0,0.0,27221.39,34,2080737.89,518365.81,2599103.69
2025-04-02,RTGZ,Rosneft Oil Company,buy,54800.0,2,103673.16,0.0,0.0,27937.86,36,1985264.52,414692.64,2399957.16
2025-04-03,RTGZ,Rosneft Oil Company,buy,53800.0,2,82938.53,0.0,0.0,28592.73,38,2031975.59,331754.12,2363729.71
2025-04-07,RTGZ,Rosneft Oil Company,buy,51000.0,1,66350.82,0.0,0.0,28872.89,39,1992573.04,265403.29,2257976.33
2025-04-08,RTGZ,Rosneft Oil Company,buy,50800.0,1,53080.66,0.0,0.0,29143.65,40,2037839.69,212322.63,2250162.32
2025-04-09,RTGZ,Rosneft Oil Company,buy,49000.0,1,42464.53,0.0,0.0,29385.87,41,2008097.3,169858.11,2177955.4
2025-04-17,RTGZ,Rosneft Oil Company,sell,58200.0,0,23851.28,0.0,0.0,29385.87,41,2361276.53,193709.39,2554985.92
2025-04-18,RTGZ,Rosneft Oil Company,sell,58200.0,0,23612.77,0.0,0.0,29385.87,40,2337663.77,217322.15,2554985.92
2025-04-22,RTGZ,Rosneft Oil Company,sell,57800.0,0,23215.97,0.0,0.0,29385.87,40,2298381.37,240538.12,2538919.5
2025-04-23,RTGZ,Rosneft Oil Company,sell,58000.0,0,23063.34,0.0,0.0,29385.87,39,2283270.91,263601.47,2546872.37
2025-04-24,RTGZ,Rosneft Oil Company,buy,54000.0,1,52720.29,0.0,0.0,29682.49,40,2178524.24,210881.17,2389405.42
2025-05-02,RTGZ,Rosneft Oil Company,buy,51600.0,1,42176.23,0.0,0.0,29943.47,41,2123877.18,168704.94,2292582.12
2025-05-15,RTGZ,Rosneft Oil Company,buy,52000.0,1,33740.99,0.0,0.0,30203.02,42,2174082.33,134963.95,2309046.28
2025-05-16,RTGZ,Rosneft Oil Company,buy,52000.0,1,26992.79,0.0,0.0,30456.53,42,2201075.12,107971.16,2309046.28
2025-05-19,RTGZ,Rosneft Oil Company,buy,52000.0,0,21594.23,0.0,0.0,30456.53,43,2222669.35,86376.93,2309046.28
2025-05-20,RTGZ,Rosneft Oil Company,buy,51200.0,0,17275.39,0.0,0.0,30456.53,43,2205749.82,69101.54,2274851.37
2025-05-21,RTGZ,Rosneft Oil Company,buy,50800.0,0,13820.31,0.0,0.0,30456.53,43,2202337.71,55281.23,2257618.95
2025-05-22,RTGZ,Rosneft Oil Company,buy,50200.0,0,11056.25,0.0,0.0,30456.53,44,2187382.1,44224.99,2231607.08
2025-05-23,RTGZ,Rosneft Oil Company,buy,50200.0,0,8845.0,0.0,0.0,30456.53,44,2196227.09,35379.99,2231607.08
2025-05-26,RTGZ,Rosneft Oil Company,buy,49200.0,0,7076.0,0.0,0.0,30456.53,44,2159553.55,28303.99,2187857.54
2025-05-30,RTGZ,Rosneft Oil Company,sell,52200.0,0,22912.34,0.0,0.0,30456.53,43,2268321.31,51216.33,2319537.63
2025-06-03,RTGZ,Rosneft Oil Company,sell,53000.0,0,23030.85,0.0,0.0,30456.53,43,2280054.0,74247.18,2354301.18
2025-06-10,RTGZ,Rosneft Oil Company,buy,50000.0,0,14849.44,0.0,0.0,30456.53,43,2165843.78,59397.74,2225241.52
2025-06-23,RTGZ,Rosneft Oil Company,buy,49800.0,0,11879.55,0.0,0.0,30456.53,44,2169059.95,47518.19,2216578.14
2025-06-30,RTGZ,Rosneft Oil Company,sell,54000.0,0,23519.93,0.0,0.0,30456.53,43,2328472.79,71038.12,2399510.91
2025-07-14,RTGZ,Rosneft Oil Company,buy,49800.0,0,14207.62,0.0,0.0,30456.53,43,2161576.98,56830.5,2218407.47
2025-07-18,RTGZ,Rosneft Oil Company,sell,51800.0,0,22483.87,0.0,0.0,30456.53,43,2225903.42,79314.37,2305217.79
2025-07-21,RTGZ,Rosneft Oil Company,sell,52200.0,0,22430.92,0.0,0.0,30456.53,43,2220660.95,101745.29,2322406.24
2025-07-22,RTGZ,Rosneft Oil Company,sell,52800.0,0,22461.86,0.0,0.0,30456.53,42,2223723.93,124207.15,2347931.07
2025-07-23,RTGZ,Rosneft Oil Company,sell,52600.0,0,22153.01,0.0,0.0,30456.53,42,2193147.72,146360.15,2339507.88
2025-07-25,RTGZ,Rosneft Oil Company,buy,50600.0,1,29272.03,0.0,0.0,30688.13,42,2139030.11,117088.12,2256118.23
2025-07-28,RTGZ,Rosneft Oil Company,buy,50600.0,0,23417.62,0.0,0.0,30688.13,43,2162447.73,93670.5,2256118.23
2025-07-29,RTGZ,Rosneft Oil Company,buy,50600.0,0,18734.1,0.0,0.0,30688.13,43,2181181.83,74936.4,2256118.23
2025-07-31,RTGZ,Rosneft Oil Company,buy,50600.0,0,14987.28,0.0,0.0,30688.13,43,2196169.11,59949.12,2256118.23
2025-08-05,RTGZ,Rosneft Oil Company,sell,51600.0,0,22395.72,0.0,0.0,30688.13,43,2217175.95,82344.84,2299520.78
2025-08-06,RTGZ,Rosneft Oil Company,sell,52600.0,0,22601.44,0.0,0.0,30688.13,43,2237543.03,104946.28,2342489.31
2025-08-11,RTGZ,Rosneft Oil Company,sell,52800.0,0,22460.51,0.0,0.0,30688.13,42,2223590.29,127406.79,2350997.08
2022-09-20,SBER,Finance,buy,125.1,1599,200000.0,0.0,0.0,125.11,1599,200000.0,800000.0,1000000.0
2022-09-21,SBER,Finance,buy,120.23,1331,160000.0,0.0,0.0,122.9,2930,352214.23,640000.0,992214.23
