date,symbol,sector,action,price,shares,notional,position_shares_after,position_value_after,cash_after,total_equity_after,rsi,rsi_signal
2024-08-22,RTGZ,Rosneft Oil Company,buy,36000.0,0,16467.14,43.22,1555915.21,65868.55,1621783.76,25.47,buy
2024-08-22,SBER,Finance,buy,261.6,9,2323.96,7412.58,1939129.89,9295.82,1948425.71,8.47,buy
2024-08-23,OZON,Information technology,buy,3300.0,0,1326.74,686.56,2265645.74,5306.98,2270952.72,20.81,buy
2024-08-23,RTGZ,Rosneft Oil Company,buy,33700.0,0,13173.71,43.61,1469683.22,52694.84,1522378.07,10.2,buy
2024-08-23,SBER,Finance,buy,259.5,7,1859.16,7419.74,1925422.65,7436.66,1932859.3,6.78,buy
2024-08-28,OZON,Information technology,buy,3183.0,0,1061.4,686.89,2186379.7,4245.58,2190625.28,19.61,buy
2024-08-29,OZON,Information technology,buy,3178.0,0,849.12,687.16,2183794.35,3396.47,2187190.82,19.16,buy
2024-08-30,OZON,Information technology,buy,3011.0,0,679.29,687.39,2069717.93,2717.17,2072435.1,9.21,buy
2024-08-30,RTGZ,Rosneft Oil Company,buy,33100.0,0,10538.97,43.93,1454055.72,42155.87,1496211.6,26.15,buy
2024-08-30,SBER,Finance,buy,254.45,6,1487.33,7425.59,1889440.29,5949.33,1895389.61,19.53,buy
2024-09-02,OZON,Information technology,buy,2854.5,0,543.43,687.58,1962685.52,2173.74,1964859.26,5.47,buy
2024-09-02,RTGZ,Rosneft Oil Company,buy,32100.0,0,8431.17,44.19,1418557.72,33724.7,1452282.42,20.19,buy
2024-09-02,SBER,Finance,buy,244.31,5,1189.87,7430.46,1815334.71,4759.46,1820094.17,9.58,buy
2024-09-03,OZON,Information technology,buy,2918.0,0,434.75,687.72,2006781.34,1738.99,2008520.33,23.17,buy
2024-09-03,RTGZ,Rosneft Oil Company,buy,31000.0,0,6744.94,44.41,1376691.65,26979.76,1403671.41,14.95,buy
2024-09-03,SBER,Finance,buy,244.04,4,951.89,7434.36,1814280.38,3807.57,1818087.95,9.4,buy
2024-09-09,OZON,Information technology,sell,3367.0,7,23155.7,680.85,2292414.14,24894.69,2317308.83,83.1,sell
2024-09-09,SBER,Finance,sell,263.31,74,19575.4,7360.01,1937965.03,23382.97,1961348.0,79.42,sell
2024-09-16,OZON,Information technology,sell,3342.5,7,22757.33,674.04,2252976.04,47652.02,2300628.06,71.08,sell
2024-09-16,SBER,Finance,sell,263.79,74,19414.98,7286.41,1922082.86,42797.95,1964880.81,72.42,sell
2024-09-17,OZON,Information technology,sell,3405.5,7,22954.41,667.3,2272486.1,70606.43,2343092.53,77.15,sell
2024-09-17,SBER,Finance,sell,265.99,73,19381.13,7213.55,1918731.84,62179.08,1980910.92,77.27,sell
2024-09-19,RTGZ,Rosneft Oil Company,sell,34700.0,0,15410.06,43.97,1525596.4,42389.82,1567986.22,86.79,sell
2024-09-20,SBER,Finance,sell,269.08,72,19410.22,7141.41,1921611.48,81589.3,2003200.78,79.04,sell
2024-09-23,OZON,Information technology,sell,3479.0,7,23215.33,660.63,2298317.24,93821.75,2392138.99,78.8,sell
2024-09-23,SBER,Finance,sell,273.17,71,19508.2,7070.0,1931311.67,101097.5,2032409.16,86.11,sell
2024-09-24,RTGZ,Rosneft Oil Company,sell,35100.0,0,15431.83,43.53,1527750.7,57821.65,1585572.35,79.26,sell
2024-09-24,SBER,Finance,sell,272.92,71,19295.44,6999.3,1910248.72,120392.94,2030641.66,83.7,sell
2024-09-26,OZON,Information technology,buy,3259.5,6,18764.35,666.38,2172074.22,75057.4,2247131.62,29.33,buy
2024-10-01,RTGZ,Rosneft Oil Company,sell,35200.0,0,15321.03,43.09,1516782.23,73142.68,1589924.91,73.03,sell
2024-10-02,OZON,Information technology,buy,3182.0,5,15011.48,671.1,2135441.05,60045.92,2195486.97,24.19,buy
2024-10-02,RTGZ,Rosneft Oil Company,sell,36000.0,0,15512.55,42.66,1535742.01,88655.23,1624397.24,84.03,sell
2024-10-02,SBER,Finance,buy,259.31,93,24078.59,7092.16,1839066.85,96314.35,1935381.2,11.78,buy
2024-10-03,OZON,Information technology,buy,3196.0,4,12009.18,674.86,2156845.63,48036.74,2204882.37,29.34,buy
2024-10-03,RTGZ,Rosneft Oil Company,sell,36400.0,0,15528.06,42.23,1537277.75,104183.29,1641461.04,87.58,sell
2024-10-04,RTGZ,Rosneft Oil Company,sell,36600.0,0,15457.24,41.81,1530267.09,119640.53,1649907.62,89.25,sell
2024-10-07,OZON,Information technology,buy,3180.0,3,9607.35,677.88,2155655.26,38429.39,2194084.65,26.63,buy
2024-10-07,RTGZ,Rosneft Oil Company,sell,37700.0,0,15762.59,41.39,1560496.13,135403.12,1695899.25,94.72,sell
2024-10-08,OZON,Information technology,buy,3118.0,2,7685.88,680.34,2121312.64,30743.51,2152056.15,16.0,buy
2024-10-09,OZON,Information technology,buy,3056.5,2,6148.7,682.36,2085620.18,24594.81,2110214.99,10.29,buy
2024-10-09,SBER,Finance,buy,260.86,74,19262.87,7166.0,1869322.56,77051.48,1946374.04,25.48,buy
2024-10-10,OZON,Information technology,buy,3037.5,2,4918.96,683.98,2077574.39,19675.85,2097250.23,8.92,buy
2024-10-10,SBER,Finance,buy,259.98,59,15410.3,7225.27,1878426.78,61641.18,1940067.96,21.13,buy
2024-10-11,OZON,Information technology,buy,3020.0,1,3935.17,685.28,2069539.99,15740.68,2085280.67,7.61,buy
2024-10-11,SBER,Finance,buy,256.94,48,12328.24,7273.26,1868790.18,49312.95,1918103.13,11.58,buy
2024-10-14,RTGZ,Rosneft Oil Company,sell,37300.0,0,15439.39,40.98,1528499.75,150842.51,1679342.26,70.56,sell
2024-10-15,RTGZ,Rosneft Oil Company,sell,38600.0,0,15817.72,40.57,1565954.15,166660.23,1732614.37,88.21,sell
2024-10-16,RTGZ,Rosneft Oil Company,sell,43300.0,0,17566.27,40.16,1739061.05,184226.5,1923287.54,97.08,sell
2024-10-17,RTGZ,Rosneft Oil Company,sell,44300.0,0,17792.24,39.76,1761431.88,202018.74,1963450.62,97.61,sell
2024-10-17,SBER,Finance,buy,256.57,38,9862.59,7311.7,1875961.67,39450.36,1915412.03,25.64,buy
2024-10-18,RTGZ,Rosneft Oil Company,sell,45500.0,0,18091.46,39.36,1791054.15,220110.2,2011164.35,98.18,sell
2024-10-21,RTGZ,Rosneft Oil Company,sell,45300.0,0,17831.81,38.97,1765349.57,237942.01,2003291.58,93.07,sell
2024-10-22,RTGZ,Rosneft Oil Company,sell,45200.0,0,17614.53,38.58,1743838.03,255556.54,1999394.56,89.8,sell
2024-10-22,SBER,Finance,buy,255.42,31,7890.07,7342.59,1875443.29,31560.29,1907003.58,26.53,buy
2024-10-23,OZON,Information technology,buy,2980.5,1,3148.14,686.33,2045619.64,12592.54,2058212.18,18.02,buy
2024-10-23,RTGZ,Rosneft Oil Company,sell,45400.0,0,17515.54,38.19,1734038.58,273072.08,2007110.66,90.71,sell
2024-10-23,SBER,Finance,buy,252.01,25,6312.06,7367.63,1856717.13,25248.23,1881965.36,15.7,buy
2024-10-24,RTGZ,Rosneft Oil Company,sell,45600.0,0,17416.78,37.81,1724260.74,290488.85,2014749.6,91.75,sell
2024-10-24,SBER,Finance,buy,252.64,20,5049.65,7387.62,1866408.38,20198.58,1886606.97,23.75,buy
2024-10-25,OZON,Information technology,buy,2873.0,1,2518.51,687.21,1974357.2,10074.03,1984431.24,15.65,buy
2024-10-25,SBER,Finance,buy,246.35,16,4039.72,7404.02,1823979.97,16158.87,1840138.83,10.17,buy
2024-10-28,OZON,Information technology,buy,2747.5,1,2014.81,687.94,1890127.03,8059.23,1898186.26,8.84,buy
2024-10-28,SBER,Finance,buy,242.56,13,3231.77,7417.34,1799150.51,12927.09,1812077.6,6.86,buy
2024-10-29,OZON,Information technology,buy,2760.5,1,1611.85,688.53,1900682.15,6447.38,1907129.53,14.25,buy
2024-10-29,RTGZ,Rosneft Oil Company,buy,41100.0,1,58097.77,39.23,1612201.2,232391.08,1844592.29,13.24,buy
2024-10-29,SBER,Finance,buy,242.66,11,2585.42,7428.0,1802477.66,10341.67,1812819.34,7.97,buy
2024-10-30,OZON,Information technology,buy,2686.0,0,1289.48,689.01,1850676.27,5157.91,1855834.18,9.65,buy
2024-10-30,SBER,Finance,buy,241.45,9,2068.33,7436.56,1795558.12,8273.34,1803831.46,6.63,buy
2024-10-31,OZON,Information technology,buy,2659.5,0,1031.58,689.4,1833449.14,4126.32,1837575.46,8.31,buy
2024-10-31,SBER,Finance,buy,237.9,7,1654.67,7443.52,1770812.99,6618.67,1777431.66,3.93,buy
2024-11-01,OZON,Information technology,buy,2675.5,0,825.26,689.7,1845304.74,3301.06,1848605.8,17.92,buy
2024-11-01,SBER,Finance,buy,238.03,6,1323.73,7449.08,1773104.38,5294.94,1778399.32,5.9,buy
2024-11-02,OZON,Information technology,buy,2668.5,0,660.21,689.95,1841137.02,2640.85,1843777.87,16.84,buy
2024-11-02,SBER,Finance,buy,238.97,4,1058.99,7453.51,1781165.51,4235.95,1785401.46,22.05,buy
2024-11-05,SBER,Finance,buy,239.23,4,847.19,7457.05,1783950.61,3388.76,1787339.37,26.91,buy
2024-11-06,OZON,Information technology,sell,2892.0,7,19953.41,683.05,1975387.89,22594.26,1997982.15,81.45,sell
2024-11-06,SBER,Finance,sell,243.6,75,18165.38,7382.48,1798372.55,21554.14,1819926.69,70.36,sell
2024-11-07,OZON,Information technology,sell,3048.5,7,20822.86,676.22,2061462.75,43417.12,2104879.87,89.84,sell
2024-11-07,SBER,Finance,sell,250.93,74,18524.86,7308.66,1833961.28,40079.0,1874040.28,87.63,sell
2024-11-08,OZON,Information technology,sell,3288.0,7,22234.18,669.46,2201183.74,65651.3,2266835.03,94.84,sell
2024-11-08,RTGZ,Rosneft Oil Company,sell,46400.0,0,18201.01,38.83,1801899.62,250592.09,2052491.71,83.51,sell
2024-11-08,SBER,Finance,sell,255.98,73,18708.7,7235.57,1852161.3,58787.7,1910949.0,92.08,sell
2024-11-11,OZON,Information technology,sell,3244.5,7,21720.62,662.77,2150341.62,87371.92,2237713.53,84.29,sell
2024-11-11,RTGZ,Rosneft Oil Company,sell,46100.0,0,17902.49,38.45,1772346.92,268494.58,2040841.5,77.36,sell
2024-11-11,SBER,Finance,sell,260.73,72,18865.3,7163.21,1867664.95,77653.0,1945317.96,94.63,sell
2024-11-12,OZON,Information technology,sell,3206.0,7,21248.25,656.14,2103576.9,108620.17,2212197.07,74.08,sell
2024-11-12,RTGZ,Rosneft Oil Company,sell,47500.0,0,18261.71,38.06,1807909.19,286756.29,2094665.48,84.71,sell
2024-11-13,OZON,Information technology,sell,3268.5,7,21445.85,649.58,2123139.64,130066.02,2253205.67,79.68,sell
2024-11-14,OZON,Information technology,sell,3307.5,6,21484.73,643.08,2126988.38,151550.76,2278539.14,82.9,sell
2024-11-15,OZON,Information technology,sell,3458.5,6,22240.94,636.65,2201852.59,173791.69,2375644.28,90.81,sell
2024-11-19,RTGZ,Rosneft Oil Company,buy,43000.0,1,57351.26,39.39,1693984.84,229405.03,1923389.88,17.18,buy
2024-11-19,SBER,Finance,buy,240.59,65,15530.6,7227.77,1738928.41,62122.4,1801050.81,20.78,buy
2024-11-20,SBER,Finance,buy,237.05,52,12424.48,7280.18,1725766.6,49697.92,1775464.52,16.39,buy
2024-11-21,OZON,Information technology,buy,3107.5,11,34758.34,647.83,2013146.92,139033.35,2152180.27,27.0,buy
2024-11-22,OZON,Information technology,buy,3077.5,9,27806.67,656.87,2021518.54,111226.68,2132745.23,23.54,buy
2024-11-22,SBER,Finance,buy,236.0,42,9939.58,7322.3,1728061.99,39758.34,1767820.33,24.86,buy
2024-11-25,OZON,Information technology,buy,2801.5,8,22245.34,664.81,1862467.66,88981.35,1951449.01,8.88,buy
2024-11-25,RTGZ,Rosneft Oil Company,buy,43200.0,1,45881.01,40.46,1747744.85,183524.03,1931268.88,26.81,buy
2024-11-25,SBER,Finance,buy,227.81,35,7951.67,7357.2,1676044.05,31806.67,1707850.72,14.28,buy
2024-11-26,OZON,Information technology,buy,2739.0,6,17796.27,671.31,1838713.25,71185.08,1909898.33,7.42,buy
2024-11-26,RTGZ,Rosneft Oil Company,buy,40900.0,1,36704.81,41.35,1691398.42,146819.22,1838217.65,11.95,buy
2024-11-26,SBER,Finance,buy,223.16,29,6361.33,7385.71,1648194.4,25445.34,1673639.73,10.67,buy
2024-11-27,SBER,Finance,buy,226.3,22,5089.07,7408.2,1676474.59,20356.27,1696830.85,27.9,buy
2024-12-03,OZON,Information technology,buy,2730.5,5,14237.02,676.52,1847244.15,56948.06,1904192.21,19.62,buy
2024-12-03,RTGZ,Rosneft Oil Company,buy,41000.0,1,29363.84,42.07,1724897.72,117455.38,1842353.09,24.56,buy
2024-12-04,OZON,Information technology,buy,2674.5,4,11389.61,680.78,1820748.51,45558.45,1866306.96,15.86,buy
2024-12-04,SBER,Finance,buy,224.55,18,4071.25,7426.33,1667581.5,16285.02,1683866.51,26.12,buy
2024-12-06,RTGZ,Rosneft Oil Company,sell,43900.0,0,18469.03,41.65,1828433.65,135924.4,1964358.05,72.48,sell
2024-12-09,RTGZ,Rosneft Oil Company,sell,44600.0,0,18575.89,41.23,1839012.74,154500.29,1993513.03,78.11,sell
2024-12-12,OZON,Information technology,buy,2662.0,3,9111.69,684.2,1821350.44,36446.76,1857797.2,24.85,buy
2024-12-13,OZON,Information technology,buy,2668.0,3,7289.35,686.94,1832745.01,29157.41,1861902.42,26.77,buy
2024-12-16,OZON,Information technology,buy,2546.0,2,5831.48,689.23,1754770.31,23325.93,1778096.24,15.51,buy
2024-12-16,RTGZ,Rosneft Oil Company,buy,41400.0,1,30900.06,41.98,1737965.7,123600.23,1861565.93,18.76,buy
2024-12-16,SBER,Finance,buy,225.53,14,3257.0,7440.77,1678116.3,13028.01,1691144.31,25.41,buy
2024-12-17,OZON,Information technology,buy,2574.0,2,4665.19,691.04,1778733.84,18660.74,1797394.58,25.57,buy
2024-12-19,OZON,Information technology,buy,2494.0,1,3732.15,692.54,1727182.88,14928.59,1742111.47,18.52,buy
2024-12-20,OZON,Information technology,sell,2830.0,7,19598.75,685.61,1940275.97,34527.34,1974803.31,73.44,sell
2024-12-20,SBER,Finance,sell,257.6,74,19167.42,7366.36,1897574.3,32195.43,1929769.73,91.13,sell
2024-12-23,OZON,Information technology,sell,2988.0,7,20486.02,678.75,2028116.31,55013.36,2083129.68,81.61,sell
2024-12-23,SBER,Finance,sell,264.9,74,19513.49,7292.7,1931835.24,51708.92,1983544.15,93.15,sell
2024-12-24,OZON,Information technology,sell,2935.0,7,19921.42,671.97,1972220.94,74934.79,2047155.72,71.31,sell
2024-12-24,SBER,Finance,sell,264.34,73,19277.51,7219.77,1908473.81,70986.43,1979460.24,90.93,sell
2024-12-25,OZON,Information technology,sell,3002.0,7,20172.43,665.25,1997070.25,95107.21,2092177.46,76.55,sell
2024-12-25,SBER,Finance,sell,271.69,72,19615.39,7147.57,1941923.73,90601.82,2032525.55,93.69,sell
2024-12-26,OZON,Information technology,sell,3100.0,7,20622.64,658.59,2041641.77,115729.86,2157371.63,82.93,sell
2024-12-26,SBER,Finance,sell,269.56,71,19266.99,7076.1,1907432.41,109868.81,2017301.22,83.38,sell
2024-12-27,OZON,Information technology,sell,3070.0,7,20218.84,652.01,2001665.11,135948.7,2137613.8,74.27,sell
2024-12-27,RTGZ,Rosneft Oil Company,sell,46500.0,0,19520.63,41.56,1932542.29,143120.86,2075663.15,86.25,sell
2024-12-27,SBER,Finance,sell,271.2,71,19190.37,7005.33,1899846.83,129059.19,2028906.02,85.14,sell
2024-12-28,OZON,Information technology,sell,3124.5,7,20372.0,645.49,2016827.56,156320.69,2173148.25,79.67,sell
2024-12-28,SBER,Finance,sell,272.83,70,19112.66,6935.28,1892152.87,148171.84,2040324.71,87.05,sell
2024-12-30,OZON,Information technology,sell,3301.0,6,21307.56,639.03,2109448.64,177628.25,2287076.9,89.58,sell
2024-12-30,RTGZ,Rosneft Oil Company,sell,46500.0,0,19325.42,41.14,1913216.87,162446.28,2075663.15,70.71,sell
2024-12-30,SBER,Finance,sell,279.43,69,19379.26,6865.93,1918546.47,167551.1,2086097.57,92.51,sell
2025-01-03,RTGZ,Rosneft Oil Company,sell,48000.0,0,19749.34,40.73,1955184.21,182195.62,2137379.83,79.87,sell
2025-01-15,RTGZ,Rosneft Oil Company,sell,47600.0,0,19388.91,40.33,1919502.1,201584.53,2121086.62,77.29,sell
2025-01-15,SBER,Finance,sell,282.77,69,19414.79,6797.27,1922063.89,186965.89,2109029.77,78.62,sell
2025-01-16,OZON,Information technology,sell,3273.0,6,20915.56,632.64,2070640.16,198543.81,2269183.97,78.65,sell
2025-01-16,RTGZ,Rosneft Oil Company,sell,49900.0,0,20122.51,39.92,1992128.63,221707.04,2213835.68,87.53,sell
2025-01-17,OZON,Information technology,sell,3485.0,6,22047.6,626.32,2182712.84,220591.42,2403304.26,91.65,sell
2025-01-17,RTGZ,Rosneft Oil Company,sell,49600.0,0,19801.52,39.52,1960350.39,241508.56,2201858.95,80.87,sell
2025-01-17,SBER,Finance,sell,283.53,68,19272.3,6729.3,1907957.51,206238.18,2114195.7,76.28,sell
2025-01-20,RTGZ,Rosneft Oil Company,sell,50000.0,0,19761.6,39.13,1956398.07,261270.16,2217668.23,83.25,sell
2025-01-21,OZON,Information technology,sell,3468.0,6,21720.65,620.05,2150344.81,242312.07,2392656.88,72.04,sell
2025-01-21,RTGZ,Rosneft Oil Company,sell,50100.0,0,19603.11,38.74,1940707.76,280873.27,2221581.02,83.95,sell
2025-01-23,OZON,Information technology,sell,3563.5,6,22095.6,613.85,2187464.3,264407.67,2451871.97,76.36,sell
2025-01-24,RTGZ,Rosneft Oil Company,sell,50500.0,0,19562.02,38.35,1936640.41,300435.29,2237075.7,73.05,sell
2025-01-27,SBER,Finance,buy,275.23,150,41247.64,6879.16,1893351.99,164990.55,2058342.54,21.16,buy
2025-01-30,OZON,Information technology,sell,3619.5,6,22218.4,607.71,2199621.65,286626.07,2486247.72,75.2,sell
2025-02-04,SBER,Finance,buy,277.4,119,32998.11,6998.12,1941277.88,131992.44,2073270.32,29.8,buy
2025-02-06,SBER,Finance,sell,287.15,70,20095.1,6928.14,1989414.43,152087.53,2141501.97,79.66,sell
2025-02-10,SBER,Finance,sell,289.94,69,20087.44,6858.86,1988656.5,172174.97,2160831.47,80.37,sell
2025-02-11,OZON,Information technology,sell,3717.5,6,22591.78,601.64,2236585.87,309217.85,2545803.72,82.08,sell
2025-02-11,RTGZ,Rosneft Oil Company,sell,49600.0,0,19021.26,37.97,1883104.76,319456.55,2202561.31,76.38,sell
2025-02-11,SBER,Finance,sell,294.06,69,20169.15,6790.27,1996745.83,192344.12,2189089.95,87.14,sell
2025-02-12,OZON,Information technology,sell,4002.0,6,24077.52,595.62,2383674.11,333295.36,2716969.47,93.32,sell
2025-02-12,SBER,Finance,sell,314.0,68,21321.44,6722.36,2110822.31,213665.56,2324487.87,96.14,sell
2025-02-13,OZON,Information technology,sell,3914.5,6,23315.57,589.66,2308241.72,356610.94,2664852.66,73.47,sell
2025-02-13,SBER,Finance,sell,310.1,67,20846.05,6655.14,2063759.04,234511.61,2298270.65,80.68,sell
2025-02-14,SBER,Finance,sell,309.87,67,20622.28,6588.59,2041606.07,255133.89,2296739.97,79.62,sell
2025-02-17,OZON,Information technology,sell,4102.0,6,24188.04,583.77,2394615.78,380798.97,2775414.75,81.08,sell
2025-02-17,RTGZ,Rosneft Oil Company,sell,50600.0,0,19210.71,37.59,1901859.88,338667.26,2240527.14,82.33,sell
2025-02-17,SBER,Finance,sell,319.5,66,21050.54,6522.7,2084003.64,276184.44,2360188.08,88.47,sell
2025-02-18,RTGZ,Rosneft Oil Company,sell,51200.0,0,19244.12,37.21,1905167.46,357911.37,2263078.83,87.01,sell
2025-02-21,RTGZ,Rosneft Oil Company,sell,52200.0,0,19423.78,36.84,1922953.99,377335.15,2300289.14,81.17,sell
2025-02-24,OZON,Information technology,sell,4110.0,6,23992.86,577.93,2375293.06,404791.83,2780084.9,70.56,sell
2025-02-25,OZON,Information technology,sell,4191.5,6,24223.94,572.15,2398170.43,429015.78,2827186.21,78.72,sell
2025-02-25,SBER,Finance,sell,316.97,65,20675.01,6457.48,2046826.19,296859.45,2343685.64,72.07,sell
2025-02-27,SBER,Finance,buy,307.1,193,59371.89,6650.81,2042462.79,237487.56,2279950.35,22.94,buy
2025-03-03,OZON,Information technology,buy,3915.5,22,85803.16,594.06,2326059.94,343212.62,2669272.56,27.09,buy
2025-03-03,SBER,Finance,buy,305.5,155,47497.51,6806.28,2079319.01,189990.05,2269309.06,26.68,buy
2025-03-05,RTGZ,Rosneft Oil Company,sell,53800.0,0,19818.95,36.47,1962076.15,397154.1,2359230.25,82.12,sell
2025-03-11,SBER,Finance,sell,319.69,68,21759.0,6738.22,2154141.15,211749.05,2365890.2,77.44,sell
2025-03-14,OZON,Information technology,buy,3928.0,17,68642.52,611.54,2402128.27,274570.1,2676698.37,27.06,buy
2025-03-17,RTGZ,Rosneft Oil Company,sell,53800.0,0,19620.76,36.11,1942455.39,416774.86,2359230.25,81.03,sell
2025-03-17,SBER,Finance,sell,326.02,67,21967.94,6670.84,2174826.13,233716.99,2408543.12,83.57,sell
2025-03-19,SBER,Finance,sell,325.3,67,21700.23,6604.13,2148322.9,255417.22,2403740.12,72.64,sell
2025-03-20,RTGZ,Rosneft Oil Company,sell,55400.0,0,20002.24,35.74,1980221.35,436777.1,2416998.44,83.59,sell
2025-03-21,RTGZ,Rosneft Oil Company,sell,55600.0,0,19873.7,35.39,1967496.46,456650.8,2424147.26,84.78,sell
2025-03-24,OZON,Information technology,buy,3898.0,14,54914.02,625.63,2438696.1,219656.08,2658352.18,20.71,buy
2025-03-24,RTGZ,Rosneft Oil Company,sell,56400.0,0,19958.06,35.03,1975847.7,476608.86,2452456.56,89.16,sell
2025-03-24,SBER,Finance,buy,319.47,160,51083.44,6764.03,2160904.28,204333.78,2365238.05,28.5,buy
2025-03-26,OZON,Information technology,buy,3875.0,11,43931.22,636.96,2468237.88,175724.86,2643962.74,23.04,buy
2025-03-26,RTGZ,Rosneft Oil Company,sell,59200.0,0,20739.39,34.68,2053200.04,497348.25,2550548.29,87.03,sell
2025-03-26,SBER,Finance,buy,315.23,130,40866.76,6893.67,2173091.55,163467.02,2336558.57,15.9,buy
2025-03-27,OZON,Information technology,buy,3762.0,9,35144.97,646.31,2431405.85,140579.89,2571985.74,10.59,buy
2025-03-27,RTGZ,Rosneft Oil Company,sell,60600.0,0,21017.55,34.34,2080737.89,518365.81,2599103.69,90.4,sell
2025-03-27,SBER,Finance,buy,311.96,105,32693.4,6998.47,2183242.65,130773.62,2314016.27,10.54,buy
2025-03-28,OZON,Information technology,buy,3538.5,8,28115.98,654.25,2315072.28,112463.91,2427536.19,4.24,buy
2025-03-28,SBER,Finance,buy,308.04,85,26154.72,7083.38,2181963.37,104618.89,2286582.27,6.73,buy
2025-03-31,SBER,Finance,buy,309.72,68,20923.78,7150.93,2214787.23,83695.11,2298482.34,23.35,buy
2025-04-01,SBER,Finance,buy,303.24,55,16739.02,7206.13,2185188.2,66956.09,2252144.29,11.9,buy
2025-04-02,RTGZ,Rosneft Oil Company,buy,54800.0,2,103673.16,36.23,1985264.52,414692.64,2399957.16,29.69,buy
2025-04-03,RTGZ,Rosneft Oil Company,buy,53800.0,2,82938.53,37.77,2031975.59,331754.12,2363729.71,23.79,buy
2025-04-03,SBER,Finance,buy,302.09,44,13391.22,7250.46,2190292.36,53564.87,2243857.23,22.26,buy
2025-04-04,OZON,Information technology,buy,3486.5,6,22492.78,660.7,2303543.94,89971.13,2393515.06,22.57,buy
2025-04-04,SBER,Finance,buy,285.35,38,10712.97,7288.01,2079632.59,42851.9,2122484.48,7.87,buy
2025-04-07,OZON,Information technology,buy,3470.0,5,17994.23,665.89,2310636.55,71976.9,2382613.45,21.46,buy
2025-04-07,RTGZ,Rosneft Oil Company,buy,51000.0,1,66350.82,39.07,1992573.04,265403.29,2257976.33,17.54,buy
2025-04-07,SBER,Finance,buy,287.56,30,8570.38,7317.81,2104309.46,34281.52,2138590.98,17.7,buy
2025-04-08,OZON,Information technology,buy,3387.5,4,14395.38,670.14,2270096.05,57581.52,2327677.57,15.96,buy
2025-04-08,RTGZ,Rosneft Oil Company,buy,50800.0,1,53080.66,40.11,2037839.69,212322.63,2250162.32,16.84,buy
2025-04-08,SBER,Finance,buy,282.03,24,6856.3,7342.12,2070698.27,27425.22,2098123.49,12.88,buy
2025-04-09,RTGZ,Rosneft Oil Company,buy,49000.0,1,42464.53,40.98,2008097.3,169858.11,2177955.4,11.21,buy
2025-04-17,OZON,Information technology,sell,3631.0,7,24332.75,663.44,2408942.16,81914.27,2490856.43,70.27,sell
2025-04-17,RTGZ,Rosneft Oil Company,sell,58200.0,0,23851.28,40.57,2361276.53,193709.39,2554985.92,81.32,sell
2025-04-17,SBER,Finance,sell,304.8,73,22378.78,7268.7,2215499.58,49804.0,2265303.57,77.33,sell
2025-04-18,RTGZ,Rosneft Oil Company,sell,58200.0,0,23612.77,40.17,2337663.77,217322.15,2554985.92,81.32,sell
2025-04-21,SBER,Finance,sell,308.12,73,22396.32,7196.01,2217235.34,72200.32,2289435.66,72.95,sell
2025-04-22,RTGZ,Rosneft Oil Company,sell,57800.0,0,23215.97,39.76,2298381.37,240538.12,2538919.5,70.34,sell
2025-04-22,SBER,Finance,sell,312.25,72,22469.55,7124.05,2224485.32,94669.86,2319155.19,79.41,sell
2025-04-23,OZON,Information technology,sell,3673.5,7,24371.38,656.8,2412766.87,106285.65,2519052.53,71.26,sell
2025-04-23,RTGZ,Rosneft Oil Company,sell,58000.0,0,23063.34,39.37,2283270.91,263601.47,2546872.37,71.92,sell
2025-04-24,OZON,Information technology,sell,3718.5,7,24423.23,650.24,2417899.79,130708.88,2548608.68,79.18,sell
2025-04-24,RTGZ,Rosneft Oil Company,buy,54000.0,1,52720.29,40.34,2178524.24,210881.17,2389405.42,28.9,buy
2025-04-25,OZON,Information technology,sell,3757.0,7,24429.34,643.73,2418504.51,155138.22,2573642.73,84.34,sell
2025-04-25,SBER,Finance,sell,316.69,71,22561.16,7052.81,2233554.95,117231.03,2350785.98,82.65,sell
2025-04-28,OZON,Information technology,sell,3770.0,6,24268.73,637.3,2402604.31,179406.95,2582011.26,85.99,sell
2025-04-29,OZON,Information technology,sell,3774.5,6,24054.72,630.92,2381417.42,203461.67,2584879.09,86.67,sell
2025-05-02,OZON,Information technology,buy,3540.0,11,40692.33,642.42,2274158.4,162769.34,2436927.74,14.96,buy
2025-05-02,RTGZ,Rosneft Oil Company,buy,51600.0,1,42176.23,41.16,2123877.18,168704.94,2292582.12,17.94,buy
2025-05-02,SBER,Finance,buy,299.96,78,23446.21,7130.98,2139007.62,93784.82,2232792.44,18.93,buy
2025-05-05,OZON,Information technology,buy,3558.5,9,32553.87,651.57,2318596.99,130215.47,2448812.46,22.28,buy
2025-05-05,SBER,Finance,buy,294.64,64,18756.96,7194.64,2119827.79,75027.86,2194855.65,12.92,buy
2025-05-12,SBER,Finance,sell,310.81,72,22361.65,7122.69,2213803.42,97389.51,2311192.92,74.3,sell
2025-05-13,SBER,Finance,sell,311.24,71,22168.66,7051.46,2194697.51,119558.17,2314255.68,75.2,sell
2025-05-14,OZON,Information technology,buy,3527.5,7,26043.09,658.95,2324441.55,104172.38,2428613.92,18.46,buy
2025-05-15,RTGZ,Rosneft Oil Company,buy,52000.0,1,33740.99,41.81,2174082.33,134963.95,2309046.28,21.89,buy
2025-05-16,RTGZ,Rosneft Oil Company,buy,52000.0,1,26992.79,42.33,2201075.12,107971.16,2309046.28,21.89,buy
