date,symbol,sector,action,price,shares,notional,position_shares_after,position_value_after,cash_after,total_equity_after,rsi,rsi_signal
2023-12-11,SBER,Finance,buy,256.89,53,13726.02,7249.41,1862300.45,54904.08,1917204.53,13.65,buy
2023-12-12,RTGZ,Rosneft Oil Company,buy,28500.0,0,1074.8,44.56,1270061.24,4299.19,1274360.43,5.35,buy
2023-12-12,SBER,Finance,buy,257.6,43,10980.82,7292.04,1878428.35,43923.26,1922351.61,18.2,buy
2023-12-14,SBER,Finance,buy,256.64,34,8784.65,7326.26,1880212.64,35138.61,1915351.25,25.83,buy
2023-12-19,RTGZ,Rosneft Oil Company,sell,32500.0,0,14483.15,44.12,1433832.3,18782.34,1452614.64,76.82,sell
2023-12-20,RTGZ,Rosneft Oil Company,sell,32500.0,0,14338.32,43.68,1419493.98,33120.67,1452614.64,76.82,sell
2023-12-22,SBER,Finance,sell,271.3,73,19876.16,7253.0,1967739.53,55014.77,2022754.3,74.29,sell
2023-12-25,SBER,Finance,sell,271.08,73,19661.44,7180.47,1946482.43,74676.21,2021158.64,72.39,sell
2023-12-26,SBER,Finance,sell,271.9,72,19523.7,7108.67,1932846.72,94199.91,2027046.63,75.63,sell
2023-12-27,OZON,Information technology,sell,2688.5,7,18378.51,676.76,1819472.37,98850.22,1918322.59,70.83,sell
2023-12-28,OZON,Information technology,sell,2799.0,7,18942.54,669.99,1875311.93,117792.76,1993104.7,89.8,sell
2023-12-29,OZON,Information technology,sell,2804.5,7,18789.97,663.29,1860206.93,136582.73,1996789.66,90.24,sell
2024-01-03,OZON,Information technology,sell,2825.5,7,18741.36,656.66,1855394.74,155324.09,2010718.83,92.08,sell
2024-01-03,RTGZ,Rosneft Oil Company,sell,31600.0,0,13801.85,43.24,1366383.06,46922.52,1413305.58,71.55,sell
2024-01-03,SBER,Finance,sell,274.56,71,19517.56,7037.58,1932238.21,113717.47,2045955.68,79.58,sell
2024-01-04,OZON,Information technology,sell,2819.5,7,18514.55,650.09,1832940.22,173838.64,2006778.87,85.63,sell
2024-01-04,SBER,Finance,sell,274.12,70,19291.42,6967.21,1909850.26,133008.88,2042859.15,73.01,sell
2024-01-08,OZON,Information technology,sell,2819.5,7,18329.4,643.59,1814610.82,192168.04,2006778.87,75.74,sell
2024-01-08,RTGZ,Rosneft Oil Company,sell,31900.0,0,13793.55,42.81,1365561.5,60716.07,1426277.57,81.21,sell
2024-01-08,SBER,Finance,sell,276.76,70,19282.44,6897.53,1908961.25,152291.32,2061252.57,82.45,sell
2024-01-09,OZON,Information technology,sell,2874.0,6,18496.87,637.16,1831189.78,210664.91,2041854.69,88.51,sell
2024-01-10,OZON,Information technology,sell,2907.0,6,18522.16,630.79,1833693.81,229187.07,2062880.88,92.06,sell
2024-01-11,OZON,Information technology,sell,2938.5,6,18535.64,624.48,1835027.92,247722.71,2082750.63,94.38,sell
2024-01-12,OZON,Information technology,sell,2931.0,6,18303.44,618.23,1812040.89,266026.15,2078067.04,86.01,sell
2024-01-15,OZON,Information technology,sell,3035.0,6,18763.37,612.05,1857573.75,284789.52,2142363.27,94.86,sell
2024-01-15,RTGZ,Rosneft Oil Company,sell,32500.0,0,13912.46,42.38,1377333.59,74628.53,1451962.11,78.13,sell
2024-01-17,SBER,Finance,sell,278.0,69,19175.14,6828.56,1898339.05,171466.46,2069805.51,86.8,sell
2024-01-18,OZON,Information technology,buy,2829.0,20,56957.9,632.18,1788449.22,227831.62,2016280.84,27.21,buy
2024-01-19,OZON,Information technology,buy,2827.5,16,45566.32,648.3,1833067.27,182265.29,2015332.56,26.94,buy
2024-01-23,OZON,Information technology,buy,2794.5,13,36453.06,661.34,1848126.44,145812.23,1993938.67,24.17,buy
2024-01-24,OZON,Information technology,buy,2793.5,10,29162.45,671.78,1876627.54,116649.79,1993277.33,23.94,buy
2024-01-24,SBER,Finance,buy,273.77,125,34293.29,6953.82,1903747.54,137173.17,2040920.71,28.11,buy
2024-01-25,OZON,Information technology,buy,2785.0,8,23329.96,680.16,1894247.34,93319.83,1987567.17,21.47,buy
2024-01-25,SBER,Finance,buy,272.81,101,27434.63,7054.38,1924506.51,109738.54,2034245.04,21.68,buy
2024-01-26,SBER,Finance,buy,272.65,80,21947.71,7134.88,1945325.51,87790.83,2033116.34,20.59,buy
2024-01-29,OZON,Information technology,sell,2886.0,7,19629.44,673.36,1943314.12,112949.27,2056263.39,74.32,sell
2024-01-29,RTGZ,Rosneft Oil Company,buy,31700.0,0,14925.71,42.85,1358355.7,59702.82,1418058.52,29.79,buy
2024-01-30,OZON,Information technology,sell,2911.5,7,19604.85,666.63,1940879.93,132554.11,2073434.05,79.9,sell
2024-01-30,RTGZ,Rosneft Oil Company,buy,31500.0,0,11940.56,43.23,1361726.19,47762.26,1409488.45,21.58,buy
2024-01-31,OZON,Information technology,sell,2909.5,7,19395.47,659.96,1920151.21,151949.58,2072100.79,78.04,sell
2024-01-31,SBER,Finance,sell,276.0,71,19692.27,7063.53,1949535.09,107483.1,2057018.19,72.73,sell
2024-02-01,SBER,Finance,sell,276.86,71,19556.1,6992.9,1936053.63,127039.2,2063092.83,79.93,sell
2024-02-02,SBER,Finance,sell,276.74,70,19352.14,6922.97,1915862.34,146391.34,2062253.68,76.01,sell
2024-02-05,SBER,Finance,sell,277.84,69,19234.78,6853.74,1904242.83,165626.12,2069868.95,85.28,sell
2024-02-06,SBER,Finance,sell,278.67,69,19099.31,6785.2,1890832.12,184725.44,2075557.55,89.55,sell
2024-02-07,RTGZ,Rosneft Oil Company,buy,31600.0,0,9552.45,43.53,1375601.58,38209.81,1413811.39,27.34,buy
2024-02-07,SBER,Finance,sell,284.41,68,19297.79,6717.35,1910481.38,204023.23,2114504.61,97.25,sell
2024-02-08,OZON,Information technology,buy,2814.5,11,30389.92,670.76,1887845.01,121559.66,2009404.67,18.54,buy
2024-02-09,RTGZ,Rosneft Oil Company,buy,31200.0,0,7641.96,43.78,1365830.87,30567.84,1396398.71,17.14,buy
2024-02-09,SBER,Finance,sell,283.5,67,19043.69,6650.18,1885324.91,223066.91,2108391.82,75.24,sell
2024-02-12,OZON,Information technology,sell,2994.5,7,20085.81,664.05,1988495.42,141645.48,2130140.9,81.32,sell
2024-02-12,SBER,Finance,sell,287.28,67,19104.63,6583.67,1891357.95,242171.54,2133529.49,85.98,sell
2024-02-13,OZON,Information technology,sell,3154.5,7,20947.43,657.41,2073795.86,162592.91,2236388.77,90.63,sell
2024-02-13,SBER,Finance,sell,287.07,66,18899.75,6517.84,1871075.62,261071.29,2132146.92,83.18,sell
2024-02-14,SBER,Finance,sell,289.06,65,18840.46,6452.66,1865205.66,279911.75,2145117.41,88.26,sell
2024-02-15,OZON,Information technology,sell,3140.5,7,20645.92,650.83,2043946.22,183238.83,2227185.05,75.94,sell
2024-02-15,SBER,Finance,sell,290.24,65,18728.2,6388.13,1854091.6,298639.95,2152731.55,90.62,sell
2024-02-16,OZON,Information technology,sell,3128.0,7,20358.11,644.33,2015452.68,203596.94,2219049.62,71.27,sell
2024-02-19,RTGZ,Rosneft Oil Company,buy,31000.0,0,6113.57,43.97,1363189.11,24454.28,1387643.39,23.71,buy
2024-02-20,SBER,Finance,buy,283.9,210,59727.99,6598.52,1873318.83,238911.96,2112230.79,27.65,buy
2024-02-21,RTGZ,Rosneft Oil Company,buy,30400.0,0,4890.86,44.13,1341695.66,19563.42,1361259.08,15.49,buy
2024-02-21,SBER,Finance,buy,282.0,169,47782.39,6767.96,1908564.04,191129.57,2099693.61,21.1,buy
2024-02-26,SBER,Finance,sell,291.25,68,19711.68,6700.28,1951455.97,210841.25,2162297.22,74.26,sell
2024-02-27,OZON,Information technology,sell,3169.5,6,20421.92,637.88,2021770.3,224018.86,2245789.16,76.8,sell
2024-02-27,SBER,Finance,sell,292.52,67,19599.65,6633.28,1940365.67,230440.9,2170806.57,77.46,sell
2024-02-28,SBER,Finance,sell,291.75,66,19352.58,6566.94,1915905.47,249793.48,2165698.95,70.08,sell
2024-02-29,OZON,Information technology,sell,3216.0,6,20514.32,631.5,2030917.54,244533.18,2275450.72,76.48,sell
2024-02-29,SBER,Finance,sell,292.19,66,19187.95,6501.27,1899606.97,268981.43,2168588.4,72.2,sell
2024-03-01,OZON,Information technology,sell,3270.0,6,20650.19,625.19,2044368.58,265183.37,2309551.95,83.21,sell
2024-03-01,RTGZ,Rosneft Oil Company,buy,30800.0,0,3912.68,44.26,1363262.23,15650.74,1378912.97,26.39,buy
2024-03-01,SBER,Finance,sell,295.38,65,19203.46,6436.26,1901142.57,288184.89,2189327.46,83.82,sell
2024-03-04,OZON,Information technology,sell,3397.5,6,21240.8,618.94,2102839.4,286424.17,2389263.57,91.38,sell
2024-03-04,SBER,Finance,sell,299.17,64,19255.36,6371.9,1906280.64,307440.25,2213720.89,90.46,sell
2024-03-05,SBER,Finance,sell,298.4,64,19013.74,6308.18,1882360.54,326453.99,2208814.53,81.01,sell
2024-03-06,SBER,Finance,sell,297.71,63,18780.08,6245.1,1859227.81,345234.07,2204461.89,71.62,sell
2024-03-07,SBER,Finance,sell,300.4,62,18760.27,6182.65,1857266.85,363994.34,2221261.2,82.62,sell
2024-03-11,SBER,Finance,sell,299.79,62,18534.95,6120.82,1834960.49,382529.3,2217489.78,73.57,sell
2024-03-12,SBER,Finance,sell,300.9,61,18417.55,6059.61,1823337.05,400946.84,2224283.89,79.33,sell
2024-03-14,OZON,Information technology,buy,3237.5,18,57284.83,636.63,2061094.27,229139.34,2290233.6,24.93,buy
2024-03-14,RTGZ,Rosneft Oil Company,buy,30800.0,0,3130.15,44.36,1366392.38,12520.59,1378912.97,29.3,buy
2024-03-14,SBER,Finance,buy,295.83,271,80189.37,6330.68,1872804.19,320757.47,2193561.66,29.09,buy
2024-03-15,RTGZ,Rosneft Oil Company,buy,30500.0,0,2504.12,44.45,1355587.48,10016.47,1365603.95,19.39,buy
2024-03-18,OZON,Information technology,sell,3365.0,6,21422.65,630.27,2120842.13,250561.98,2371404.11,73.33,sell
2024-03-18,RTGZ,Rosneft Oil Company,buy,30300.0,0,2003.29,44.51,1348701.68,8013.18,1356714.86,14.74,buy
2024-03-19,OZON,Information technology,sell,3390.0,6,21365.99,623.96,2115232.77,271927.97,2387160.74,77.91,sell
2024-03-19,RTGZ,Rosneft Oil Company,buy,30400.0,0,1602.64,44.56,1354755.48,6410.54,1361166.02,27.0,buy
2024-03-20,OZON,Information technology,sell,3509.5,6,21897.96,617.72,2167898.32,293825.93,2461724.25,89.71,sell
2024-03-21,OZON,Information technology,sell,3540.5,6,21870.48,611.55,2165177.25,315696.41,2480873.66,91.38,sell
2024-03-22,SBER,Finance,buy,292.99,219,64151.49,6549.63,1918976.56,256605.98,2175582.54,19.75,buy
2024-03-25,OZON,Information technology,sell,3542.5,6,21664.0,605.43,2144736.34,337360.41,2482096.75,71.21,sell
2024-03-26,OZON,Information technology,sell,3630.5,6,21980.14,599.38,2176034.05,359340.56,2535374.61,80.56,sell
2024-03-26,RTGZ,Rosneft Oil Company,sell,31200.0,0,13904.07,44.12,1376502.87,20314.61,1396817.48,81.83,sell
2024-03-27,OZON,Information technology,sell,3702.5,6,22191.89,593.38,2196997.22,381532.45,2578529.67,85.83,sell
2024-03-27,RTGZ,Rosneft Oil Company,sell,31300.0,0,13809.15,43.68,1367105.59,34123.76,1401229.34,84.76,sell
2024-03-28,OZON,Information technology,sell,3794.0,6,22512.92,587.45,2228778.77,404045.36,2632824.13,90.44,sell
2024-03-28,SBER,Finance,sell,299.0,65,19583.4,6484.14,1938756.45,276189.38,2214945.83,81.58,sell
2024-03-29,OZON,Information technology,sell,3789.0,6,22258.42,581.57,2203583.11,426303.78,2629886.89,88.25,sell
2024-03-29,SBER,Finance,sell,298.72,65,19369.41,6419.29,1917571.48,295558.79,2213130.27,76.97,sell
2024-04-01,OZON,Information technology,sell,3874.5,6,22533.08,575.76,2230774.59,448836.86,2679611.45,92.57,sell
2024-04-01,RTGZ,Rosneft Oil Company,sell,37900.0,0,16553.77,43.24,1638823.28,50677.53,1689500.81,98.78,sell
2024-04-01,SBER,Finance,sell,300.43,64,19285.48,6355.1,1909262.99,314844.27,2224107.26,84.47,sell
2024-04-02,OZON,Information technology,sell,3845.5,6,22140.78,570.0,2191936.83,470977.63,2662914.47,78.81,sell
2024-04-02,RTGZ,Rosneft Oil Company,sell,35900.0,0,15523.42,42.81,1536818.42,66200.95,1603019.37,70.49,sell
2024-04-02,SBER,Finance,sell,300.38,64,19089.45,6291.55,1889855.78,333933.72,2223789.51,83.36,sell
2024-04-03,RTGZ,Rosneft Oil Company,sell,37900.0,0,16224.35,42.38,1606210.7,82425.3,1688636.0,78.93,sell
2024-04-03,SBER,Finance,sell,306.72,63,19297.44,6228.63,1910446.77,353231.17,2263677.93,95.01,sell
2024-04-04,OZON,Information technology,sell,3858.0,6,21990.62,564.3,2177071.22,492968.25,2670039.47,70.48,sell
2024-04-04,SBER,Finance,sell,304.61,62,18973.04,6166.35,1878331.3,372204.21,2250535.51,71.64,sell
2024-04-05,OZON,Information technology,sell,3866.5,6,21818.68,558.66,2160049.1,514786.93,2674836.03,72.06,sell
2024-04-05,SBER,Finance,sell,306.1,62,18875.19,6104.68,1868643.97,391079.4,2259723.37,77.19,sell
2024-04-08,SBER,Finance,sell,307.75,61,18787.17,6043.64,1859929.53,409866.57,2269796.1,82.5,sell
2024-04-12,OZON,Information technology,buy,3713.0,28,102957.39,586.39,2177252.56,411829.54,2589082.1,27.28,buy
2024-04-12,SBER,Finance,sell,307.1,60,18560.01,5983.2,1837441.16,428426.58,2265867.74,70.84,sell
2024-04-15,SBER,Finance,sell,307.99,60,18427.66,5923.37,1824338.54,446854.24,2271192.79,79.74,sell
2024-04-16,RTGZ,Rosneft Oil Company,sell,37700.0,0,15977.35,41.96,1581757.31,98402.64,1680159.95,72.52,sell
2024-04-16,SBER,Finance,sell,308.29,59,18261.16,5864.14,1807854.4,465115.4,2272969.8,82.29,sell
2024-04-17,OZON,Information technology,sell,3882.5,6,22766.45,580.52,2253878.6,434595.99,2688474.59,73.99,sell
2024-04-18,OZON,Information technology,sell,3990.0,6,23162.85,574.72,2293121.92,457758.84,2750880.76,86.35,sell
2024-04-19,OZON,Information technology,sell,4086.0,6,23482.95,568.97,2324811.83,481241.79,2806053.62,91.44,sell
2024-04-22,OZON,Information technology,sell,4169.0,6,23720.36,563.28,2348315.99,504962.15,2853278.14,94.1,sell
2024-04-22,SBER,Finance,sell,314.99,59,18471.44,5805.49,1828672.67,483586.84,2312259.51,88.35,sell
2024-04-25,OZON,Information technology,sell,4164.5,6,23457.81,557.65,2322323.41,528419.96,2850743.38,70.31,sell
2024-04-26,OZON,Information technology,sell,4227.5,6,23574.55,552.07,2333880.66,551994.52,2885875.17,76.24,sell
2024-04-27,OZON,Information technology,sell,4256.5,6,23498.91,546.55,2326391.81,575493.42,2901885.24,78.94,sell
2024-04-29,OZON,Information technology,sell,4358.5,5,23821.4,541.08,2358318.56,599314.82,2957633.38,86.51,sell
2024-04-30,OZON,Information technology,sell,4364.0,5,23612.95,535.67,2337681.58,622927.77,2960609.35,86.87,sell
2024-05-02,SBER,Finance,buy,307.37,315,96717.37,6120.16,1881152.17,386869.47,2268021.64,29.29,buy
2024-05-03,OZON,Information technology,sell,4352.0,5,23312.53,530.32,2307940.95,646240.3,2954181.26,72.67,sell
2024-05-06,OZON,Information technology,sell,4443.0,5,23562.0,525.01,2332637.83,669802.3,3002440.13,84.13,sell
2024-05-06,SBER,Finance,buy,306.01,253,77373.89,6373.0,1950202.65,309495.58,2259698.23,17.99,buy
2024-05-07,OZON,Information technology,sell,4577.5,5,24032.52,519.76,2379219.71,693834.82,3073054.53,91.5,sell
2024-05-07,RTGZ,Rosneft Oil Company,sell,37200.0,0,15607.79,41.54,1545171.3,114010.44,1659181.74,85.98,sell
2024-05-08,OZON,Information technology,sell,4530.0,5,23545.31,514.57,2330985.61,717380.13,3048365.74,74.41,sell
2024-05-08,RTGZ,Rosneft Oil Company,sell,37300.0,0,15493.25,41.12,1533831.74,129503.69,1663335.42,88.07,sell
2024-05-08,SBER,Finance,sell,311.21,64,19833.42,6309.27,1963508.84,329329.0,2292837.84,78.29,sell
2024-05-10,RTGZ,Rosneft Oil Company,sell,39600.0,0,16284.11,40.71,1612127.06,145787.8,1757914.86,97.94,sell
2024-05-10,SBER,Finance,sell,313.49,63,19778.94,6246.18,1958115.05,349107.94,2307222.99,85.66,sell
2024-05-13,OZON,Information technology,sell,4600.0,5,23670.05,509.42,2343335.2,741050.19,3084385.39,76.86,sell
2024-05-13,RTGZ,Rosneft Oil Company,sell,39900.0,0,16243.4,40.3,1608096.75,162031.2,1770127.94,98.21,sell
2024-05-13,SBER,Finance,sell,314.85,62,19666.1,6183.72,1946943.75,368774.04,2315717.79,88.82,sell
2024-05-14,RTGZ,Rosneft Oil Company,sell,43800.0,0,17652.79,39.9,1747626.34,179683.99,1927310.33,99.47,sell
2024-05-14,SBER,Finance,sell,318.12,62,19671.65,6121.88,1947492.87,388445.68,2335938.55,93.59,sell
2024-05-15,SBER,Finance,sell,319.7,61,19571.65,6060.66,1937593.79,408017.34,2345611.12,95.02,sell
2024-05-16,SBER,Finance,sell,322.91,61,19570.49,6000.06,1937478.03,427587.82,2365065.85,96.96,sell
2024-05-17,OZON,Information technology,sell,4628.0,5,23575.99,504.33,2334022.99,764626.18,3098649.17,72.63,sell
2024-05-17,SBER,Finance,sell,323.16,60,19389.78,5940.06,1919588.26,446977.6,2366565.86,97.08,sell
2024-05-20,OZON,Information technology,sell,4642.0,5,23410.84,499.28,2317672.73,788037.01,3105709.74,74.74,sell
2024-05-22,OZON,Information technology,sell,4673.0,5,23331.51,494.29,2309819.0,811368.52,3121187.52,75.85,sell
2024-05-22,RTGZ,Rosneft Oil Company,sell,43100.0,0,17196.96,39.5,1702499.28,196880.95,1899380.23,77.51,sell
2024-05-22,SBER,Finance,sell,322.93,59,19182.22,5880.65,1899039.83,466159.82,2365199.65,75.6,sell
2024-05-23,RTGZ,Rosneft Oil Company,sell,47300.0,0,18684.04,39.11,1849720.04,215564.99,2065285.03,92.56,sell
2024-05-23,SBER,Finance,sell,323.54,59,19026.27,5821.85,1883600.76,485186.09,2368786.85,78.68,sell
2024-05-24,OZON,Information technology,buy,4532.0,36,162273.7,530.1,2402397.76,649094.81,3051492.58,29.07,buy
2024-05-27,OZON,Information technology,buy,4355.0,30,129818.96,559.91,2438389.63,519275.85,2957665.48,13.46,buy
2024-05-27,RTGZ,Rosneft Oil Company,sell,49000.0,0,19162.0,38.72,1897038.46,234727.0,2131765.46,80.45,sell
2024-05-27,SBER,Finance,buy,317.09,306,97037.22,6127.87,1943087.05,388148.87,2331235.93,23.67,buy
2024-05-28,RTGZ,Rosneft Oil Company,sell,52100.0,0,20170.55,38.33,1996884.63,254897.55,2251782.18,87.24,sell
2024-05-29,RTGZ,Rosneft Oil Company,sell,51400.0,0,19700.55,37.94,1950354.53,274598.1,2224952.63,78.61,sell
2024-05-30,OZON,Information technology,buy,4285.5,24,103855.17,584.14,2503331.35,415420.68,2918752.03,19.02,buy
2024-05-31,OZON,Information technology,buy,4154.5,20,83084.14,604.14,2509893.16,332336.54,2842229.71,12.01,buy
2024-05-31,SBER,Finance,buy,313.11,248,77629.77,6375.8,1996327.9,310519.1,2306847.0,20.5,buy
2024-06-03,OZON,Information technology,buy,4106.5,16,66467.31,620.32,2547361.83,265869.24,2813231.06,10.1,buy
2024-06-03,RTGZ,Rosneft Oil Company,buy,41400.0,1,54919.62,39.27,1625827.74,219678.48,1845506.22,20.08,buy
2024-06-03,SBER,Finance,buy,310.95,200,62103.82,6575.53,2044659.98,248415.28,2293075.26,15.69,buy
2024-06-04,RTGZ,Rosneft Oil Company,buy,41300.0,1,43935.7,40.34,1665836.32,175742.78,1841579.1,19.8,buy
2024-06-05,RTGZ,Rosneft Oil Company,buy,41500.0,1,35148.56,41.18,1709051.88,140594.23,1849646.11,22.76,buy
2024-06-06,RTGZ,Rosneft Oil Company,buy,39500.0,1,28118.85,41.89,1654806.78,112475.38,1767282.16,15.01,buy
2024-06-07,OZON,Information technology,sell,4631.0,6,28727.22,614.12,2843994.71,294596.45,3138591.17,82.81,sell
2024-06-17,RTGZ,Rosneft Oil Company,buy,39900.0,1,22495.08,42.46,1694059.39,89980.31,1784039.7,25.85,buy
2024-06-18,OZON,Information technology,buy,4235.5,14,58919.29,628.03,2660029.12,235677.16,2895706.28,15.2,buy
2024-06-18,RTGZ,Rosneft Oil Company,buy,38600.0,0,17996.06,42.92,1656860.54,71984.24,1728844.78,17.2,buy
2024-06-18,SBER,Finance,buy,314.34,158,49683.06,6733.58,2116634.07,198732.22,2315366.3,28.21,buy
2024-06-19,OZON,Information technology,buy,4064.5,12,47135.43,639.63,2599771.09,188541.73,2788312.83,9.13,buy
2024-06-19,RTGZ,Rosneft Oil Company,buy,37300.0,0,14396.85,43.31,1615456.38,57587.4,1673043.78,11.71,buy
2024-06-19,SBER,Finance,buy,310.7,128,39746.44,6861.51,2131870.28,158985.78,2290856.06,17.05,buy
2024-06-21,RTGZ,Rosneft Oil Company,buy,36900.0,0,11517.48,43.62,1609649.93,46069.92,1655719.85,23.58,buy
2024-06-24,RTGZ,Rosneft Oil Company,buy,36100.0,0,9213.98,43.88,1583966.36,36855.93,1620822.29,18.77,buy
2024-06-25,RTGZ,Rosneft Oil Company,buy,35800.0,0,7371.19,44.08,1578174.39,29484.75,1607659.14,16.95,buy
2024-06-25,SBER,Finance,sell,319.8,69,21943.1,6792.89,2172366.9,180928.88,2353295.77,76.37,sell
2024-06-26,RTGZ,Rosneft Oil Company,buy,35600.0,0,5896.95,44.25,1575254.72,23587.8,1598842.52,15.54,buy
2024-06-26,SBER,Finance,sell,324.55,68,22046.33,6724.96,2182586.8,202975.21,2385562.01,86.79,sell
2024-06-27,RTGZ,Rosneft Oil Company,buy,34200.0,0,4717.56,44.39,1518024.06,18870.24,1536894.3,8.58,buy
2024-06-27,SBER,Finance,sell,327.16,67,22001.39,6657.71,2178137.57,224976.6,2403114.17,90.14,sell
2024-06-28,SBER,Finance,sell,327.15,67,21780.71,6591.14,2156290.28,246757.31,2403047.59,90.02,sell
2024-07-01,SBER,Finance,sell,327.1,66,21559.61,6525.23,2134401.11,268316.92,2402718.03,89.17,sell
2024-07-02,OZON,Information technology,buy,4225.0,9,37708.35,648.55,2740139.86,150833.38,2890973.24,27.77,buy
2024-07-02,RTGZ,Rosneft Oil Company,sell,38500.0,0,17088.87,43.94,1691797.87,35959.11,1727756.97,71.81,sell
2024-07-02,SBER,Finance,sell,328.37,65,21426.88,6459.97,2121261.27,289743.8,2411005.07,91.88,sell
2024-07-03,OZON,Information technology,buy,4125.0,7,30166.68,655.87,2705451.15,120666.71,2826117.86,15.55,buy
2024-07-03,SBER,Finance,sell,328.2,65,21201.63,6395.37,2098961.44,310945.43,2409906.87,87.76,sell
2024-07-04,OZON,Information technology,buy,4017.0,6,24133.34,661.87,2658750.86,96533.37,2755284.23,9.34,buy
2024-07-08,OZON,Information technology,buy,3999.5,5,19306.67,666.7,2666474.73,77226.69,2743701.42,23.23,buy
2024-07-09,OZON,Information technology,buy,3778.0,4,15445.34,670.79,2534245.57,61781.35,2596026.92,11.05,buy
2024-07-09,RTGZ,Rosneft Oil Company,buy,35700.0,0,7191.82,44.14,1575949.84,28767.28,1604717.13,29.32,buy
2024-07-09,SBER,Finance,buy,319.99,194,62189.09,6589.72,2108644.52,248756.34,2357400.86,14.44,buy
2024-07-10,OZON,Information technology,buy,3514.0,4,12356.27,674.31,2369513.21,49425.08,2418938.3,5.9,buy
2024-07-10,RTGZ,Rosneft Oil Company,buy,34300.0,0,5753.46,44.31,1519901.35,23013.83,1542915.17,17.77,buy
2024-07-10,SBER,Finance,buy,316.68,157,49751.27,6746.82,2136583.81,199005.07,2335588.89,8.78,buy
2024-07-11,SBER,Finance,buy,295.87,135,39801.01,6881.34,2035983.45,159204.06,2195187.51,1.97,buy
2024-07-12,SBER,Finance,buy,292.21,109,31840.81,6990.31,2042638.54,127363.25,2170001.78,1.66,buy
2024-07-15,SBER,Finance,buy,284.38,90,25472.65,7079.88,2013377.06,101890.6,2115267.66,1.12,buy
2024-07-16,SBER,Finance,buy,285.25,71,20378.12,7151.32,2039914.67,81512.48,2121427.15,5.87,buy
2024-07-17,SBER,Finance,buy,284.68,57,16302.5,7208.59,2052140.92,65209.98,2117350.9,5.62,buy
2024-07-22,RTGZ,Rosneft Oil Company,sell,36500.0,0,16173.88,43.87,1601213.85,39187.7,1640401.56,73.26,sell
2024-07-23,RTGZ,Rosneft Oil Company,sell,36900.0,0,16187.61,43.43,1602573.79,55375.32,1657949.11,79.4,sell
2024-07-25,SBER,Finance,sell,296.37,72,21364.09,7136.5,2115045.22,86574.08,2201619.3,70.51,sell
2024-07-26,OZON,Information technology,buy,3828.5,3,9885.02,676.89,2591467.64,39540.07,2631007.71,29.27,buy
2024-07-29,OZON,Information technology,buy,3709.0,2,7908.01,679.02,2518487.48,31632.05,2550119.53,18.44,buy
2024-07-29,SBER,Finance,buy,286.58,60,17314.82,7196.92,2062493.68,69259.26,2131752.94,18.68,buy
2024-08-01,RTGZ,Rosneft Oil Company,sell,37500.0,0,16286.32,43.0,1612345.58,71661.64,1684007.22,74.58,sell
2024-08-01,SBER,Finance,buy,287.21,48,13851.85,7245.15,2080879.59,55407.41,2136287.0,29.36,buy
2024-08-02,RTGZ,Rosneft Oil Company,sell,37900.0,0,16295.44,42.57,1613248.49,87957.08,1701205.57,81.48,sell
2024-08-02,SBER,Finance,buy,286.04,39,11081.48,7283.89,2083484.25,44325.93,2127810.17,24.73,buy
2024-08-05,OZON,Information technology,buy,3580.0,2,6326.41,680.79,2437220.23,25305.64,2462525.87,18.12,buy
2024-08-05,SBER,Finance,buy,275.49,32,8865.19,7316.07,2015504.38,35460.74,2050965.12,8.27,buy
2024-08-08,RTGZ,Rosneft Oil Company,buy,36300.0,0,17591.42,43.05,1562734.43,70365.66,1633100.09,26.6,buy
2024-08-14,OZON,Information technology,buy,3615.0,1,5061.13,682.19,2466108.93,20244.51,2486353.44,29.84,buy
2024-08-14,RTGZ,Rosneft Oil Company,sell,37800.0,0,16273.1,42.62,1611037.13,86638.76,1697675.9,80.49,sell
2024-08-15,OZON,Information technology,buy,3519.5,1,4048.9,683.34,2405008.9,16195.61,2421204.51,15.05,buy
2024-08-15,SBER,Finance,buy,278.01,26,7092.15,7341.58,2041033.03,28368.59,2069401.62,28.68,buy
2024-08-16,OZON,Information technology,buy,3445.0,1,3239.12,684.28,2357339.32,12956.49,2370295.81,9.76,buy
2024-08-16,SBER,Finance,buy,274.6,21,5673.72,7362.24,2021671.95,22694.87,2044366.83,18.65,buy
2024-08-19,OZON,Information technology,buy,3399.5,1,2591.3,685.04,2328795.95,10365.19,2339161.14,7.51,buy
2024-08-19,RTGZ,Rosneft Oil Company,sell,38200.0,0,16280.85,42.19,1611804.29,102919.62,1714723.91,75.44,sell
2024-08-19,SBER,Finance,buy,268.17,17,4538.97,7379.17,1978871.7,18155.9,1997027.6,9.7,buy
2024-08-20,OZON,Information technology,buy,3350.0,1,2073.04,685.66,2296959.47,8292.15,2305251.62,5.56,buy
2024-08-20,SBER,Finance,buy,266.2,14,3631.18,7392.81,1967965.92,14524.72,1982490.64,8.04,buy
2024-08-21,RTGZ,Rosneft Oil Company,buy,36200.0,1,20583.92,42.76,1548000.56,82335.69,1630336.25,28.08,buy
2024-08-21,SBER,Finance,buy,266.93,11,2904.94,7403.69,1976267.62,11619.78,1987887.39,15.52,buy
2024-08-22,OZON,Information technology,buy,3332.0,0,1658.43,686.16,2286276.03,6633.72,2292909.75,24.56,buy
