symbol,date,obv,obv_signal,mfi,mfi_signal,cmf,cmf_signal,ad,ad_signal
OZON,2022-11-18,1101141.0,sell,64.77,hold,0.24,hold,2089931.5176253035,buy
OZON,2022-11-21,665166.0,sell,57.33,hold,0.17,hold,1860966.2298555193,sell
OZON,2022-11-22,805865.0,buy,53.31,hold,0.18,hold,1847566.3250936144,sell
OZON,2022-11-23,665249.0,sell,53.78,hold,0.11,hold,1898344.3250936144,buy
OZON,2022-11-24,612135.0,sell,55.7,hold,0.12,hold,1918999.769538059,buy
OZON,2022-11-25,490172.0,sell,51.09,hold,0.13,hold,1921651.1391032762,buy
OZON,2022-11-28,369852.0,sell,47.91,hold,0.1,hold,1837427.1391032762,sell
OZON,2022-11-29,502687.0,buy,44.52,hold,0.08,hold,1896030.8155738644,buy
OZON,2022-11-30,437758.0,sell,42.79,hold,0.06,hold,1929614.7810911057,buy
OZON,2022-12-01,545912.0,buy,39.04,hold,0.1,hold,1987143.504495361,buy
OZON,2022-12-02,430274.0,sell,32.57,hold,0.06,hold,1916934.7187810752,sell
OZON,2022-12-05,644682.0,buy,51.8,hold,0.07,hold,2043630.3551447117,buy
OZON,2022-12-06,490181.0,sell,46.46,hold,0.05,hold,1942101.1265732832,sell
OZON,2022-12-07,602764.0,buy,48.86,hold,0.08,hold,1964617.7265732833,buy
OZON,2022-12-08,521395.0,sell,42.11,hold,0.05,hold,1910371.7265732833,sell
OZON,2022-12-09,463663.0,sell,52.13,hold,0.03,hold,1867832.3581522307,sell
OZON,2022-12-12,395280.0,sell,54.63,hold,-0.04,sell,1831255.4046638587,sell
OZON,2022-12-13,325694.0,sell,57.31,hold,-0.02,hold,1802402.6729565416,sell
OZON,2022-12-14,187944.0,sell,50.9,hold,-0.11,hold,1690890.7681946368,sell
OZON,2022-12-15,34013.0,sell,50.07,hold,-0.17,hold,1620522.3110517797,sell
OZON,2022-12-16,106096.0,buy,56.18,hold,-0.18,hold,1619211.7110517796,sell
OZON,2022-12-19,-79517.0,sell,46.33,hold,-0.16,hold,1484398.0584202006,sell
OZON,2022-12-20,58044.0,buy,48.55,hold,-0.1,hold,1618137.9195313116,buy
OZON,2022-12-21,209680.0,buy,49.79,hold,-0.12,hold,1631616.675086867,buy
OZON,2022-12-22,323969.0,buy,49.71,hold,-0.1,hold,1671098.3296323216,buy
OZON,2022-12-23,105903.0,sell,36.93,hold,-0.13,hold,1589509.0099044305,sell
OZON,2022-12-26,24622.0,sell,28.92,hold,-0.11,hold,1576328.3072017278,sell
OZON,2022-12-27,186049.0,buy,37.77,hold,-0.12,hold,1608613.7072017277,buy
OZON,2022-12-28,80855.0,sell,37.29,hold,-0.16,hold,1540547.0013193747,sell
OZON,2022-12-29,168274.0,buy,41.74,hold,-0.15,hold,1606111.2513193747,buy
OZON,2022-12-30,103228.0,sell,41.85,hold,-0.13,hold,1602128.8431561093,sell
OZON,2023-01-03,259501.0,buy,48.59,hold,-0.16,hold,1667928.0010508462,buy
OZON,2023-01-04,189094.0,sell,54.53,hold,-0.13,hold,1652029.6462121366,sell
OZON,2023-01-05,224838.0,buy,58.31,hold,-0.14,hold,1662908.2549077887,buy
OZON,2023-01-06,176535.0,sell,54.71,hold,-0.11,hold,1660431.1779847117,sell
OZON,2023-01-09,310697.0,buy,64.83,hold,-0.09,hold,1660431.1779847117,hold
OZON,2023-01-10,310697.0,hold,57.13,hold,-0.04,hold,1740158.1010616347,buy
OZON,2023-01-11,710492.0,buy,63.45,hold,0.09,buy,2044896.9472154807,buy
OZON,2023-01-12,982216.0,buy,66.66,hold,0.13,hold,2038577.784424783,sell
OZON,2023-01-13,1096254.0,buy,76.45,hold,0.17,hold,2093967.6701390687,buy
OZON,2023-01-16,1499037.0,buy,83.83,hold,0.26,hold,2421059.9050383978,buy
OZON,2023-01-17,1191326.0,sell,71.04,sell,0.21,hold,2160689.0588845517,sell
OZON,2023-01-18,1401422.0,buy,67.51,hold,0.16,hold,2129874.9788845517,sell
OZON,2023-01-19,1196783.0,sell,60.82,hold,0.11,hold,1992208.7425209153,sell
OZON,2023-01-20,1360757.0,buy,64.75,hold,0.1,hold,1995190.0879754608,buy
OZON,2023-01-23,1785657.0,buy,68.42,hold,0.18,hold,2235099.6117849844,buy
OZON,2023-01-24,1488761.0,sell,70.91,hold,0.14,hold,2100146.8845122573,sell
OZON,2023-01-25,1711519.0,buy,73.67,hold,0.18,hold,2308982.5095122573,buy
OZON,2023-01-26,1558452.0,sell,75.86,hold,0.2,hold,2304199.1657622573,sell
OZON,2023-01-27,1753102.0,buy,76.44,hold,0.21,hold,2423372.6351500126,buy
OZON,2023-01-30,2099217.0,buy,80.81,hold,0.25,hold,2688839.4798102067,buy
OZON,2023-01-31,2429556.0,buy,80.74,hold,0.22,hold,2639640.0542782918,sell
OZON,2023-02-01,2239918.0,sell,74.83,sell,0.22,hold,2658232.0150626055,buy
OZON,2023-02-02,2117510.0,sell,71.39,hold,0.2,hold,2599689.0585408662,sell
OZON,2023-02-03,1951965.0,sell,64.42,hold,0.21,hold,2669661.6874068454,buy
OZON,2023-02-06,2083119.0,buy,71.92,hold,0.24,hold,2791770.5839585694,buy
OZON,2023-02-07,1952369.0,sell,77.78,hold,0.21,hold,2729082.2277941857,sell
OZON,2023-02-08,1779917.0,sell,78.21,hold,0.14,hold,2693225.8713585422,sell
OZON,2023-02-09,1686302.0,sell,74.61,hold,0.15,hold,2675889.760247431,sell
OZON,2023-02-10,1757587.0,buy,71.33,hold,0.14,hold,2708986.3673902885,buy
OZON,2023-02-13,1670237.0,sell,68.97,hold,0.05,hold,2624648.436355806,sell
OZON,2023-02-14,1397635.0,sell,58.81,hold,0.09,hold,2527290.5792129487,sell
OZON,2023-02-15,1043436.0,sell,49.08,hold,0.09,hold,2484616.000899696,sell
OZON,2023-02-16,1236179.0,buy,48.93,hold,0.1,hold,2395436.4038847703,sell
OZON,2023-02-17,1404608.0,buy,38.52,hold,0.11,hold,2432865.070551437,buy
OZON,2023-02-20,1229236.0,sell,26.66,hold,0.04,hold,2402174.9705514368,sell
OZON,2023-02-21,1485044.0,buy,36.57,hold,0.14,hold,2626595.48588886,buy
OZON,2023-02-22,1401245.0,sell,40.81,hold,0.09,hold,2631832.92338886,buy
OZON,2023-02-24,1552259.0,buy,47.66,hold,0.1,hold,2682170.92338886,buy
OZON,2023-02-27,1738840.0,buy,40.88,hold,0.11,hold,2827068.934027158,buy
OZON,2023-02-28,1872094.0,buy,40.88,hold,0.05,hold,2869237.9213689305,buy
OZON,2023-03-01,1773750.0,sell,42.24,hold,0.06,hold,2849569.1213689307,sell
OZON,2023-03-02,1637262.0,sell,41.48,hold,0.05,hold,2828570.9675227767,sell
OZON,2023-03-03,1751023.0,buy,42.54,hold,0.1,hold,2907534.4851698354,buy
OZON,2023-03-06,1912153.0,buy,44.35,hold,0.1,hold,2999157.4263463058,buy
OZON,2023-03-07,1800691.0,sell,47.39,hold,0.06,hold,2976096.32289803,sell
OZON,2023-03-09,1665310.0,sell,51.99,hold,0.06,hold,2916772.0644710637,sell
OZON,2023-03-10,1591637.0,sell,45.51,hold,0.07,hold,2915382.00786729,sell
OZON,2023-03-13,1739860.0,buy,53.42,hold,0.07,hold,2906863.444648899,sell
OZON,2023-03-14,1986719.0,buy,63.5,hold,0.13,hold,3131280.7173761716,buy
OZON,2023-03-15,1756596.0,sell,51.69,hold,0.1,hold,2969342.309968764,sell
OZON,2023-03-16,1437272.0,sell,42.66,hold,0.13,hold,2967496.5065005557,sell
OZON,2023-03-17,1630533.0,buy,43.8,hold,0.18,hold,3092259.9368803026,buy
OZON,2023-03-20,1455911.0,sell,43.96,hold,0.23,hold,3153491.0277893934,buy
OZON,2023-03-21,1371864.0,sell,38.96,hold,0.22,hold,3126667.5171510954,sell
OZON,2023-03-22,1307185.0,sell,39.55,hold,0.22,hold,3078158.2671510954,sell
OZON,2023-03-23,1371850.0,buy,40.86,hold,0.17,hold,3125954.1367163127,buy
OZON,2023-03-24,1314708.0,sell,39.25,hold,0.16,hold,3095389.811134917,sell
OZON,2023-03-27,1764396.0,buy,46.9,hold,0.25,hold,3474538.51701727,buy
OZON,2023-03-28,1986570.0,buy,53.96,hold,0.22,hold,3532778.303425037,buy
OZON,2023-03-29,1867687.0,sell,54.22,hold,0.2,hold,3522752.026316603,sell
OZON,2023-03-30,2268899.0,buy,62.5,hold,0.28,hold,3831376.6417012187,buy
OZON,2023-03-31,1987898.0,sell,64.39,hold,0.3,hold,3919691.2417012188,buy
OZON,2023-04-03,2306273.0,buy,65.5,hold,0.34,hold,4219199.575034552,buy
OZON,2023-04-04,2004356.0,sell,63.58,hold,0.27,hold,4088104.035560868,sell
OZON,2023-04-05,2289459.0,buy,73.49,hold,0.32,hold,4329603.047325574,buy
OZON,2023-04-06,1344222.0,sell,53.62,hold,0.2,hold,3908731.0984204644,sell
OZON,2023-04-07,1117185.0,sell,52.8,hold,0.2,hold,3929370.8256931915,buy
OZON,2023-04-10,1338764.0,buy,56.51,hold,0.23,hold,4113234.2512251064,buy
OZON,2023-04-11,975812.0,sell,52.59,hold,0.15,hold,3918147.551225106,sell
OZON,2023-04-12,823498.0,sell,51.54,hold,0.19,hold,3941225.430012985,buy
OZON,2023-04-13,657010.0,sell,49.09,hold,0.19,hold,3917441.430012985,sell
OZON,2023-04-14,417752.0,sell,41.2,hold,0.17,hold,3984648.7333837715,buy
OZON,2023-04-17,711645.0,buy,42.09,hold,0.19,hold,4172634.345996384,buy
OZON,2023-04-18,507465.0,sell,45.84,hold,0.2,hold,4182357.2031392413,buy
OZON,2023-04-19,344174.0,sell,38.82,hold,0.19,hold,4107435.450198065,sell
OZON,2023-04-20,517594.0,buy,32.92,hold,0.19,hold,4200194.985081786,buy
OZON,2023-04-21,878496.0,buy,33.37,hold,0.23,hold,4440796.318415119,buy
OZON,2023-04-24,678812.0,sell,39.31,hold,0.16,hold,4392388.075990877,sell
OZON,2023-04-25,678812.0,hold,33.66,hold,0.15,hold,4369373.865464562,sell
OZON,2023-04-26,538400.0,sell,43.03,hold,0.13,hold,4267845.188541485,sell
OZON,2023-04-27,397039.0,sell,44.35,hold,0.08,hold,4269781.64059628,buy
OZON,2023-04-28,273505.0,sell,37.89,hold,0.06,hold,4240869.427830323,sell
OZON,2023-05-02,105516.0,sell,40.81,hold,0.01,hold,4269716.023789919,buy
OZON,2023-05-03,-151888.0,sell,39.4,hold,0.01,hold,4118056.369735865,sell
OZON,2023-05-04,-45652.0,buy,40.34,hold,-0.03,sell,4199776.369735865,buy
OZON,2023-05-05,-173859.0,sell,42.15,hold,0.05,buy,4116049.3493277016,sell
OZON,2023-05-08,-288477.0,sell,32.98,hold,0.03,hold,4038978.6251897705,sell
OZON,2023-05-10,-24140.0,buy,34.33,hold,0.04,hold,4266562.887221856,buy
OZON,2023-05-11,-336673.0,sell,44.34,hold,0.09,hold,4266562.887221856,hold
OZON,2023-05-12,-230632.0,buy,49.75,hold,0.11,hold,4356894.109444078,buy
OZON,2023-05-15,-85278.0,buy,44.74,hold,0.15,hold,4485476.494059463,buy
OZON,2023-05-16,73883.0,buy,43.62,hold,0.17,hold,4591583.827392796,buy
OZON,2023-05-17,-24406.0,sell,43.45,hold,0.11,hold,4566595.098579236,sell
OZON,2023-05-18,-152778.0,sell,43.74,hold,0.1,hold,4519300.151210816,sell
OZON,2023-05-19,79481.0,buy,52.2,hold,0.15,hold,4638948.726968392,buy
OZON,2023-05-22,293081.0,buy,59.28,hold,0.17,hold,4793624.589037357,buy
OZON,2023-05-23,552880.0,buy,56.95,hold,0.16,hold,4980497.553949637,buy
OZON,2023-05-24,1567900.0,buy,75.13,hold,0.3,hold,5664082.451908821,buy
OZON,2023-05-25,1567900.0,hold,79.66,hold,0.35,hold,5907969.195028087,buy
OZON,2023-05-26,1382285.0,sell,83.46,hold,0.36,hold,5898199.984501772,sell
OZON,2023-05-29,1662524.0,buy,87.11,hold,0.35,hold,5870176.084501771,sell
OZON,2023-05-30,1260182.0,sell,77.19,sell,0.33,hold,5854785.95335423,sell
OZON,2023-05-31,1420183.0,buy,76.36,hold,0.34,hold,5926214.971211373,buy
OZON,2023-06-01,1579174.0,buy,76.74,hold,0.37,hold,5882853.789393191,sell
OZON,2023-06-02,1751141.0,buy,76.96,hold,0.35,hold,5906798.56154509,buy
OZON,2023-06-05,1528741.0,sell,71.58,hold,0.32,hold,5699843.005989534,sell
OZON,2023-06-06,2087132.0,buy,76.86,hold,0.41,hold,6231215.0866346955,buy
OZON,2023-06-07,3540204.0,buy,84.83,hold,0.45,hold,7229584.283913607,buy
OZON,2023-06-08,3982001.0,buy,85.48,hold,0.48,hold,7486629.811186334,buy
OZON,2023-06-09,4210298.0,buy,85.58,hold,0.48,hold,7607824.5148900375,buy
OZON,2023-06-13,4813066.0,buy,90.45,hold,0.47,hold,7887681.086318609,buy
OZON,2023-06-14,5177137.0,buy,89.46,hold,0.47,hold,8092254.314890038,buy
OZON,2023-06-15,4811404.0,sell,89.63,hold,0.45,hold,8081497.461948861,sell
OZON,2023-06-16,4478977.0,sell,83.83,hold,0.47,hold,8225549.161948862,buy
OZON,2023-06-19,4748877.0,buy,83.88,hold,0.47,hold,8419687.75844009,buy
OZON,2023-06-20,4533358.0,sell,86.0,hold,0.45,hold,8363652.81844009,sell
OZON,2023-06-21,4819614.0,buy,86.39,hold,0.43,hold,8460444.415562391,buy
OZON,2023-06-22,4630518.0,sell,83.05,hold,0.37,hold,8339491.118265094,sell
OZON,2023-06-23,4160306.0,sell,76.03,sell,0.3,hold,8092224.46309268,sell
OZON,2023-06-26,4561478.0,buy,73.58,hold,0.3,hold,8192517.46309268,buy
OZON,2023-06-27,4800248.0,buy,72.38,hold,0.33,hold,8373050.877726827,buy
OZON,2023-06-28,4952146.0,buy,64.82,hold,0.35,hold,8374796.8317498155,buy
OZON,2023-06-29,4851104.0,sell,59.7,hold,0.34,hold,8381532.965083149,buy
OZON,2023-06-30,4714242.0,sell,55.58,hold,0.35,hold,8408905.365083149,buy
OZON,2023-07-03,4505470.0,sell,45.35,hold,0.33,hold,8285783.4163652,sell
OZON,2023-07-04,4306160.0,sell,37.21,hold,0.35,hold,8238886.945776965,sell
OZON,2023-07-05,4476703.0,buy,33.37,hold,0.31,hold,8330717.791930811,buy
OZON,2023-07-06,4636265.0,buy,40.19,hold,0.2,hold,8353512.363359382,buy
OZON,2023-07-07,4484542.0,sell,37.78,hold,0.16,hold,8337109.876872896,sell
OZON,2023-07-10,4644687.0,buy,43.82,hold,0.14,hold,8345117.126872896,buy
OZON,2023-07-11,5094277.0,buy,46.72,hold,0.15,hold,8638075.772034187,buy
OZON,2023-07-12,5477368.0,buy,55.63,hold,0.09,hold,8562825.754177043,sell
OZON,2023-07-13,5282485.0,sell,60.41,hold,0.08,hold,8488770.214177044,sell
OZON,2023-07-14,5425021.0,buy,65.64,hold,0.07,hold,8536282.214177044,buy
OZON,2023-07-17,6010981.0,buy,69.65,hold,0.14,hold,9101315.0713199,buy
OZON,2023-07-18,5731938.0,sell,70.96,hold,0.13,hold,9030186.463476764,sell
OZON,2023-07-19,5482056.0,sell,67.69,hold,0.1,hold,8946892.463476764,sell
OZON,2023-07-20,5004314.0,sell,61.34,hold,0.07,hold,8702713.21903232,sell
OZON,2023-07-21,5217491.0,buy,66.75,hold,0.16,hold,8879345.59046089,buy
OZON,2023-07-24,6682350.0,buy,79.23,hold,0.35,hold,10332849.09433686,buy
OZON,2023-07-25,8260128.0,buy,84.19,hold,0.4,hold,11384701.09433686,buy
OZON,2023-07-26,10303868.0,buy,88.11,hold,0.4,hold,12135462.726989921,buy
OZON,2023-07-27,9678108.0,sell,88.84,hold,0.34,hold,11785266.76368717,sell
OZON,2023-07-28,10238462.0,buy,89.4,hold,0.32,hold,11732403.17878151,sell
OZON,2023-07-31,10238462.0,hold,89.51,hold,0.32,hold,11620935.17878151,sell
OZON,2023-08-01,9930942.0,sell,85.95,hold,0.31,hold,11586766.289892621,sell
OZON,2023-08-02,10190258.0,buy,87.97,hold,0.31,hold,11638629.48989262,buy
OZON,2023-08-03,12578595.0,buy,91.65,hold,0.4,hold,13544982.818205874,buy
OZON,2023-08-04,9139240.0,sell,93.54,hold,0.26,hold,12605001.119943632,sell
OZON,2023-08-07,8288275.0,sell,87.73,hold,0.22,hold,12138186.034229346,sell
OZON,2023-08-08,9503067.0,buy,89.9,hold,0.25,hold,13146204.927846367,buy
OZON,2023-08-09,8827221.0,sell,92.58,hold,0.25,hold,12988171.28605532,sell
OZON,2023-08-10,9894394.0,buy,93.01,hold,0.26,hold,13388361.16105532,buy
OZON,2023-08-11,9894394.0,hold,92.68,hold,0.26,hold,13570403.99068495,buy
OZON,2023-08-14,8677449.0,sell,84.47,hold,0.18,hold,12641682.806474425,sell
OZON,2023-08-15,9585133.0,buy,77.02,sell,0.19,hold,12879158.271590704,buy
OZON,2023-08-16,8752605.0,sell,71.71,hold,0.18,hold,12732566.962620605,sell
OZON,2023-08-17,9435086.0,buy,72.05,hold,0.21,hold,13261681.445766672,buy
OZON,2023-08-18,9947442.0,buy,72.25,hold,0.22,hold,13657403.55958781,buy
OZON,2023-08-21,11050745.0,buy,75.6,hold,0.19,hold,14433801.966995217,buy
OZON,2023-08-22,12340037.0,buy,77.31,hold,0.21,hold,15691259.596624848,buy
OZON,2023-08-23,9657293.0,sell,61.47,hold,0.08,hold,13885707.09526245,sell
OZON,2023-08-24,10194867.0,buy,49.94,hold,0.11,hold,14179275.875404293,buy
OZON,2023-08-25,9823780.0,sell,51.5,hold,0.12,hold,14216801.527089685,buy
OZON,2023-08-28,10276187.0,buy,48.9,hold,0.12,hold,14216801.527089685,hold
OZON,2023-08-29,9980218.0,sell,45.01,hold,0.12,hold,14079645.161236027,sell
OZON,2023-08-30,9646267.0,sell,38.77,hold,0.11,hold,13999036.299167061,sell
OZON,2023-08-31,9055391.0,sell,34.45,hold,0.03,hold,14114329.177215843,buy
OZON,2023-09-01,8774112.0,sell,39.85,hold,0.08,hold,13977295.818241484,sell
OZON,2023-09-04,9128496.0,buy,45.27,hold,0.13,hold,14217362.398886645,buy
OZON,2023-09-05,8642162.0,sell,51.48,hold,0.08,hold,14410563.576968838,buy
OZON,2023-09-06,8386198.0,sell,46.84,hold,0.09,hold,14277112.260729522,sell
OZON,2023-09-07,7688435.0,sell,40.9,hold,0.04,hold,13926851.782468652,sell
OZON,2023-09-08,7224097.0,sell,31.83,hold,0.04,hold,14132972.55320036,buy
OZON,2023-09-11,6500704.0,sell,18.66,hold,0.06,hold,13500859.427017394,sell
OZON,2023-09-12,7119750.0,buy,34.17,buy,0.09,hold,14095143.587017395,buy
OZON,2023-09-13,6757845.0,sell,40.88,hold,0.08,hold,13819406.444160251,sell
OZON,2023-09-14,6305184.0,sell,40.52,hold,0.04,hold,13757801.69268096,sell
OZON,2023-09-15,6726725.0,buy,40.01,hold,0.02,hold,13967157.625566866,buy
OZON,2023-09-18,6425979.0,sell,40.07,hold,-0.06,sell,13771018.929914692,sell
OZON,2023-09-19,6029010.0,sell,39.83,hold,-0.2,hold,13453823.604555842,sell
OZON,2023-09-20,5423518.0,sell,40.05,hold,-0.04,hold,13499617.117160883,buy
OZON,2023-09-21,4905671.0,sell,34.52,hold,-0.12,hold,13072001.033827549,sell
OZON,2023-09-22,5315154.0,buy,34.64,hold,-0.08,hold,13459349.817611333,buy
OZON,2023-09-25,5086275.0,sell,31.6,hold,-0.11,hold,13288598.817611333,sell
OZON,2023-09-26,5371265.0,buy,35.82,hold,-0.07,hold,13427098.630695445,buy
OZON,2023-09-27,5977722.0,buy,45.99,hold,-0.03,hold,13708667.952124016,buy
OZON,2023-09-28,6389706.0,buy,53.01,hold,-0.04,hold,13773445.310614582,buy
OZON,2023-09-29,6094443.0,sell,56.85,hold,-0.05,hold,13549864.657435391,sell
OZON,2023-10-02,5801322.0,sell,48.94,hold,-0.1,hold,13310907.32047887,sell
OZON,2023-10-03,6057027.0,buy,43.18,hold,-0.11,hold,13423168.052186187,buy
OZON,2023-10-04,5797341.0,sell,44.86,hold,-0.1,hold,13405381.33985742,sell
OZON,2023-10-05,5971847.0,buy,41.93,hold,-0.05,hold,13511229.241496764,buy
OZON,2023-10-06,6244914.0,buy,47.77,hold,-0.07,hold,13589011.962708885,buy
OZON,2023-10-09,5981867.0,sell,54.63,hold,-0.01,hold,13426773.393846609,sell
OZON,2023-10-10,6317198.0,buy,65.14,hold,-0.05,hold,13762104.393846609,buy
OZON,2023-10-11,5885876.0,sell,75.66,hold,-0.05,hold,13468805.433846608,sell
OZON,2023-10-12,6102197.0,buy,74.69,hold,-0.03,hold,13538693.75692353,buy
OZON,2023-10-13,6315332.0,buy,74.68,hold,-0.05,hold,13646514.992217649,buy
OZON,2023-10-16,6513351.0,buy,74.26,hold,-0.03,hold,13578344.516807813,sell
OZON,2023-10-17,6369285.0,sell,67.22,hold,0.02,buy,13586818.987396048,buy
OZON,2023-10-18,6073532.0,sell,57.93,hold,0.01,hold,13538673.150186745,sell
OZON,2023-10-19,6382324.0,buy,66.21,hold,0.11,hold,13738708.219369136,buy
OZON,2023-10-20,6058363.0,sell,65.42,hold,0.06,hold,13799603.144181166,buy
OZON,2023-10-23,5898260.0,sell,70.13,hold,0.07,hold,13686502.859777495,sell
OZON,2023-10-24,5564752.0,sell,68.46,hold,0.05,hold,13701761.395725207,buy
OZON,2023-10-25,5744614.0,buy,68.58,hold,0.01,hold,13758990.213907026,buy
OZON,2023-10-26,5549992.0,sell,62.28,hold,-0.03,sell,13625101.320290005,sell
OZON,2023-10-27,5275747.0,sell,54.59,hold,0.03,buy,13680691.522992708,buy
OZON,2023-10-30,5057527.0,sell,46.56,hold,0.06,hold,13622330.36020201,sell
OZON,2023-10-31,4781303.0,sell,35.46,hold,0.03,hold,13567085.56020201,sell
OZON,2023-11-01,4885857.0,buy,33.03,hold,0.04,hold,13585536.266084364,buy
OZON,2023-11-02,5251123.0,buy,35.98,hold,0.01,hold,13538325.014383683,sell
OZON,2023-11-03,5101310.0,sell,30.24,hold,-0.02,sell,13485383.578293458,sell
OZON,2023-11-06,5195970.0,buy,33.74,hold,0.01,buy,13482754.133849014,sell
OZON,2023-11-07,5433587.0,buy,42.18,hold,-0.03,sell,13615319.407533225,buy
OZON,2023-11-08,5628011.0,buy,39.74,hold,0.02,buy,13567417.842315834,sell
OZON,2023-11-09,5741936.0,buy,42.94,hold,0.02,hold,13615868.7043848,buy
OZON,2023-11-10,5599051.0,sell,40.81,hold,-0.04,sell,13472983.7043848,sell
OZON,2023-11-13,5785893.0,buy,49.96,hold,0.01,buy,13608178.322270978,buy
OZON,2023-11-14,5353474.0,sell,39.61,hold,-0.04,sell,13398943.322270978,sell
OZON,2023-11-15,5698652.0,buy,48.83,hold,0.02,buy,13650322.952705761,buy
OZON,2023-11-16,6869063.0,buy,67.32,hold,0.07,hold,14139937.116052374,buy
OZON,2023-11-17,7185620.0,buy,73.4,hold,0.07,hold,14175110.116052374,buy
OZON,2023-11-20,7964934.0,buy,82.26,hold,0.19,hold,14876057.345102653,buy
OZON,2023-11-21,9335551.0,buy,86.35,hold,0.34,hold,16122072.799648108,buy
OZON,2023-11-22,8113526.0,sell,88.27,hold,0.27,hold,16000679.587727578,sell
OZON,2023-11-23,7801168.0,sell,85.88,hold,0.26,hold,15781480.99123635,sell
OZON,2023-11-24,7378182.0,sell,80.57,hold,0.24,hold,15679750.181109767,sell
OZON,2023-11-27,7774485.0,buy,81.05,hold,0.23,hold,15596886.826564312,sell
OZON,2023-11-28,7484193.0,sell,77.43,sell,0.24,hold,15625597.02436651,buy
OZON,2023-11-29,7701141.0,buy,79.17,hold,0.24,hold,15719227.213840194,buy
OZON,2023-11-30,7485713.0,sell,78.32,hold,0.23,hold,15537497.448477065,sell
OZON,2023-12-01,7233308.0,sell,75.35,hold,0.22,hold,15399338.922161276,sell
OZON,2023-12-04,6855691.0,sell,75.76,hold,0.19,hold,15172768.722161276,sell
OZON,2023-12-05,7071785.0,buy,72.67,hold,0.19,hold,15345059.884323439,buy
OZON,2023-12-06,6783137.0,sell,65.16,hold,0.18,hold,15194594.437514927,sell
OZON,2023-12-07,6532737.0,sell,61.28,hold,0.16,hold,15064066.77794046,sell
OZON,2023-12-08,6672799.0,buy,57.17,hold,0.17,hold,15064066.77794046,hold
OZON,2023-12-11,5915819.0,sell,38.37,hold,0.09,hold,14452207.296075175,sell
OZON,2023-12-12,6355562.0,buy,17.12,hold,0.13,hold,14636336.138439707,buy
OZON,2023-12-13,6626390.0,buy,23.12,buy,0.12,hold,14807075.529744055,buy
OZON,2023-12-14,6337851.0,sell,24.07,hold,0.05,hold,14594106.267839294,sell
OZON,2023-12-15,6614063.0,buy,21.18,hold,0.07,hold,14806664.473600611,buy
OZON,2023-12-18,6968736.0,buy,29.19,hold,0.02,hold,15042429.762617951,buy
OZON,2023-12-19,6699883.0,sell,29.78,hold,-0.15,sell,15053699.0500431,buy
OZON,2023-12-20,6568287.0,sell,30.46,hold,-0.17,hold,14971270.786306838,sell
OZON,2023-12-21,6335018.0,sell,30.69,hold,-0.14,hold,14930702.264567707,sell
OZON,2023-12-22,6192806.0,sell,32.58,hold,-0.13,hold,14907300.289884163,sell
OZON,2023-12-25,6487762.0,buy,39.22,hold,-0.11,hold,14975367.059114933,buy
OZON,2023-12-26,6361621.0,sell,40.91,hold,-0.11,hold,15029427.487686362,buy
OZON,2023-12-27,6612479.0,buy,47.33,hold,-0.09,hold,15231732.326396039,buy
OZON,2023-12-28,7213631.0,buy,53.14,hold,0.02,buy,15634803.590763856,buy
OZON,2023-12-29,7588298.0,buy,67.23,hold,0.04,hold,15619816.910763856,sell
OZON,2024-01-03,7688323.0,buy,75.73,hold,0.08,hold,15631584.55782268,buy
OZON,2024-01-04,7624295.0,sell,72.47,hold,0.05,hold,15614307.160997283,sell
OZON,2024-01-05,7550936.0,sell,76.83,hold,0.08,hold,15623289.89569116,buy
OZON,2024-01-08,7623530.0,buy,75.41,hold,0.11,hold,15667477.547865072,buy
OZON,2024-01-09,7857403.0,buy,74.56,hold,0.14,hold,15792096.007719086,buy
OZON,2024-01-10,8164251.0,buy,75.08,hold,0.27,hold,15754265.432376621,sell
OZON,2024-01-11,8446758.0,buy,80.47,hold,0.25,hold,15818258.730719162,buy
OZON,2024-01-12,8295828.0,sell,87.24,hold,0.21,hold,15794109.930719161,sell
OZON,2024-01-15,9094351.0,buy,93.21,hold,0.32,hold,16250408.787862018,buy
OZON,2024-01-16,8507323.0,sell,78.79,sell,0.19,hold,15852605.930719161,sell
OZON,2024-01-17,8197491.0,sell,75.12,hold,0.17,hold,15984178.423869846,buy
OZON,2024-01-18,7774882.0,sell,66.65,hold,0.1,hold,15615696.68495359,sell
OZON,2024-01-19,7429397.0,sell,56.57,hold,0.1,hold,15539215.27273985,sell
OZON,2024-01-22,7722682.0,buy,55.78,hold,0.1,hold,15518888.589571534,sell
OZON,2024-01-23,7265424.0,sell,49.18,hold,0.05,hold,15205271.846116036,sell
OZON,2024-01-24,6927717.0,sell,46.41,hold,0.04,hold,15221948.735004924,buy
OZON,2024-01-25,6586974.0,sell,44.0,hold,0.05,hold,15338641.543224102,buy
OZON,2024-01-26,7092039.0,buy,48.42,hold,0.04,hold,15499514.098779658,buy
OZON,2024-01-29,7446548.0,buy,49.57,hold,0.01,hold,15697292.804042816,buy
OZON,2024-01-30,8104043.0,buy,52.58,hold,0.07,hold,16109057.349497361,buy
OZON,2024-01-31,7746333.0,sell,53.17,hold,0.07,hold,16144126.957340498,buy
OZON,2024-02-01,7489929.0,sell,53.99,hold,0.05,hold,15956449.802701322,sell
OZON,2024-02-02,7325076.0,sell,45.14,hold,0.04,hold,15891801.567407204,sell
