symbol,date,rsi_6,rsi_6_signal,rsi_12,rsi_12_signal,rsi_24,rsi_24_signal,macd,macd_signal_line,macd_histogram,macd_signal,calculated_at
BTC-USD,2014-09-17,,,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-18,,,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-19,,,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-20,,,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-21,,,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-22,,,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-23,68.44,hold,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-24,52.93,hold,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-25,40.93,hold,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-26,34.25,hold,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-27,29.61,buy,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-28,15.88,buy,,,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-29,15.13,buy,23.64,buy,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-09-30,41.25,hold,36.06,hold,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-01,36.67,hold,34.15,hold,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-02,26.21,buy,29.44,buy,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-03,15.17,buy,22.7,buy,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-04,7.02,buy,14.81,buy,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-05,5.83,buy,13.31,buy,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-06,26.01,buy,23.72,buy,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-07,37.91,hold,30.05,hold,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-08,61.61,hold,44.88,hold,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-09,72.29,sell,53.32,hold,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-10,65.03,hold,50.69,hold,,,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-11,66.05,hold,51.29,hold,42.27,hold,,,,,2025-08-15 01:18:52
BTC-USD,2014-10-12,82.1,sell,63.08,hold,49.79,hold,-17.9,,,,2025-08-15 01:18:52
BTC-USD,2014-10-13,87.93,sell,69.45,hold,54.49,hold,-14.45,,,,2025-08-15 01:18:52
BTC-USD,2014-10-14,91.39,sell,74.11,sell,58.23,hold,-10.74,,,,2025-08-15 01:18:52
BTC-USD,2014-10-15,74.06,sell,67.06,hold,55.34,hold,-8.2,,,,2025-08-15 01:18:52
BTC-USD,2014-10-16,48.34,hold,54.74,hold,49.95,hold,-7.09,,,,2025-08-15 01:18:52
BTC-USD,2014-10-17,50.7,hold,55.69,hold,50.47,hold,-6.04,,,,2025-08-15 01:18:52
BTC-USD,2014-10-18,65.0,hold,61.73,hold,53.78,hold,-4.54,,,,2025-08-15 01:18:52
BTC-USD,2014-10-19,59.08,hold,59.37,hold,52.83,hold,-3.46,,,,2025-08-15 01:18:52
BTC-USD,2014-10-20,40.73,hold,51.19,hold,49.48,hold,-3.11,-8.35,5.24,hold,2025-08-15 01:18:52
BTC-USD,2014-10-21,52.03,hold,55.15,hold,51.3,hold,-2.51,-7.18,4.67,hold,2025-08-15 01:18:52
BTC-USD,2014-10-22,41.83,hold,50.71,hold,49.53,hold,-2.28,-6.2,3.92,hold,2025-08-15 01:18:52
BTC-USD,2014-10-23,13.72,buy,29.66,buy,38.7,hold,-4.05,-5.77,1.73,hold,2025-08-15 01:18:52
BTC-USD,2014-10-24,13.69,buy,29.62,buy,38.68,hold,-5.39,-5.7,0.31,hold,2025-08-15 01:18:52
BTC-USD,2014-10-25,8.62,buy,23.52,buy,34.67,hold,-7.26,-6.01,-1.25,sell,2025-08-15 01:18:52
BTC-USD,2014-10-26,32.2,hold,34.25,hold,39.26,hold,-8.06,-6.42,-1.64,hold,2025-08-15 01:18:52
BTC-USD,2014-10-27,29.73,buy,32.99,hold,38.58,hold,-8.72,-6.88,-1.84,hold,2025-08-15 01:18:52
BTC-USD,2014-10-28,45.56,hold,40.04,hold,41.55,hold,-8.78,-7.26,-1.52,hold,2025-08-15 01:18:52
BTC-USD,2014-10-29,18.22,buy,25.16,buy,33.24,hold,-10.47,-7.9,-2.57,hold,2025-08-15 01:18:52
BTC-USD,2014-10-30,40.33,hold,37.3,hold,39.08,hold,-10.91,-8.5,-2.41,hold,2025-08-15 01:18:52
BTC-USD,2014-10-31,31.7,hold,32.78,hold,36.58,hold,-11.69,-9.14,-2.55,hold,2025-08-15 01:18:52
BTC-USD,2014-11-01,20.6,buy,26.06,buy,32.51,hold,-13.16,-9.94,-3.22,hold,2025-08-15 01:18:52
BTC-USD,2014-11-02,21.04,buy,26.27,buy,32.6,hold,-14.16,-10.79,-3.37,hold,2025-08-15 01:18:52
BTC-USD,2014-11-03,27.57,buy,28.95,buy,33.75,hold,-14.64,-11.56,-3.09,hold,2025-08-15 01:18:52
BTC-USD,2014-11-04,39.89,hold,33.97,hold,35.85,hold,-14.62,-12.17,-2.45,hold,2025-08-15 01:18:52
BTC-USD,2014-11-05,65.23,hold,47.4,hold,41.98,hold,-13.72,-12.48,-1.24,hold,2025-08-15 01:18:52
BTC-USD,2014-11-06,78.84,sell,58.33,hold,47.88,hold,-12.08,-12.4,0.32,buy,2025-08-15 01:18:52
BTC-USD,2014-11-07,56.95,hold,49.76,hold,44.44,hold,-11.2,-12.16,0.96,hold,2025-08-15 01:18:52
BTC-USD,2014-11-08,63.32,hold,53.38,hold,46.31,hold,-10.14,-11.76,1.62,hold,2025-08-15 01:18:52
BTC-USD,2014-11-09,83.32,sell,68.76,hold,55.71,hold,-7.78,-10.96,3.18,hold,2025-08-15 01:18:52
BTC-USD,2014-11-10,85.58,sell,71.08,sell,57.39,hold,-5.55,-9.88,4.33,hold,2025-08-15 01:18:52
BTC-USD,2014-11-11,86.14,sell,71.6,sell,57.75,hold,-3.67,-8.64,4.97,hold,2025-08-15 01:18:52
BTC-USD,2014-11-12,97.18,sell,88.89,sell,74.77,sell,2.29,-6.45,8.75,hold,2025-08-15 01:18:52
BTC-USD,2014-11-13,91.99,sell,85.77,sell,73.15,sell,6.72,-3.82,10.54,hold,2025-08-15 01:18:52
BTC-USD,2014-11-14,57.28,hold,64.17,hold,61.42,hold,8.28,-1.4,9.68,hold,2025-08-15 01:18:52
BTC-USD,2014-11-15,38.19,hold,50.08,hold,52.72,hold,7.68,0.42,7.26,hold,2025-08-15 01:18:52
BTC-USD,2014-11-16,50.66,hold,56.23,hold,56.36,hold,8.06,1.94,6.11,hold,2025-08-15 01:18:52
BTC-USD,2014-11-17,50.09,hold,55.9,hold,56.17,hold,8.22,3.2,5.02,hold,2025-08-15 01:18:52
BTC-USD,2014-11-18,35.62,hold,47.46,hold,51.34,hold,7.29,4.02,3.27,hold,2025-08-15 01:18:52
BTC-USD,2014-11-19,45.32,hold,51.27,hold,53.26,hold,6.9,4.59,2.3,hold,2025-08-15 01:18:52
BTC-USD,2014-11-20,23.92,buy,37.59,hold,45.07,hold,4.7,4.61,0.09,hold,2025-08-15 01:18:52
BTC-USD,2014-11-21,19.87,buy,34.26,hold,42.86,hold,2.37,4.17,-1.8,sell,2025-08-15 01:18:52
BTC-USD,2014-11-22,25.13,buy,36.24,hold,43.75,hold,0.68,3.47,-2.79,hold,2025-08-15 01:18:52
BTC-USD,2014-11-23,54.6,hold,49.04,hold,49.74,hold,0.52,2.88,-2.36,hold,2025-08-15 01:18:52
BTC-USD,2014-11-24,66.39,hold,55.73,hold,53.19,hold,1.13,2.53,-1.4,hold,2025-08-15 01:18:52
BTC-USD,2014-11-25,62.6,hold,54.33,hold,52.54,hold,1.47,2.32,-0.85,hold,2025-08-15 01:18:52
BTC-USD,2014-11-26,46.06,hold,47.92,hold,49.57,hold,1.17,2.09,-0.92,hold,2025-08-15 01:18:52
BTC-USD,2014-11-27,49.54,hold,49.24,hold,50.14,hold,1.02,1.87,-0.86,hold,2025-08-15 01:18:52
BTC-USD,2014-11-28,65.68,hold,56.09,hold,53.15,hold,1.43,1.78,-0.35,hold,2025-08-15 01:18:52
BTC-USD,2014-11-29,61.78,hold,54.85,hold,52.66,hold,1.66,1.76,-0.1,hold,2025-08-15 01:18:52
BTC-USD,2014-11-30,68.73,hold,57.79,hold,53.89,hold,2.03,1.81,0.21,buy,2025-08-15 01:18:52
BTC-USD,2014-12-01,72.07,sell,59.25,hold,54.49,hold,2.39,1.93,0.46,hold,2025-08-15 01:18:52
BTC-USD,2014-12-02,77.8,sell,61.95,hold,55.58,hold,2.8,2.1,0.7,hold,2025-08-15 01:18:52
BTC-USD,2014-12-03,41.5,hold,50.02,hold,51.5,hold,2.6,2.2,0.4,hold,2025-08-15 01:18:52
BTC-USD,2014-12-04,26.6,buy,41.86,hold,48.21,hold,1.98,2.16,-0.18,sell,2025-08-15 01:18:52
BTC-USD,2014-12-05,56.15,hold,53.81,hold,52.62,hold,2.04,2.13,-0.09,hold,2025-08-15 01:18:52
BTC-USD,2014-12-06,48.37,hold,50.32,hold,51.27,hold,1.91,2.09,-0.18,hold,2025-08-15 01:18:52
BTC-USD,2014-12-07,49.83,hold,50.88,hold,51.47,hold,1.81,2.03,-0.23,hold,2025-08-15 01:18:52
BTC-USD,2014-12-08,18.58,buy,32.4,hold,43.13,hold,0.65,1.76,-1.1,hold,2025-08-15 01:18:52
BTC-USD,2014-12-09,11.29,buy,24.63,buy,38.19,hold,-1.03,1.2,-2.23,hold,2025-08-15 01:18:52
BTC-USD,2014-12-10,8.48,buy,21.03,buy,35.52,hold,-2.81,0.4,-3.2,hold,2025-08-15 01:18:52
BTC-USD,2014-12-11,26.59,buy,29.63,buy,38.81,hold,-3.83,-0.45,-3.39,hold,2025-08-15 01:18:52
BTC-USD,2014-12-12,35.39,hold,33.82,hold,40.44,hold,-4.43,-1.25,-3.19,hold,2025-08-15 01:18:52
BTC-USD,2014-12-13,24.82,buy,28.7,buy,37.68,hold,-5.26,-2.05,-3.21,hold,2025-08-15 01:18:52
BTC-USD,2014-12-14,44.08,hold,37.86,hold,41.27,hold,-5.52,-2.74,-2.77,hold,2025-08-15 01:18:52
BTC-USD,2014-12-15,28.81,buy,30.92,hold,37.77,hold,-6.15,-3.42,-2.73,hold,2025-08-15 01:18:52
BTC-USD,2014-12-16,11.96,buy,18.97,buy,29.8,buy,-8.04,-4.35,-3.69,hold,2025-08-15 01:18:52
BTC-USD,2014-12-17,9.01,buy,16.05,buy,27.3,buy,-10.01,-5.48,-4.53,hold,2025-08-15 01:18:52
BTC-USD,2014-12-18,6.46,buy,13.27,buy,24.72,buy,-12.1,-6.8,-5.3,hold,2025-08-15 01:18:52
BTC-USD,2014-12-19,28.36,buy,25.07,buy,30.25,hold,-13.09,-8.06,-5.03,hold,2025-08-15 01:18:52
BTC-USD,2014-12-20,55.66,hold,42.44,hold,39.34,hold,-12.75,-9.0,-3.75,hold,2025-08-15 01:18:52
BTC-USD,2014-12-21,39.72,hold,35.19,hold,35.55,hold,-13.07,-9.81,-3.25,hold,2025-08-15 01:18:52
BTC-USD,2014-12-22,59.43,hold,47.93,hold,42.81,hold,-12.28,-10.31,-1.98,hold,2025-08-15 01:18:52
BTC-USD,2014-12-23,63.5,hold,50.72,hold,44.47,hold,-11.32,-10.51,-0.81,hold,2025-08-15 01:18:52
BTC-USD,2014-12-24,38.99,hold,39.52,hold,38.97,hold,-11.39,-10.69,-0.7,hold,2025-08-15 01:18:52
BTC-USD,2014-12-25,33.66,hold,36.71,hold,37.5,hold,-11.6,-10.87,-0.73,hold,2025-08-15 01:18:52
BTC-USD,2014-12-26,55.29,hold,47.79,hold,43.39,hold,-10.92,-10.88,-0.04,hold,2025-08-15 01:18:52
BTC-USD,2014-12-27,34.18,hold,37.34,hold,38.11,hold,-11.22,-10.95,-0.28,hold,2025-08-15 01:18:52
BTC-USD,2014-12-28,37.96,hold,39.14,hold,39.03,hold,-11.23,-11.0,-0.22,hold,2025-08-15 01:18:52
BTC-USD,2014-12-29,29.96,buy,35.18,hold,37.04,hold,-11.46,-11.1,-0.37,hold,2025-08-15 01:18:52
BTC-USD,2014-12-30,26.63,buy,33.49,hold,36.2,hold,-11.67,-11.21,-0.46,hold,2025-08-15 01:18:52
BTC-USD,2014-12-31,58.32,hold,47.96,hold,43.11,hold,-10.95,-11.16,0.21,buy,2025-08-15 01:18:52
BTC-USD,2015-01-01,42.26,hold,41.29,hold,40.14,hold,-10.73,-11.07,0.34,hold,2025-08-15 01:18:52
BTC-USD,2015-01-02,45.05,hold,42.53,hold,40.73,hold,-10.38,-10.93,0.56,hold,2025-08-15 01:18:52
BTC-USD,2015-01-03,11.45,buy,20.39,buy,27.88,buy,-12.69,-11.29,-1.4,sell,2025-08-15 01:18:52
BTC-USD,2015-01-04,7.54,buy,15.61,buy,23.81,buy,-15.7,-12.17,-3.53,hold,2025-08-15 01:18:52
BTC-USD,2015-01-05,28.4,buy,27.78,buy,30.51,hold,-17.07,-13.15,-3.92,hold,2025-08-15 01:18:52
BTC-USD,2015-01-06,47.35,hold,39.53,hold,37.34,hold,-17.0,-13.92,-3.08,hold,2025-08-15 01:18:52
BTC-USD,2015-01-07,58.14,hold,46.67,hold,41.67,hold,-16.11,-14.36,-1.75,hold,2025-08-15 01:18:52
BTC-USD,2015-01-08,41.92,hold,39.28,hold,37.84,hold,-16.11,-14.71,-1.4,hold,2025-08-15 01:18:52
BTC-USD,2015-01-09,53.57,hold,45.79,hold,41.59,hold,-15.36,-14.84,-0.52,hold,2025-08-15 01:18:52
BTC-USD,2015-01-10,33.05,hold,35.77,hold,36.32,hold,-15.84,-15.04,-0.8,hold,2025-08-15 01:18:52
BTC-USD,2015-01-11,25.15,buy,31.06,hold,33.61,hold,-16.76,-15.38,-1.38,hold,2025-08-15 01:18:52
BTC-USD,2015-01-12,30.58,hold,33.48,hold,34.84,hold,-17.13,-15.73,-1.4,hold,2025-08-15 01:18:52
BTC-USD,2015-01-13,10.22,buy,18.46,buy,24.94,buy,-20.56,-16.7,-3.86,hold,2025-08-15 01:18:52
BTC-USD,2015-01-14,4.96,buy,11.51,buy,18.45,buy,-26.83,-18.72,-8.1,hold,2025-08-15 01:18:52
BTC-USD,2015-01-15,35.74,hold,31.71,hold,31.36,hold,-28.9,-20.76,-8.14,hold,2025-08-15 01:18:52
BTC-USD,2015-01-16,34.87,hold,31.24,hold,31.06,hold,-30.33,-22.67,-7.66,hold,2025-08-15 01:18:52
BTC-USD,2015-01-17,29.74,buy,28.73,buy,29.54,buy,-31.82,-24.5,-7.31,hold,2025-08-15 01:18:52
BTC-USD,2015-01-18,44.16,hold,36.32,hold,33.95,hold,-31.73,-25.95,-5.78,hold,2025-08-15 01:18:52
BTC-USD,2015-01-19,50.02,hold,39.43,hold,35.74,hold,-30.94,-26.95,-4.0,hold,2025-08-15 01:18:52
BTC-USD,2015-01-20,44.85,hold,37.72,hold,34.93,hold,-30.25,-27.61,-2.65,hold,2025-08-15 01:18:52
BTC-USD,2015-01-21,66.28,hold,49.16,hold,41.25,hold,-28.13,-27.71,-0.42,hold,2025-08-15 01:18:52
BTC-USD,2015-01-22,72.53,sell,53.38,hold,43.74,hold,-25.62,-27.29,1.67,buy,2025-08-15 01:18:52
BTC-USD,2015-01-23,71.04,sell,52.96,hold,43.57,hold,-23.41,-26.52,3.11,hold,2025-08-15 01:18:52
BTC-USD,2015-01-24,84.06,sell,62.81,hold,49.36,hold,-20.21,-25.26,5.04,hold,2025-08-15 01:18:52
BTC-USD,2015-01-25,87.22,sell,66.1,hold,51.49,hold,-17.01,-23.61,6.6,hold,2025-08-15 01:18:52
BTC-USD,2015-01-26,93.39,sell,74.92,sell,57.94,hold,-12.73,-21.43,8.7,hold,2025-08-15 01:18:52
BTC-USD,2015-01-27,69.59,hold,64.83,hold,53.99,hold,-10.03,-19.15,9.12,hold,2025-08-15 01:18:52
BTC-USD,2015-01-28,33.87,hold,44.08,hold,44.29,hold,-10.16,-17.36,7.19,hold,2025-08-15 01:18:52
BTC-USD,2015-01-29,33.54,hold,43.86,hold,44.17,hold,-10.18,-15.92,5.74,hold,2025-08-15 01:18:52
BTC-USD,2015-01-30,27.07,buy,39.63,hold,42.04,hold,-10.64,-14.86,4.22,hold,2025-08-15 01:18:52
BTC-USD,2015-01-31,20.18,buy,34.64,hold,39.42,hold,-11.6,-14.21,2.61,hold,2025-08-15 01:18:52
BTC-USD,2015-02-01,42.08,hold,43.55,hold,43.48,hold,-11.46,-13.66,2.2,hold,2025-08-15 01:18:52
BTC-USD,2015-02-02,60.18,hold,52.59,hold,47.96,hold,-10.32,-12.99,2.67,hold,2025-08-15 01:18:52
BTC-USD,2015-02-03,42.2,hold,44.41,hold,44.25,hold,-10.18,-12.43,2.25,hold,2025-08-15 01:18:52
BTC-USD,2015-02-04,41.54,hold,44.1,hold,44.11,hold,-9.99,-11.94,1.95,hold,2025-08-15 01:18:52
BTC-USD,2015-02-05,27.47,buy,37.0,hold,40.8,hold,-10.51,-11.66,1.15,hold,2025-08-15 01:18:52
BTC-USD,2015-02-06,42.02,hold,42.76,hold,43.25,hold,-10.38,-11.4,1.02,hold,2025-08-15 01:18:52
BTC-USD,2015-02-07,55.37,hold,48.67,hold,45.84,hold,-9.72,-11.07,1.34,hold,2025-08-15 01:18:52
BTC-USD,2015-02-08,44.12,hold,44.39,hold,44.11,hold,-9.45,-10.74,1.3,hold,2025-08-15 01:18:52
BTC-USD,2015-02-09,36.27,hold,41.13,hold,42.77,hold,-9.38,-10.47,1.09,hold,2025-08-15 01:18:52
BTC-USD,2015-02-10,35.55,hold,40.84,hold,42.66,hold,-9.25,-10.23,0.98,hold,2025-08-15 01:18:52
BTC-USD,2015-02-11,33.29,hold,40.04,hold,42.36,hold,-9.09,-10.0,0.91,hold,2025-08-15 01:18:52
BTC-USD,2015-02-12,50.58,hold,45.09,hold,44.04,hold,-8.66,-9.73,1.07,hold,2025-08-15 01:18:52
BTC-USD,2015-02-13,83.09,sell,64.05,hold,52.1,hold,-7.13,-9.21,2.08,hold,2025-08-15 01:18:52
BTC-USD,2015-02-14,93.17,sell,78.26,sell,61.7,hold,-4.1,-8.19,4.08,hold,2025-08-15 01:18:52
BTC-USD,2015-02-15,50.16,hold,52.88,hold,50.41,hold,-3.48,-7.25,3.77,hold,2025-08-15 01:18:52
BTC-USD,2015-02-16,48.78,hold,52.01,hold,49.98,hold,-3.03,-6.4,3.37,hold,2025-08-15 01:18:52
BTC-USD,2015-02-17,62.94,hold,59.79,hold,54.24,hold,-1.87,-5.5,3.63,hold,2025-08-15 01:18:52
BTC-USD,2015-02-18,48.84,hold,52.31,hold,50.74,hold,-1.51,-4.7,3.19,hold,2025-08-15 01:18:52
BTC-USD,2015-02-19,56.29,hold,55.85,hold,52.55,hold,-0.9,-3.94,3.04,hold,2025-08-15 01:18:52
BTC-USD,2015-02-20,62.96,hold,59.03,hold,54.16,hold,-0.14,-3.18,3.04,hold,2025-08-15 01:18:52
BTC-USD,2015-02-21,64.59,hold,59.77,hold,54.53,hold,0.53,-2.44,2.96,hold,2025-08-15 01:18:52
BTC-USD,2015-02-22,38.0,hold,48.14,hold,49.67,hold,0.36,-1.88,2.24,hold,2025-08-15 01:18:52
BTC-USD,2015-02-23,48.18,hold,51.91,hold,51.28,hold,0.45,-1.41,1.87,hold,2025-08-15 01:18:52
BTC-USD,2015-02-24,47.59,hold,51.67,hold,51.18,hold,0.51,-1.03,1.54,hold,2025-08-15 01:18:52
BTC-USD,2015-02-25,41.82,hold,49.5,hold,50.36,hold,0.45,-0.73,1.18,hold,2025-08-15 01:18:52
BTC-USD,2015-02-26,36.69,hold,47.55,hold,49.64,hold,0.31,-0.53,0.84,hold,2025-08-15 01:18:52
BTC-USD,2015-02-27,83.62,sell,70.45,sell,59.95,hold,1.59,-0.1,1.69,hold,2025-08-15 01:18:52
BTC-USD,2015-02-28,84.04,sell,70.83,sell,60.18,hold,2.61,0.44,2.17,hold,2025-08-15 01:18:52
BTC-USD,2015-03-01,89.24,sell,75.8,sell,63.2,hold,3.85,1.12,2.73,hold,2025-08-15 01:18:52
BTC-USD,2015-03-02,95.08,sell,84.13,sell,69.7,hold,6.01,2.1,3.91,hold,2025-08-15 01:18:52
BTC-USD,2015-03-03,96.21,sell,86.3,sell,71.82,sell,8.12,3.3,4.81,hold,2025-08-15 01:18:52
BTC-USD,2015-03-04,66.03,hold,70.11,sell,64.81,hold,8.99,4.44,4.55,hold,2025-08-15 01:18:52
BTC-USD,2015-03-05,70.65,sell,72.31,sell,66.1,hold,9.81,5.51,4.3,hold,2025-08-15 01:18:52
BTC-USD,2015-03-06,58.24,hold,65.89,hold,63.27,hold,10.07,6.43,3.65,hold,2025-08-15 01:18:52
BTC-USD,2015-03-07,66.64,hold,69.2,hold,64.94,hold,10.45,7.23,3.22,hold,2025-08-15 01:18:52
BTC-USD,2015-03-08,57.86,hold,65.18,hold,63.26,hold,10.46,7.88,2.59,hold,2025-08-15 01:18:52
BTC-USD,2015-03-09,82.98,sell,77.53,sell,70.01,sell,11.58,8.62,2.96,hold,2025-08-15 01:18:52
BTC-USD,2015-03-10,84.77,sell,78.79,sell,70.83,sell,12.49,9.39,3.1,hold,2025-08-15 01:18:52
BTC-USD,2015-03-11,88.43,sell,81.42,sell,72.58,sell,13.43,10.2,3.23,hold,2025-08-15 01:18:52
BTC-USD,2015-03-12,77.06,sell,76.5,sell,70.56,sell,13.85,10.93,2.92,hold,2025-08-15 01:18:52
BTC-USD,2015-03-13,42.77,hold,58.05,hold,62.19,hold,13.31,11.41,1.9,hold,2025-08-15 01:18:52
BTC-USD,2015-03-14,34.54,hold,52.33,hold,59.26,hold,12.45,11.61,0.84,hold,2025-08-15 01:18:52
BTC-USD,2015-03-15,51.58,hold,58.62,hold,61.81,hold,12.0,11.69,0.31,hold,2025-08-15 01:18:52
BTC-USD,2015-03-16,63.86,hold,63.86,hold,64.09,hold,11.84,11.72,0.12,hold,2025-08-15 01:18:52
BTC-USD,2015-03-17,44.66,hold,54.05,hold,59.42,hold,11.18,11.61,-0.43,sell,2025-08-15 01:18:52
BTC-USD,2015-03-18,13.07,buy,26.47,buy,40.86,hold,8.2,10.93,-2.73,hold,2025-08-15 01:18:52
BTC-USD,2015-03-19,24.86,buy,32.88,hold,43.88,hold,6.15,9.97,-3.83,hold,2025-08-15 01:18:52
BTC-USD,2015-03-20,27.31,buy,34.09,hold,44.42,hold,4.53,8.89,-4.35,hold,2025-08-15 01:18:52
BTC-USD,2015-03-21,24.92,buy,32.64,hold,43.46,hold,3.08,7.72,-4.65,hold,2025-08-15 01:18:52
BTC-USD,2015-03-22,51.98,hold,45.33,hold,49.01,hold,2.53,6.69,-4.15,hold,2025-08-15 01:18:52
BTC-USD,2015-03-23,48.24,hold,43.82,hold,48.22,hold,1.98,5.75,-3.76,hold,2025-08-15 01:18:52
BTC-USD,2015-03-24,17.56,buy,26.12,buy,36.97,hold,-0.16,4.56,-4.72,hold,2025-08-15 01:18:52
BTC-USD,2015-03-25,19.6,buy,27.11,buy,37.42,hold,-1.79,3.29,-5.08,hold,2025-08-15 01:18:52
BTC-USD,2015-03-26,29.12,buy,31.33,hold,39.26,hold,-2.85,2.06,-4.92,hold,2025-08-15 01:18:52
BTC-USD,2015-03-27,26.31,buy,30.01,hold,38.47,hold,-3.78,0.9,-4.67,hold,2025-08-15 01:18:52
BTC-USD,2015-03-28,51.45,hold,41.25,hold,43.23,hold,-4.0,-0.08,-3.92,hold,2025-08-15 01:18:52
BTC-USD,2015-03-29,28.04,buy,30.97,hold,37.69,hold,-4.93,-1.05,-3.88,hold,2025-08-15 01:18:52
BTC-USD,2015-03-30,44.82,hold,39.48,hold,41.57,hold,-5.22,-1.89,-3.34,hold,2025-08-15 01:18:52
BTC-USD,2015-03-31,36.62,hold,35.89,hold,39.73,hold,-5.65,-2.64,-3.01,hold,2025-08-15 01:18:52
BTC-USD,2015-04-01,48.74,hold,41.67,hold,42.3,hold,-5.68,-3.25,-2.43,hold,2025-08-15 01:18:52
BTC-USD,2015-04-02,65.91,hold,51.41,hold,46.93,hold,-5.19,-3.64,-1.55,hold,2025-08-15 01:18:52
BTC-USD,2015-04-03,69.22,hold,53.52,hold,47.97,hold,-4.63,-3.83,-0.8,hold,2025-08-15 01:18:52
BTC-USD,2015-04-04,65.02,hold,52.25,hold,47.49,hold,-4.19,-3.91,-0.29,hold,2025-08-15 01:18:52
BTC-USD,2015-04-05,81.95,sell,63.54,hold,53.14,hold,-3.25,-3.78,0.52,buy,2025-08-15 01:18:52
BTC-USD,2015-04-06,54.58,hold,52.65,hold,48.91,hold,-2.89,-3.6,0.71,hold,2025-08-15 01:18:52
BTC-USD,2015-04-07,45.05,hold,48.23,hold,47.07,hold,-2.75,-3.43,0.68,hold,2025-08-15 01:18:52
BTC-USD,2015-04-08,24.18,buy,35.72,hold,41.12,hold,-3.26,-3.39,0.13,hold,2025-08-15 01:18:52
BTC-USD,2015-04-09,21.84,buy,34.0,hold,40.21,hold,-3.73,-3.46,-0.27,sell,2025-08-15 01:18:52
BTC-USD,2015-04-10,12.38,buy,25.73,buy,35.4,hold,-4.67,-3.7,-0.96,hold,2025-08-15 01:18:52
BTC-USD,2015-04-11,15.61,buy,27.05,buy,35.92,hold,-5.31,-4.02,-1.28,hold,2025-08-15 01:18:52
BTC-USD,2015-04-12,14.97,buy,26.58,buy,35.66,hold,-5.78,-4.38,-1.41,hold,2025-08-15 01:18:52
BTC-USD,2015-04-13,5.61,buy,16.72,buy,28.99,buy,-7.01,-4.9,-2.11,hold,2025-08-15 01:18:52
BTC-USD,2015-04-14,3.97,buy,13.87,buy,26.46,buy,-8.32,-5.59,-2.74,hold,2025-08-15 01:18:52
BTC-USD,2015-04-15,28.93,buy,26.61,buy,32.01,hold,-8.89,-6.25,-2.64,hold,2025-08-15 01:18:52
BTC-USD,2015-04-16,48.08,hold,37.67,hold,37.23,hold,-8.85,-6.77,-2.08,hold,2025-08-15 01:18:52
BTC-USD,2015-04-17,33.09,hold,31.03,hold,33.84,hold,-9.17,-7.25,-1.92,hold,2025-08-15 01:18:52
BTC-USD,2015-04-18,35.44,hold,32.21,hold,34.38,hold,-9.28,-7.65,-1.63,hold,2025-08-15 01:18:52
BTC-USD,2015-04-19,32.86,hold,31.21,hold,33.9,hold,-9.32,-7.99,-1.33,hold,2025-08-15 01:18:52
BTC-USD,2015-04-20,47.24,hold,37.38,hold,36.48,hold,-9.09,-8.21,-0.88,hold,2025-08-15 01:18:52
BTC-USD,2015-04-21,79.51,sell,59.78,hold,48.08,hold,-7.95,-8.15,0.21,buy,2025-08-15 01:18:52
BTC-USD,2015-04-22,73.09,sell,57.29,hold,47.12,hold,-7.05,-7.93,0.88,hold,2025-08-15 01:18:52
BTC-USD,2015-04-23,78.24,sell,61.27,hold,49.41,hold,-6.09,-7.57,1.48,hold,2025-08-15 01:18:52
BTC-USD,2015-04-24,48.63,hold,49.0,hold,44.63,hold,-5.68,-7.19,1.51,hold,2025-08-15 01:18:52
BTC-USD,2015-04-25,32.47,hold,40.09,hold,40.61,hold,-5.68,-6.89,1.2,hold,2025-08-15 01:18:52
BTC-USD,2015-04-26,19.52,buy,30.68,hold,35.64,hold,-6.18,-6.75,0.57,hold,2025-08-15 01:18:52
BTC-USD,2015-04-27,55.06,hold,50.23,hold,45.85,hold,-5.71,-6.54,0.83,hold,2025-08-15 01:18:52
