symbol,date,rsi_6,rsi_6_signal,rsi_12,rsi_12_signal,rsi_24,rsi_24_signal,macd,macd_signal_line,macd_histogram,macd_signal,calculated_at
IMOEX,2012-09-18,62.73,hold,67.43,hold,65.4,hold,21.48,14.26,7.22,hold,2025-08-15 01:18:51
IMOEX,2012-09-19,45.43,hold,56.49,hold,59.28,hold,20.92,15.59,5.33,hold,2025-08-15 01:18:51
IMOEX,2012-09-20,45.64,hold,56.57,hold,59.32,hold,20.26,16.52,3.73,hold,2025-08-15 01:18:51
IMOEX,2012-09-21,41.96,hold,54.57,hold,58.28,hold,19.3,17.08,2.22,hold,2025-08-15 01:18:51
IMOEX,2012-09-24,32.57,hold,49.28,hold,55.55,hold,17.79,17.22,0.57,hold,2025-08-15 01:18:51
IMOEX,2012-09-25,24.3,buy,43.83,hold,52.65,hold,15.82,16.94,-1.12,sell,2025-08-15 01:18:51
IMOEX,2012-09-26,8.65,buy,26.32,buy,40.82,hold,11.13,15.78,-4.65,hold,2025-08-15 01:18:51
IMOEX,2012-09-27,23.02,buy,32.88,hold,43.67,hold,7.94,14.21,-6.27,hold,2025-08-15 01:18:51
IMOEX,2012-09-28,32.93,hold,37.31,hold,45.58,hold,5.76,12.52,-6.76,hold,2025-08-15 01:18:51
IMOEX,2012-10-01,68.27,hold,57.69,hold,55.67,hold,6.54,11.33,-4.78,hold,2025-08-15 01:18:51
IMOEX,2012-10-02,61.74,hold,54.68,hold,54.11,hold,6.71,10.4,-3.69,hold,2025-08-15 01:18:51
IMOEX,2012-10-03,44.62,hold,46.46,hold,49.75,hold,5.72,9.47,-3.74,hold,2025-08-15 01:18:51
IMOEX,2012-10-04,30.43,hold,38.3,hold,45.03,hold,3.62,8.3,-4.67,hold,2025-08-15 01:18:51
IMOEX,2012-10-05,56.22,hold,51.6,hold,51.64,hold,3.6,7.36,-3.76,hold,2025-08-15 01:18:51
IMOEX,2012-10-08,51.14,hold,49.2,hold,50.38,hold,3.23,6.53,-3.31,hold,2025-08-15 01:18:51
IMOEX,2012-10-09,50.08,hold,48.75,hold,50.15,hold,2.84,5.79,-2.95,hold,2025-08-15 01:18:51
IMOEX,2012-10-10,32.91,hold,40.85,hold,46.17,hold,1.55,4.95,-3.4,hold,2025-08-15 01:18:51
IMOEX,2012-10-11,38.31,hold,42.84,hold,47.0,hold,0.69,4.09,-3.4,hold,2025-08-15 01:18:51
IMOEX,2012-10-12,20.38,buy,32.66,hold,41.53,hold,-1.35,3.01,-4.36,hold,2025-08-15 01:18:51
IMOEX,2012-10-15,18.54,buy,31.33,hold,40.75,hold,-3.14,1.78,-4.92,hold,2025-08-15 01:18:51
IMOEX,2012-10-16,49.63,hold,44.41,hold,46.13,hold,-3.5,0.72,-4.22,hold,2025-08-15 01:18:51
IMOEX,2012-10-17,71.54,sell,58.03,hold,52.83,hold,-2.29,0.12,-2.41,hold,2025-08-15 01:18:51
IMOEX,2012-10-18,72.43,sell,58.67,hold,53.17,hold,-1.23,-0.15,-1.08,hold,2025-08-15 01:18:51
IMOEX,2012-10-19,42.88,hold,45.79,hold,47.39,hold,-1.61,-0.44,-1.16,hold,2025-08-15 01:18:51
IMOEX,2012-10-22,63.34,hold,56.75,hold,52.83,hold,-0.7,-0.49,-0.2,hold,2025-08-15 01:18:51
IMOEX,2012-10-23,38.12,hold,43.15,hold,46.01,hold,-1.54,-0.7,-0.84,hold,2025-08-15 01:18:51
IMOEX,2012-10-24,34.49,hold,40.96,hold,44.82,hold,-2.48,-1.06,-1.42,hold,2025-08-15 01:18:51
IMOEX,2012-10-25,28.69,buy,37.54,hold,43.0,hold,-3.63,-1.57,-2.06,hold,2025-08-15 01:18:51
IMOEX,2012-10-26,18.83,buy,30.8,hold,39.14,hold,-5.49,-2.36,-3.13,hold,2025-08-15 01:18:51
IMOEX,2012-10-29,17.73,buy,29.97,buy,38.65,hold,-7.01,-3.29,-3.73,hold,2025-08-15 01:18:51
IMOEX,2012-10-30,11.7,buy,25.0,buy,35.61,hold,-8.93,-4.42,-4.52,hold,2025-08-15 01:18:51
IMOEX,2012-10-31,25.5,buy,30.31,hold,37.68,hold,-10.02,-5.54,-4.49,hold,2025-08-15 01:18:51
IMOEX,2012-11-01,42.19,hold,37.24,hold,40.43,hold,-10.35,-6.5,-3.85,hold,2025-08-15 01:18:51
IMOEX,2012-11-02,63.0,hold,48.16,hold,45.14,hold,-9.74,-7.15,-2.59,hold,2025-08-15 01:18:51
IMOEX,2012-11-06,72.28,sell,54.4,hold,48.1,hold,-8.65,-7.45,-1.21,hold,2025-08-15 01:18:51
IMOEX,2012-11-07,31.33,hold,35.58,hold,39.48,hold,-9.55,-7.87,-1.68,hold,2025-08-15 01:18:51
IMOEX,2012-11-08,20.42,buy,27.9,buy,34.89,hold,-11.38,-8.57,-2.81,hold,2025-08-15 01:18:51
IMOEX,2012-11-09,16.98,buy,25.22,buy,33.15,hold,-13.21,-9.5,-3.71,hold,2025-08-15 01:18:51
IMOEX,2012-11-12,33.04,hold,32.95,hold,36.64,hold,-13.96,-10.39,-3.57,hold,2025-08-15 01:18:51
IMOEX,2012-11-13,13.75,buy,20.18,buy,28.32,buy,-17.11,-11.74,-5.37,hold,2025-08-15 01:18:51
IMOEX,2012-11-14,13.23,buy,19.75,buy,27.99,buy,-19.51,-13.29,-6.22,hold,2025-08-15 01:18:51
IMOEX,2012-11-15,40.34,hold,34.14,hold,35.09,hold,-20.05,-14.64,-5.41,hold,2025-08-15 01:18:51
IMOEX,2012-11-16,37.33,hold,32.86,hold,34.41,hold,-20.45,-15.8,-4.65,hold,2025-08-15 01:18:51
IMOEX,2012-11-19,60.85,hold,46.53,hold,41.5,hold,-19.34,-16.51,-2.83,hold,2025-08-15 01:18:51
IMOEX,2012-11-20,56.51,hold,44.94,hold,40.8,hold,-18.43,-16.9,-1.53,hold,2025-08-15 01:18:51
IMOEX,2012-11-21,69.52,hold,53.0,hold,45.1,hold,-16.76,-16.87,0.11,buy,2025-08-15 01:18:51
IMOEX,2012-11-22,61.11,hold,50.15,hold,43.96,hold,-15.5,-16.59,1.09,hold,2025-08-15 01:18:51
IMOEX,2012-11-23,75.41,sell,59.09,hold,48.8,hold,-13.5,-15.98,2.47,hold,2025-08-15 01:18:51
IMOEX,2012-11-26,51.97,hold,49.84,hold,45.09,hold,-12.52,-15.29,2.77,hold,2025-08-15 01:18:51
IMOEX,2012-11-27,36.37,hold,42.15,hold,41.7,hold,-12.33,-14.69,2.37,hold,2025-08-15 01:18:51
IMOEX,2012-11-28,22.11,buy,32.94,hold,37.05,hold,-13.15,-14.38,1.24,hold,2025-08-15 01:18:51
IMOEX,2012-11-29,39.64,hold,41.0,hold,40.84,hold,-13.06,-14.12,1.06,hold,2025-08-15 01:18:51
IMOEX,2012-11-30,65.61,hold,55.99,hold,48.87,hold,-11.42,-13.58,2.16,hold,2025-08-15 01:18:51
IMOEX,2012-12-03,77.75,sell,65.4,hold,54.9,hold,-8.74,-12.61,3.87,hold,2025-08-15 01:18:51
IMOEX,2012-12-04,59.21,hold,56.37,hold,50.78,hold,-7.34,-11.56,4.21,hold,2025-08-15 01:18:51
IMOEX,2012-12-05,77.27,sell,68.58,hold,58.79,hold,-4.24,-10.1,5.85,hold,2025-08-15 01:18:51
IMOEX,2012-12-06,78.68,sell,69.65,hold,59.55,hold,-1.56,-8.39,6.83,hold,2025-08-15 01:18:51
IMOEX,2012-12-07,80.6,sell,70.98,sell,60.45,hold,0.79,-6.55,7.35,hold,2025-08-15 01:18:51
IMOEX,2012-12-10,84.71,sell,73.86,sell,62.41,hold,3.13,-4.62,7.74,hold,2025-08-15 01:18:51
IMOEX,2012-12-11,85.2,sell,74.21,sell,62.63,hold,4.98,-2.7,7.67,hold,2025-08-15 01:18:51
IMOEX,2012-12-12,93.15,sell,81.53,sell,68.0,hold,7.81,-0.6,8.41,hold,2025-08-15 01:18:51
IMOEX,2012-12-13,80.9,sell,76.37,sell,65.93,hold,9.65,1.45,8.2,hold,2025-08-15 01:18:51
IMOEX,2012-12-14,83.62,sell,77.86,sell,66.92,hold,11.25,3.41,7.83,hold,2025-08-15 01:18:51
IMOEX,2012-12-17,86.41,sell,79.44,sell,67.96,hold,12.64,5.26,7.38,hold,2025-08-15 01:18:51
IMOEX,2012-12-18,92.64,sell,84.18,sell,71.42,sell,14.54,7.11,7.43,hold,2025-08-15 01:18:51
IMOEX,2012-12-19,80.92,sell,79.31,sell,69.58,hold,15.65,8.82,6.83,hold,2025-08-15 01:18:51
IMOEX,2012-12-20,88.18,sell,83.28,sell,72.28,sell,17.09,10.48,6.62,hold,2025-08-15 01:18:51
IMOEX,2012-12-21,54.72,hold,66.08,hold,65.07,hold,17.16,11.81,5.35,hold,2025-08-15 01:18:51
IMOEX,2012-12-24,42.71,hold,58.52,hold,61.54,hold,16.57,12.77,3.81,hold,2025-08-15 01:18:51
IMOEX,2012-12-25,47.77,hold,60.21,hold,62.24,hold,16.06,13.42,2.64,hold,2025-08-15 01:18:51
IMOEX,2012-12-26,61.28,hold,64.99,hold,64.24,hold,15.88,13.92,1.97,hold,2025-08-15 01:18:51
IMOEX,2012-12-27,59.71,hold,64.32,hold,63.97,hold,15.53,14.24,1.29,hold,2025-08-15 01:18:51
IMOEX,2012-12-28,44.48,hold,57.69,hold,61.32,hold,14.8,14.35,0.45,hold,2025-08-15 01:18:51
IMOEX,2013-01-08,89.04,sell,82.29,sell,74.44,sell,17.26,14.93,2.33,hold,2025-08-15 01:18:51
IMOEX,2013-01-09,89.4,sell,82.64,sell,74.72,sell,19.08,15.76,3.32,hold,2025-08-15 01:18:51
IMOEX,2013-01-10,66.91,hold,70.3,sell,68.71,hold,19.59,16.53,3.06,hold,2025-08-15 01:18:51
IMOEX,2013-01-11,71.14,sell,72.33,sell,69.81,hold,20.05,17.23,2.82,hold,2025-08-15 01:18:51
IMOEX,2013-01-14,84.46,sell,80.05,sell,74.47,sell,21.6,18.11,3.49,hold,2025-08-15 01:18:51
IMOEX,2013-01-15,56.89,hold,64.17,hold,66.14,hold,21.5,18.79,2.72,hold,2025-08-15 01:18:51
IMOEX,2013-01-16,56.13,hold,63.73,hold,65.9,hold,21.16,19.26,1.9,hold,2025-08-15 01:18:51
IMOEX,2013-01-17,69.19,hold,69.39,hold,68.67,hold,21.35,19.68,1.67,hold,2025-08-15 01:18:51
IMOEX,2013-01-18,82.77,sell,77.3,sell,73.16,sell,22.6,20.26,2.34,hold,2025-08-15 01:18:51
IMOEX,2013-01-21,74.83,sell,73.44,sell,71.25,sell,23.09,20.83,2.26,hold,2025-08-15 01:18:51
IMOEX,2013-01-22,47.61,hold,58.7,hold,63.58,hold,22.23,21.11,1.12,hold,2025-08-15 01:18:51
IMOEX,2013-01-23,65.13,hold,66.53,hold,67.35,hold,22.27,21.34,0.93,hold,2025-08-15 01:18:51
IMOEX,2013-01-24,56.95,hold,62.25,hold,65.11,hold,21.75,21.42,0.33,hold,2025-08-15 01:18:51
IMOEX,2013-01-25,71.0,sell,68.79,hold,68.27,hold,21.92,21.52,0.39,hold,2025-08-15 01:18:51
IMOEX,2013-01-28,84.26,sell,77.34,sell,73.16,sell,23.3,21.88,1.43,hold,2025-08-15 01:18:51
IMOEX,2013-01-29,58.26,hold,63.1,hold,65.52,hold,23.07,22.12,0.96,hold,2025-08-15 01:18:51
IMOEX,2013-01-30,48.26,hold,57.14,hold,62.13,hold,22.13,22.12,0.01,hold,2025-08-15 01:18:51
IMOEX,2013-01-31,54.08,hold,59.52,hold,63.22,hold,21.4,21.98,-0.58,sell,2025-08-15 01:18:51
IMOEX,2013-02-01,55.05,hold,59.88,hold,63.38,hold,20.62,21.7,-1.08,hold,2025-08-15 01:18:51
IMOEX,2013-02-04,31.13,hold,47.0,hold,56.57,hold,18.83,21.13,-2.3,hold,2025-08-15 01:18:51
IMOEX,2013-02-05,45.2,hold,52.13,hold,58.61,hold,17.61,20.43,-2.82,hold,2025-08-15 01:18:51
IMOEX,2013-02-06,28.8,buy,42.45,hold,53.19,hold,15.66,19.47,-3.81,hold,2025-08-15 01:18:51
IMOEX,2013-02-07,23.43,buy,38.62,hold,50.89,hold,13.59,18.3,-4.7,hold,2025-08-15 01:18:51
IMOEX,2013-02-08,17.4,buy,33.84,hold,47.9,hold,11.34,16.9,-5.56,hold,2025-08-15 01:18:51
IMOEX,2013-02-11,14.01,buy,30.81,hold,45.92,hold,9.13,15.35,-6.22,hold,2025-08-15 01:18:51
IMOEX,2013-02-12,11.1,buy,27.96,buy,44.03,hold,6.98,13.68,-6.69,hold,2025-08-15 01:18:51
IMOEX,2013-02-13,69.88,hold,58.42,hold,56.98,hold,7.29,12.4,-5.11,hold,2025-08-15 01:18:51
IMOEX,2013-02-14,41.88,hold,42.92,hold,48.22,hold,5.95,11.11,-5.16,hold,2025-08-15 01:18:51
IMOEX,2013-02-15,31.46,hold,36.22,hold,43.89,hold,3.96,9.68,-5.72,hold,2025-08-15 01:18:51
IMOEX,2013-02-18,35.86,hold,38.46,hold,44.95,hold,2.52,8.25,-5.73,hold,2025-08-15 01:18:51
IMOEX,2013-02-19,57.52,hold,50.17,hold,50.68,hold,2.35,7.07,-4.72,hold,2025-08-15 01:18:51
IMOEX,2013-02-20,40.15,hold,41.61,hold,45.92,hold,1.29,5.91,-4.62,hold,2025-08-15 01:18:51
IMOEX,2013-02-21,24.16,buy,31.62,hold,39.59,hold,-0.96,4.54,-5.5,hold,2025-08-15 01:18:51
IMOEX,2013-02-22,30.51,hold,34.66,hold,41.04,hold,-2.49,3.13,-5.62,hold,2025-08-15 01:18:51
IMOEX,2013-02-25,45.93,hold,42.06,hold,44.55,hold,-3.09,1.89,-4.98,hold,2025-08-15 01:18:51
IMOEX,2013-02-26,25.01,buy,30.91,hold,37.94,hold,-5.05,0.5,-5.55,hold,2025-08-15 01:18:51
IMOEX,2013-02-27,30.81,hold,33.65,hold,39.23,hold,-6.32,-0.86,-5.46,hold,2025-08-15 01:18:51
IMOEX,2013-02-28,29.37,buy,32.95,hold,38.83,hold,-7.34,-2.16,-5.18,hold,2025-08-15 01:18:51
IMOEX,2013-03-01,17.04,buy,25.93,buy,34.62,hold,-9.04,-3.54,-5.51,hold,2025-08-15 01:18:51
IMOEX,2013-03-04,11.94,buy,21.92,buy,31.89,hold,-11.01,-5.03,-5.98,hold,2025-08-15 01:18:51
IMOEX,2013-03-05,53.94,hold,44.14,hold,42.6,hold,-10.84,-6.19,-4.65,hold,2025-08-15 01:18:51
IMOEX,2013-03-06,63.02,hold,50.29,hold,46.0,hold,-10.01,-6.95,-3.05,hold,2025-08-15 01:18:51
IMOEX,2013-03-07,62.68,hold,50.16,hold,45.94,hold,-9.25,-7.41,-1.84,hold,2025-08-15 01:18:51
IMOEX,2013-03-11,77.67,sell,60.69,hold,51.82,hold,-7.54,-7.44,-0.1,hold,2025-08-15 01:18:51
IMOEX,2013-03-12,70.52,sell,58.08,hold,50.74,hold,-6.3,-7.21,0.91,buy,2025-08-15 01:18:51
IMOEX,2013-03-13,54.11,hold,51.86,hold,48.17,hold,-5.68,-6.9,1.22,hold,2025-08-15 01:18:51
IMOEX,2013-03-14,60.34,hold,54.63,hold,49.51,hold,-4.93,-6.51,1.58,hold,2025-08-15 01:18:51
IMOEX,2013-03-15,47.06,hold,49.62,hold,47.52,hold,-4.59,-6.12,1.54,hold,2025-08-15 01:18:51
IMOEX,2013-03-18,13.15,buy,26.03,buy,34.83,hold,-6.84,-6.27,-0.58,sell,2025-08-15 01:18:51
IMOEX,2013-03-19,9.22,buy,21.05,buy,31.03,hold,-9.62,-6.94,-2.68,hold,2025-08-15 01:18:51
IMOEX,2013-03-20,30.26,hold,32.14,hold,36.47,hold,-10.9,-7.73,-3.17,hold,2025-08-15 01:18:51
IMOEX,2013-03-21,30.69,hold,32.35,hold,36.57,hold,-11.77,-8.54,-3.23,hold,2025-08-15 01:18:51
IMOEX,2013-03-22,16.86,buy,23.87,buy,31.29,hold,-13.74,-9.58,-4.16,hold,2025-08-15 01:18:51
IMOEX,2013-03-25,11.59,buy,19.51,buy,28.1,buy,-16.15,-10.89,-5.26,hold,2025-08-15 01:18:51
IMOEX,2013-03-26,8.34,buy,16.37,buy,25.58,buy,-18.77,-12.47,-6.3,hold,2025-08-15 01:18:51
IMOEX,2013-03-27,28.04,buy,26.17,buy,30.32,hold,-19.98,-13.97,-6.01,hold,2025-08-15 01:18:51
IMOEX,2013-03-28,46.52,hold,36.31,hold,35.44,hold,-19.96,-15.17,-4.79,hold,2025-08-15 01:18:51
IMOEX,2013-03-29,54.36,hold,40.89,hold,37.82,hold,-19.37,-16.01,-3.36,hold,2025-08-15 01:18:51
IMOEX,2013-04-01,36.92,hold,34.2,hold,34.63,hold,-19.49,-16.7,-2.78,hold,2025-08-15 01:18:51
IMOEX,2013-04-02,41.67,hold,36.43,hold,35.7,hold,-19.21,-17.21,-2.01,hold,2025-08-15 01:18:51
IMOEX,2013-04-03,36.68,hold,34.64,hold,34.9,hold,-18.97,-17.56,-1.41,hold,2025-08-15 01:18:51
IMOEX,2013-04-04,34.09,hold,33.75,hold,34.52,hold,-18.65,-17.78,-0.87,hold,2025-08-15 01:18:51
IMOEX,2013-04-05,17.57,buy,26.2,buy,31.02,hold,-18.99,-18.02,-0.97,hold,2025-08-15 01:18:51
IMOEX,2013-04-08,11.39,buy,21.63,buy,28.51,buy,-19.7,-18.35,-1.34,hold,2025-08-15 01:18:51
IMOEX,2013-04-09,56.23,hold,45.16,hold,39.58,hold,-18.67,-18.42,-0.26,hold,2025-08-15 01:18:51
IMOEX,2013-04-10,56.25,hold,45.17,hold,39.58,hold,-17.66,-18.27,0.61,buy,2025-08-15 01:18:51
IMOEX,2013-04-11,23.52,buy,28.44,buy,31.5,hold,-18.56,-18.33,-0.23,sell,2025-08-15 01:18:51
IMOEX,2013-04-12,15.23,buy,22.0,buy,27.43,buy,-20.32,-18.72,-1.59,hold,2025-08-15 01:18:51
IMOEX,2013-04-15,8.4,buy,15.28,buy,22.28,buy,-23.55,-19.69,-3.86,hold,2025-08-15 01:18:51
IMOEX,2013-04-16,7.15,buy,13.87,buy,21.07,buy,-26.4,-21.03,-5.37,hold,2025-08-15 01:18:51
IMOEX,2013-04-17,4.86,buy,11.15,buy,18.61,buy,-29.65,-22.76,-6.89,hold,2025-08-15 01:18:51
IMOEX,2013-04-18,4.77,buy,11.04,buy,18.51,buy,-31.91,-24.59,-7.32,hold,2025-08-15 01:18:51
IMOEX,2013-04-19,15.0,buy,15.53,buy,20.64,buy,-33.06,-26.28,-6.78,hold,2025-08-15 01:18:51
IMOEX,2013-04-22,13.97,buy,15.08,buy,20.36,buy,-33.71,-27.77,-5.94,hold,2025-08-15 01:18:51
IMOEX,2013-04-23,27.51,buy,20.28,buy,22.6,buy,-33.59,-28.93,-4.66,hold,2025-08-15 01:18:51
IMOEX,2013-04-24,80.22,sell,57.47,hold,43.52,hold,-30.15,-29.18,-0.98,hold,2025-08-15 01:18:51
IMOEX,2013-04-25,70.87,sell,53.63,hold,41.93,hold,-27.5,-28.84,1.34,buy,2025-08-15 01:18:51
IMOEX,2013-04-26,70.48,sell,53.49,hold,41.87,hold,-25.12,-28.1,2.97,hold,2025-08-15 01:18:51
IMOEX,2013-04-29,48.69,hold,45.22,hold,38.58,hold,-23.73,-27.22,3.49,hold,2025-08-15 01:18:51
IMOEX,2013-04-30,75.16,sell,62.22,hold,49.25,hold,-20.51,-25.88,5.37,hold,2025-08-15 01:18:51
IMOEX,2013-05-02,58.32,hold,54.26,hold,45.79,hold,-18.49,-24.4,5.91,hold,2025-08-15 01:18:51
IMOEX,2013-05-03,79.76,sell,69.72,hold,56.89,hold,-14.19,-22.36,8.17,hold,2025-08-15 01:18:51
IMOEX,2013-05-06,81.98,sell,71.66,sell,58.48,hold,-10.23,-19.94,9.7,hold,2025-08-15 01:18:51
IMOEX,2013-05-07,87.81,sell,77.05,sell,63.06,hold,-5.68,-17.08,11.41,hold,2025-08-15 01:18:51
IMOEX,2013-05-08,88.65,sell,77.87,sell,63.78,hold,-1.82,-14.03,12.21,hold,2025-08-15 01:18:51
IMOEX,2013-05-10,71.76,sell,70.64,sell,60.68,hold,0.69,-11.09,11.77,hold,2025-08-15 01:18:51
IMOEX,2013-05-13,51.67,hold,60.9,hold,56.34,hold,1.86,-8.5,10.36,hold,2025-08-15 01:18:51
IMOEX,2013-05-14,36.08,hold,51.63,hold,51.9,hold,1.91,-6.42,8.33,hold,2025-08-15 01:18:51
IMOEX,2013-05-15,23.41,buy,41.95,hold,46.76,hold,0.82,-4.97,5.79,hold,2025-08-15 01:18:51
IMOEX,2013-05-16,14.15,buy,32.4,hold,40.9,hold,-1.5,-4.27,2.78,hold,2025-08-15 01:18:51
IMOEX,2013-05-17,53.6,hold,52.16,hold,51.12,hold,-1.06,-3.63,2.57,hold,2025-08-15 01:18:51
IMOEX,2013-05-20,58.42,hold,54.96,hold,52.72,hold,-0.29,-2.96,2.67,hold,2025-08-15 01:18:51
IMOEX,2013-05-21,71.57,sell,63.09,hold,57.53,hold,1.6,-2.05,3.65,hold,2025-08-15 01:18:51
IMOEX,2013-05-22,83.26,sell,72.38,sell,63.84,hold,5.09,-0.62,5.71,hold,2025-08-15 01:18:51
IMOEX,2013-05-23,38.44,hold,45.17,hold,48.11,hold,3.65,0.23,3.42,hold,2025-08-15 01:18:51
IMOEX,2013-05-24,31.14,hold,39.68,hold,44.41,hold,1.21,0.43,0.78,hold,2025-08-15 01:18:51
IMOEX,2013-05-27,29.86,buy,38.78,hold,43.82,hold,-0.92,0.16,-1.08,sell,2025-08-15 01:18:51
IMOEX,2013-05-28,51.04,hold,49.03,hold,49.33,hold,-1.04,-0.08,-0.95,hold,2025-08-15 01:18:51
IMOEX,2013-05-29,28.52,buy,35.8,hold,41.14,hold,-4.01,-0.87,-3.14,hold,2025-08-15 01:18:51
IMOEX,2013-05-30,28.44,buy,35.75,hold,41.1,hold,-6.3,-1.95,-4.35,hold,2025-08-15 01:18:51
IMOEX,2013-05-31,22.51,buy,32.06,hold,38.78,hold,-8.91,-3.35,-5.57,hold,2025-08-15 01:18:51
IMOEX,2013-06-03,16.84,buy,28.12,buy,36.22,hold,-11.88,-5.05,-6.82,hold,2025-08-15 01:18:51
IMOEX,2013-06-04,25.51,buy,31.41,hold,37.7,hold,-13.73,-6.79,-6.94,hold,2025-08-15 01:18:51
IMOEX,2013-06-05,16.86,buy,26.38,buy,34.63,hold,-16.2,-8.67,-7.53,hold,2025-08-15 01:18:51
IMOEX,2013-06-06,12.82,buy,23.44,buy,32.71,hold,-18.74,-10.68,-8.06,hold,2025-08-15 01:18:51
IMOEX,2013-06-07,54.56,hold,43.75,hold,42.24,hold,-18.37,-12.22,-6.15,hold,2025-08-15 01:18:51
IMOEX,2013-06-10,44.91,hold,39.75,hold,40.26,hold,-18.56,-13.49,-5.07,hold,2025-08-15 01:18:51
IMOEX,2013-06-11,22.78,buy,27.93,buy,33.53,hold,-21.2,-15.03,-6.17,hold,2025-08-15 01:18:51
IMOEX,2013-06-13,16.33,buy,23.25,buy,30.37,hold,-24.58,-16.94,-7.64,hold,2025-08-15 01:18:51
IMOEX,2013-06-14,38.55,hold,34.99,hold,36.32,hold,-25.53,-18.66,-6.87,hold,2025-08-15 01:18:51
IMOEX,2013-06-17,60.05,hold,48.48,hold,43.86,hold,-23.94,-19.72,-4.23,hold,2025-08-15 01:18:51
IMOEX,2013-06-18,66.39,hold,52.92,hold,46.51,hold,-21.63,-20.1,-1.53,hold,2025-08-15 01:18:51
IMOEX,2013-06-19,52.68,hold,47.27,hold,43.88,hold,-20.5,-20.18,-0.32,hold,2025-08-15 01:18:51
IMOEX,2013-06-20,31.67,hold,36.66,hold,38.43,hold,-21.5,-20.44,-1.06,hold,2025-08-15 01:18:51
IMOEX,2013-06-21,34.26,hold,37.83,hold,39.02,hold,-21.89,-20.73,-1.16,hold,2025-08-15 01:18:51
IMOEX,2013-06-24,27.53,buy,34.39,hold,37.26,hold,-22.63,-21.11,-1.52,hold,2025-08-15 01:18:51
IMOEX,2013-06-25,41.25,hold,39.88,hold,39.76,hold,-22.37,-21.36,-1.01,hold,2025-08-15 01:18:51
IMOEX,2013-06-26,67.8,hold,54.01,hold,46.93,hold,-20.09,-21.11,1.02,buy,2025-08-15 01:18:51
IMOEX,2013-06-27,56.56,hold,49.68,hold,45.1,hold,-18.65,-20.62,1.97,hold,2025-08-15 01:18:51
IMOEX,2013-06-28,72.13,sell,59.03,hold,50.18,hold,-15.93,-19.68,3.75,hold,2025-08-15 01:18:51
IMOEX,2013-07-01,76.1,sell,61.81,hold,51.79,hold,-13.17,-18.38,5.21,hold,2025-08-15 01:18:51
IMOEX,2013-07-02,77.48,sell,62.72,hold,52.3,hold,-10.71,-16.85,6.13,hold,2025-08-15 01:18:51
IMOEX,2013-07-03,63.99,hold,58.4,hold,50.77,hold,-9.03,-15.28,6.25,hold,2025-08-15 01:18:51
IMOEX,2013-07-04,80.49,sell,67.57,hold,55.67,hold,-6.34,-13.49,7.15,hold,2025-08-15 01:18:51
IMOEX,2013-07-05,63.76,hold,61.06,hold,53.31,hold,-4.68,-11.73,7.05,hold,2025-08-15 01:18:51
IMOEX,2013-07-08,71.6,sell,64.86,hold,55.26,hold,-2.84,-9.95,7.11,hold,2025-08-15 01:18:51
IMOEX,2013-07-09,61.99,hold,61.25,hold,54.01,hold,-1.61,-8.29,6.67,hold,2025-08-15 01:18:51
IMOEX,2013-07-10,36.11,hold,48.96,hold,49.35,hold,-1.59,-6.95,5.35,hold,2025-08-15 01:18:51
IMOEX,2013-07-11,76.1,sell,69.59,hold,60.06,hold,1.19,-5.32,6.51,hold,2025-08-15 01:18:51
IMOEX,2013-07-12,86.47,sell,78.56,sell,66.76,hold,5.75,-3.11,8.86,hold,2025-08-15 01:18:51
IMOEX,2013-07-15,87.79,sell,79.81,sell,67.8,hold,9.69,-0.55,10.24,hold,2025-08-15 01:18:51
IMOEX,2013-07-16,89.53,sell,81.38,sell,69.09,hold,13.18,2.2,10.98,hold,2025-08-15 01:18:51
IMOEX,2013-07-17,93.71,sell,85.72,sell,72.98,sell,17.5,5.26,12.24,hold,2025-08-15 01:18:51
IMOEX,2013-07-18,67.39,hold,71.86,sell,66.6,hold,19.48,8.1,11.37,hold,2025-08-15 01:18:51
IMOEX,2013-07-19,71.16,sell,73.54,sell,67.62,hold,21.21,10.72,10.48,hold,2025-08-15 01:18:51
IMOEX,2013-07-22,59.43,hold,67.71,hold,64.99,hold,21.83,12.94,8.88,hold,2025-08-15 01:18:51
IMOEX,2013-07-23,62.02,hold,68.58,hold,65.42,hold,22.21,14.8,7.41,hold,2025-08-15 01:18:51
IMOEX,2013-07-24,41.67,hold,58.42,hold,60.94,hold,21.46,16.13,5.33,hold,2025-08-15 01:18:51
IMOEX,2013-07-25,33.18,hold,53.23,hold,58.52,hold,20.2,16.94,3.25,hold,2025-08-15 01:18:51
IMOEX,2013-07-26,37.26,hold,54.32,hold,58.92,hold,19.07,17.37,1.7,hold,2025-08-15 01:18:51
IMOEX,2013-07-29,28.05,buy,49.11,hold,56.62,hold,17.59,17.41,0.17,hold,2025-08-15 01:18:51
IMOEX,2013-07-30,15.71,buy,39.06,hold,51.63,hold,15.35,17.0,-1.65,sell,2025-08-15 01:18:51
IMOEX,2013-07-31,9.55,buy,31.16,hold,46.92,hold,12.5,16.1,-3.6,hold,2025-08-15 01:18:51
IMOEX,2013-08-01,56.53,hold,53.18,hold,55.58,hold,11.93,15.27,-3.33,hold,2025-08-15 01:18:51
IMOEX,2013-08-02,47.01,hold,48.12,hold,52.97,hold,10.85,14.38,-3.53,hold,2025-08-15 01:18:51
