symbol,name,currency,date,close price
IMOEX,Moscow Exchange Index,RUB,2022-11-09,2166.56
IMOEX,Moscow Exchange Index,RUB,2022-11-10,2210.02
IMOEX,Moscow Exchange Index,RUB,2022-11-11,2217.44
IMOEX,Moscow Exchange Index,RUB,2022-11-14,2244.77
IMOEX,Moscow Exchange Index,RUB,2022-11-15,2223.26
IMOEX,Moscow Exchange Index,RUB,2022-11-16,2227.19
IMOEX,Moscow Exchange Index,RUB,2022-11-17,2212.93
IMOEX,Moscow Exchange Index,RUB,2022-11-18,2206.32
IMOEX,Moscow Exchange Index,RUB,2022-11-21,2166.31
IMOEX,Moscow Exchange Index,RUB,2022-11-22,2196.04
IMOEX,Moscow Exchange Index,RUB,2022-11-23,2211.89
IMOEX,Moscow Exchange Index,RUB,2022-11-24,2210.95
IMOEX,Moscow Exchange Index,RUB,2022-11-25,2195.17
IMOEX,Moscow Exchange Index,RUB,2022-11-28,2177.45
IMOEX,Moscow Exchange Index,RUB,2022-11-29,2185.32
IMOEX,Moscow Exchange Index,RUB,2022-11-30,2174.53
IMOEX,Moscow Exchange Index,RUB,2022-12-01,2187.29
IMOEX,Moscow Exchange Index,RUB,2022-12-02,2180.44
IMOEX,Moscow Exchange Index,RUB,2022-12-05,2208.28
IMOEX,Moscow Exchange Index,RUB,2022-12-06,2196.24
IMOEX,Moscow Exchange Index,RUB,2022-12-07,2192.88
IMOEX,Moscow Exchange Index,RUB,2022-12-08,2184.43
IMOEX,Moscow Exchange Index,RUB,2022-12-09,2177.85
IMOEX,Moscow Exchange Index,RUB,2022-12-12,2173.16
IMOEX,Moscow Exchange Index,RUB,2022-12-13,2174.38
IMOEX,Moscow Exchange Index,RUB,2022-12-14,2159.81
IMOEX,Moscow Exchange Index,RUB,2022-12-15,2126.8
IMOEX,Moscow Exchange Index,RUB,2022-12-16,2132.75
IMOEX,Moscow Exchange Index,RUB,2022-12-19,2129.98
IMOEX,Moscow Exchange Index,RUB,2022-12-20,2119.37
IMOEX,Moscow Exchange Index,RUB,2022-12-21,2116.13
IMOEX,Moscow Exchange Index,RUB,2022-12-22,2122.91
IMOEX,Moscow Exchange Index,RUB,2022-12-23,2124.02
IMOEX,Moscow Exchange Index,RUB,2022-12-26,2139.21
IMOEX,Moscow Exchange Index,RUB,2022-12-27,2150.92
IMOEX,Moscow Exchange Index,RUB,2022-12-28,2139.77
IMOEX,Moscow Exchange Index,RUB,2022-12-29,2147.06
IMOEX,Moscow Exchange Index,RUB,2022-12-30,2154.12
IMOEX,Moscow Exchange Index,RUB,2023-01-03,2172.68
IMOEX,Moscow Exchange Index,RUB,2023-01-04,2168.42
IMOEX,Moscow Exchange Index,RUB,2023-01-05,2156.67
IMOEX,Moscow Exchange Index,RUB,2023-01-06,2156.39
IMOEX,Moscow Exchange Index,RUB,2023-01-09,2163.5
IMOEX,Moscow Exchange Index,RUB,2023-01-10,2159.51
IMOEX,Moscow Exchange Index,RUB,2023-01-11,2186.98
IMOEX,Moscow Exchange Index,RUB,2023-01-12,2185.93
IMOEX,Moscow Exchange Index,RUB,2023-01-13,2199.94
IMOEX,Moscow Exchange Index,RUB,2023-01-16,2224.9
IMOEX,Moscow Exchange Index,RUB,2023-01-17,2196.84
IMOEX,Moscow Exchange Index,RUB,2023-01-18,2196.26
IMOEX,Moscow Exchange Index,RUB,2023-01-19,2168.83
IMOEX,Moscow Exchange Index,RUB,2023-01-20,2166.69
IMOEX,Moscow Exchange Index,RUB,2023-01-23,2185.31
IMOEX,Moscow Exchange Index,RUB,2023-01-24,2172.75
IMOEX,Moscow Exchange Index,RUB,2023-01-25,2170.15
IMOEX,Moscow Exchange Index,RUB,2023-01-26,2166.92
IMOEX,Moscow Exchange Index,RUB,2023-01-27,2189.35
IMOEX,Moscow Exchange Index,RUB,2023-01-30,2204.41
IMOEX,Moscow Exchange Index,RUB,2023-01-31,2225.6
IMOEX,Moscow Exchange Index,RUB,2023-02-01,2230.15
IMOEX,Moscow Exchange Index,RUB,2023-02-02,2243.54
IMOEX,Moscow Exchange Index,RUB,2023-02-03,2248.3
IMOEX,Moscow Exchange Index,RUB,2023-02-06,2272.37
IMOEX,Moscow Exchange Index,RUB,2023-02-07,2267.69
IMOEX,Moscow Exchange Index,RUB,2023-02-08,2251.97
IMOEX,Moscow Exchange Index,RUB,2023-02-09,2262.45
IMOEX,Moscow Exchange Index,RUB,2023-02-10,2261.58
IMOEX,Moscow Exchange Index,RUB,2023-02-13,2264.27
IMOEX,Moscow Exchange Index,RUB,2023-02-14,2232.23
IMOEX,Moscow Exchange Index,RUB,2023-02-15,2166.46
IMOEX,Moscow Exchange Index,RUB,2023-02-16,2153.96
IMOEX,Moscow Exchange Index,RUB,2023-02-17,2168.88
IMOEX,Moscow Exchange Index,RUB,2023-02-20,2183.57
IMOEX,Moscow Exchange Index,RUB,2023-02-21,2212.42
IMOEX,Moscow Exchange Index,RUB,2023-02-22,2212.4
IMOEX,Moscow Exchange Index,RUB,2023-02-24,2208.03
IMOEX,Moscow Exchange Index,RUB,2023-02-27,2241.1
IMOEX,Moscow Exchange Index,RUB,2023-02-28,2253.16
IMOEX,Moscow Exchange Index,RUB,2023-03-01,2279.65
IMOEX,Moscow Exchange Index,RUB,2023-03-02,2254.3
IMOEX,Moscow Exchange Index,RUB,2023-03-03,2272.2
IMOEX,Moscow Exchange Index,RUB,2023-03-06,2294.12
IMOEX,Moscow Exchange Index,RUB,2023-03-07,2295.6
IMOEX,Moscow Exchange Index,RUB,2023-03-09,2290.14
IMOEX,Moscow Exchange Index,RUB,2023-03-10,2276.25
IMOEX,Moscow Exchange Index,RUB,2023-03-13,2269.47
IMOEX,Moscow Exchange Index,RUB,2023-03-14,2290.32
IMOEX,Moscow Exchange Index,RUB,2023-03-15,2262.07
IMOEX,Moscow Exchange Index,RUB,2023-03-16,2258.22
IMOEX,Moscow Exchange Index,RUB,2023-03-17,2322.78
IMOEX,Moscow Exchange Index,RUB,2023-03-20,2397.16
IMOEX,Moscow Exchange Index,RUB,2023-03-21,2398.15
IMOEX,Moscow Exchange Index,RUB,2023-03-22,2393.88
IMOEX,Moscow Exchange Index,RUB,2023-03-23,2388.35
IMOEX,Moscow Exchange Index,RUB,2023-03-24,2391.53
IMOEX,Moscow Exchange Index,RUB,2023-03-27,2440.68
IMOEX,Moscow Exchange Index,RUB,2023-03-28,2442.19
IMOEX,Moscow Exchange Index,RUB,2023-03-29,2460.87
IMOEX,Moscow Exchange Index,RUB,2023-03-30,2465.93
IMOEX,Moscow Exchange Index,RUB,2023-03-31,2450.67
IMOEX,Moscow Exchange Index,RUB,2023-04-03,2473.32
IMOEX,Moscow Exchange Index,RUB,2023-04-04,2480.45
IMOEX,Moscow Exchange Index,RUB,2023-04-05,2500.8
IMOEX,Moscow Exchange Index,RUB,2023-04-06,2498.3
IMOEX,Moscow Exchange Index,RUB,2023-04-07,2508.39
IMOEX,Moscow Exchange Index,RUB,2023-04-10,2547.35
IMOEX,Moscow Exchange Index,RUB,2023-04-11,2533.69
IMOEX,Moscow Exchange Index,RUB,2023-04-12,2538.47
IMOEX,Moscow Exchange Index,RUB,2023-04-13,2544.28
IMOEX,Moscow Exchange Index,RUB,2023-04-14,2554.85
IMOEX,Moscow Exchange Index,RUB,2023-04-17,2596.11
IMOEX,Moscow Exchange Index,RUB,2023-04-18,2615.62
IMOEX,Moscow Exchange Index,RUB,2023-04-19,2606.55
IMOEX,Moscow Exchange Index,RUB,2023-04-20,2637.85
IMOEX,Moscow Exchange Index,RUB,2023-04-21,2639.95
IMOEX,Moscow Exchange Index,RUB,2023-04-24,2635.43
IMOEX,Moscow Exchange Index,RUB,2023-04-25,2626.86
IMOEX,Moscow Exchange Index,RUB,2023-04-26,2620.33
IMOEX,Moscow Exchange Index,RUB,2023-04-27,2646.18
IMOEX,Moscow Exchange Index,RUB,2023-04-28,2634.94
IMOEX,Moscow Exchange Index,RUB,2023-05-02,2580.51
IMOEX,Moscow Exchange Index,RUB,2023-05-03,2532.42
IMOEX,Moscow Exchange Index,RUB,2023-05-04,2524.51
IMOEX,Moscow Exchange Index,RUB,2023-05-05,2538.24
IMOEX,Moscow Exchange Index,RUB,2023-05-08,2527.59
IMOEX,Moscow Exchange Index,RUB,2023-05-10,2548.63
IMOEX,Moscow Exchange Index,RUB,2023-05-11,2595.12
IMOEX,Moscow Exchange Index,RUB,2023-05-12,2565.17
IMOEX,Moscow Exchange Index,RUB,2023-05-15,2611.07
IMOEX,Moscow Exchange Index,RUB,2023-05-16,2633.71
IMOEX,Moscow Exchange Index,RUB,2023-05-17,2634.48
IMOEX,Moscow Exchange Index,RUB,2023-05-18,2632.91
IMOEX,Moscow Exchange Index,RUB,2023-05-19,2626.16
IMOEX,Moscow Exchange Index,RUB,2023-05-22,2633.26
IMOEX,Moscow Exchange Index,RUB,2023-05-23,2641.66
IMOEX,Moscow Exchange Index,RUB,2023-05-24,2654.99
IMOEX,Moscow Exchange Index,RUB,2023-05-25,2649.98
IMOEX,Moscow Exchange Index,RUB,2023-05-26,2682.03
IMOEX,Moscow Exchange Index,RUB,2023-05-29,2732.0
IMOEX,Moscow Exchange Index,RUB,2023-05-30,2698.75
IMOEX,Moscow Exchange Index,RUB,2023-05-31,2717.64
IMOEX,Moscow Exchange Index,RUB,2023-06-01,2721.73
IMOEX,Moscow Exchange Index,RUB,2023-06-02,2719.48
IMOEX,Moscow Exchange Index,RUB,2023-06-05,2694.14
IMOEX,Moscow Exchange Index,RUB,2023-06-06,2681.25
IMOEX,Moscow Exchange Index,RUB,2023-06-07,2694.69
IMOEX,Moscow Exchange Index,RUB,2023-06-08,2709.69
IMOEX,Moscow Exchange Index,RUB,2023-06-09,2708.04
IMOEX,Moscow Exchange Index,RUB,2023-06-13,2757.28
IMOEX,Moscow Exchange Index,RUB,2023-06-14,2765.18
IMOEX,Moscow Exchange Index,RUB,2023-06-15,2800.17
IMOEX,Moscow Exchange Index,RUB,2023-06-16,2800.79
IMOEX,Moscow Exchange Index,RUB,2023-06-19,2815.07
IMOEX,Moscow Exchange Index,RUB,2023-06-20,2803.69
IMOEX,Moscow Exchange Index,RUB,2023-06-21,2819.3
IMOEX,Moscow Exchange Index,RUB,2023-06-22,2815.83
IMOEX,Moscow Exchange Index,RUB,2023-06-23,2795.06
IMOEX,Moscow Exchange Index,RUB,2023-06-26,2757.13
IMOEX,Moscow Exchange Index,RUB,2023-06-27,2776.63
IMOEX,Moscow Exchange Index,RUB,2023-06-28,2780.92
IMOEX,Moscow Exchange Index,RUB,2023-06-29,2796.41
IMOEX,Moscow Exchange Index,RUB,2023-06-30,2797.37
IMOEX,Moscow Exchange Index,RUB,2023-07-03,2793.93
IMOEX,Moscow Exchange Index,RUB,2023-07-04,2808.22
IMOEX,Moscow Exchange Index,RUB,2023-07-05,2805.0
IMOEX,Moscow Exchange Index,RUB,2023-07-06,2819.6
IMOEX,Moscow Exchange Index,RUB,2023-07-07,2832.51
IMOEX,Moscow Exchange Index,RUB,2023-07-10,2856.76
IMOEX,Moscow Exchange Index,RUB,2023-07-11,2860.33
IMOEX,Moscow Exchange Index,RUB,2023-07-12,2896.83
IMOEX,Moscow Exchange Index,RUB,2023-07-13,2885.63
IMOEX,Moscow Exchange Index,RUB,2023-07-14,2902.72
IMOEX,Moscow Exchange Index,RUB,2023-07-17,2917.61
IMOEX,Moscow Exchange Index,RUB,2023-07-18,2954.52
IMOEX,Moscow Exchange Index,RUB,2023-07-19,2943.43
IMOEX,Moscow Exchange Index,RUB,2023-07-20,2917.48
IMOEX,Moscow Exchange Index,RUB,2023-07-21,2923.54
IMOEX,Moscow Exchange Index,RUB,2023-07-24,2937.47
IMOEX,Moscow Exchange Index,RUB,2023-07-25,2975.36
IMOEX,Moscow Exchange Index,RUB,2023-07-26,2970.42
IMOEX,Moscow Exchange Index,RUB,2023-07-27,2987.85
IMOEX,Moscow Exchange Index,RUB,2023-07-28,3008.61
IMOEX,Moscow Exchange Index,RUB,2023-07-31,3073.5
IMOEX,Moscow Exchange Index,RUB,2023-08-01,3093.64
IMOEX,Moscow Exchange Index,RUB,2023-08-02,3106.46
IMOEX,Moscow Exchange Index,RUB,2023-08-03,3147.8
IMOEX,Moscow Exchange Index,RUB,2023-08-04,3092.44
IMOEX,Moscow Exchange Index,RUB,2023-08-07,3084.08
IMOEX,Moscow Exchange Index,RUB,2023-08-08,3085.31
IMOEX,Moscow Exchange Index,RUB,2023-08-09,3099.52
IMOEX,Moscow Exchange Index,RUB,2023-08-10,3148.86
IMOEX,Moscow Exchange Index,RUB,2023-08-11,3155.51
IMOEX,Moscow Exchange Index,RUB,2023-08-14,3131.0
IMOEX,Moscow Exchange Index,RUB,2023-08-15,3115.25
IMOEX,Moscow Exchange Index,RUB,2023-08-16,3049.46
IMOEX,Moscow Exchange Index,RUB,2023-08-17,3059.02
IMOEX,Moscow Exchange Index,RUB,2023-08-18,3111.22
IMOEX,Moscow Exchange Index,RUB,2023-08-21,3139.93
IMOEX,Moscow Exchange Index,RUB,2023-08-22,3164.25
IMOEX,Moscow Exchange Index,RUB,2023-08-23,3146.2
IMOEX,Moscow Exchange Index,RUB,2023-08-24,3137.37
IMOEX,Moscow Exchange Index,RUB,2023-08-25,3157.33
IMOEX,Moscow Exchange Index,RUB,2023-08-28,3198.72
IMOEX,Moscow Exchange Index,RUB,2023-08-29,3211.36
IMOEX,Moscow Exchange Index,RUB,2023-08-30,3212.68
IMOEX,Moscow Exchange Index,RUB,2023-08-31,3227.99
IMOEX,Moscow Exchange Index,RUB,2023-09-01,3231.35
IMOEX,Moscow Exchange Index,RUB,2023-09-04,3268.97
IMOEX,Moscow Exchange Index,RUB,2023-09-05,3264.43
IMOEX,Moscow Exchange Index,RUB,2023-09-06,3245.47
IMOEX,Moscow Exchange Index,RUB,2023-09-07,3169.07
IMOEX,Moscow Exchange Index,RUB,2023-09-08,3142.88
IMOEX,Moscow Exchange Index,RUB,2023-09-11,3122.37
IMOEX,Moscow Exchange Index,RUB,2023-09-12,3165.92
IMOEX,Moscow Exchange Index,RUB,2023-09-13,3148.32
IMOEX,Moscow Exchange Index,RUB,2023-09-14,3139.49
IMOEX,Moscow Exchange Index,RUB,2023-09-15,3152.53
IMOEX,Moscow Exchange Index,RUB,2023-09-18,3135.18
IMOEX,Moscow Exchange Index,RUB,2023-09-19,3083.85
IMOEX,Moscow Exchange Index,RUB,2023-09-20,3068.15
IMOEX,Moscow Exchange Index,RUB,2023-09-21,3019.22
IMOEX,Moscow Exchange Index,RUB,2023-09-22,3049.07
IMOEX,Moscow Exchange Index,RUB,2023-09-25,3045.39
IMOEX,Moscow Exchange Index,RUB,2023-09-26,3051.91
IMOEX,Moscow Exchange Index,RUB,2023-09-27,3067.61
IMOEX,Moscow Exchange Index,RUB,2023-09-28,3108.07
IMOEX,Moscow Exchange Index,RUB,2023-09-29,3133.26
IMOEX,Moscow Exchange Index,RUB,2023-10-02,3132.33
IMOEX,Moscow Exchange Index,RUB,2023-10-03,3143.88
IMOEX,Moscow Exchange Index,RUB,2023-10-04,3134.25
IMOEX,Moscow Exchange Index,RUB,2023-10-05,3131.76
IMOEX,Moscow Exchange Index,RUB,2023-10-06,3144.89
IMOEX,Moscow Exchange Index,RUB,2023-10-09,3174.02
IMOEX,Moscow Exchange Index,RUB,2023-10-10,3177.03
IMOEX,Moscow Exchange Index,RUB,2023-10-11,3194.12
IMOEX,Moscow Exchange Index,RUB,2023-10-12,3174.66
IMOEX,Moscow Exchange Index,RUB,2023-10-13,3192.33
IMOEX,Moscow Exchange Index,RUB,2023-10-16,3234.78
IMOEX,Moscow Exchange Index,RUB,2023-10-17,3247.15
IMOEX,Moscow Exchange Index,RUB,2023-10-18,3249.21
IMOEX,Moscow Exchange Index,RUB,2023-10-19,3255.16
IMOEX,Moscow Exchange Index,RUB,2023-10-20,3269.27
IMOEX,Moscow Exchange Index,RUB,2023-10-23,3263.68
IMOEX,Moscow Exchange Index,RUB,2023-10-24,3265.01
IMOEX,Moscow Exchange Index,RUB,2023-10-25,3265.28
IMOEX,Moscow Exchange Index,RUB,2023-10-26,3223.89
IMOEX,Moscow Exchange Index,RUB,2023-10-27,3224.18
IMOEX,Moscow Exchange Index,RUB,2023-10-30,3227.07
IMOEX,Moscow Exchange Index,RUB,2023-10-31,3200.97
IMOEX,Moscow Exchange Index,RUB,2023-11-01,3206.52
IMOEX,Moscow Exchange Index,RUB,2023-11-02,3197.22
IMOEX,Moscow Exchange Index,RUB,2023-11-03,3208.63
IMOEX,Moscow Exchange Index,RUB,2023-11-06,3235.11
IMOEX,Moscow Exchange Index,RUB,2023-11-07,3246.34
IMOEX,Moscow Exchange Index,RUB,2023-11-08,3245.43
IMOEX,Moscow Exchange Index,RUB,2023-11-09,3239.92
IMOEX,Moscow Exchange Index,RUB,2023-11-10,3242.06
IMOEX,Moscow Exchange Index,RUB,2023-11-13,3248.27
IMOEX,Moscow Exchange Index,RUB,2023-11-14,3212.39
IMOEX,Moscow Exchange Index,RUB,2023-11-15,3215.11
IMOEX,Moscow Exchange Index,RUB,2023-11-16,3189.08
IMOEX,Moscow Exchange Index,RUB,2023-11-17,3206.34
IMOEX,Moscow Exchange Index,RUB,2023-11-20,3207.36
IMOEX,Moscow Exchange Index,RUB,2023-11-21,3218.48
IMOEX,Moscow Exchange Index,RUB,2023-11-22,3230.65
IMOEX,Moscow Exchange Index,RUB,2023-11-23,3221.05
IMOEX,Moscow Exchange Index,RUB,2023-11-24,3217.76
IMOEX,Moscow Exchange Index,RUB,2023-11-27,3191.05
IMOEX,Moscow Exchange Index,RUB,2023-11-28,3196.36
IMOEX,Moscow Exchange Index,RUB,2023-11-29,3173.52
IMOEX,Moscow Exchange Index,RUB,2023-11-30,3165.79
IMOEX,Moscow Exchange Index,RUB,2023-12-01,3142.29
IMOEX,Moscow Exchange Index,RUB,2023-12-04,3114.41
IMOEX,Moscow Exchange Index,RUB,2023-12-05,3129.33
IMOEX,Moscow Exchange Index,RUB,2023-12-06,3079.5
IMOEX,Moscow Exchange Index,RUB,2023-12-07,3073.63
IMOEX,Moscow Exchange Index,RUB,2023-12-08,3079.99
IMOEX,Moscow Exchange Index,RUB,2023-12-11,3026.17
IMOEX,Moscow Exchange Index,RUB,2023-12-12,3019.89
IMOEX,Moscow Exchange Index,RUB,2023-12-13,3032.22
IMOEX,Moscow Exchange Index,RUB,2023-12-14,3008.84
IMOEX,Moscow Exchange Index,RUB,2023-12-15,3033.89
IMOEX,Moscow Exchange Index,RUB,2023-12-18,3076.26
IMOEX,Moscow Exchange Index,RUB,2023-12-19,3083.64
IMOEX,Moscow Exchange Index,RUB,2023-12-20,3104.66
IMOEX,Moscow Exchange Index,RUB,2023-12-21,3073.57
IMOEX,Moscow Exchange Index,RUB,2023-12-22,3092.58
IMOEX,Moscow Exchange Index,RUB,2023-12-25,3099.02
IMOEX,Moscow Exchange Index,RUB,2023-12-26,3094.72
IMOEX,Moscow Exchange Index,RUB,2023-12-27,3097.49
IMOEX,Moscow Exchange Index,RUB,2023-12-28,3101.99
IMOEX,Moscow Exchange Index,RUB,2023-12-29,3099.11
IMOEX,Moscow Exchange Index,RUB,2024-01-03,3130.23
IMOEX,Moscow Exchange Index,RUB,2024-01-04,3136.07
IMOEX,Moscow Exchange Index,RUB,2024-01-05,3136.37
IMOEX,Moscow Exchange Index,RUB,2024-01-08,3158.58
IMOEX,Moscow Exchange Index,RUB,2024-01-09,3155.55
IMOEX,Moscow Exchange Index,RUB,2024-01-10,3164.7
IMOEX,Moscow Exchange Index,RUB,2024-01-11,3181.25
IMOEX,Moscow Exchange Index,RUB,2024-01-12,3185.22
IMOEX,Moscow Exchange Index,RUB,2024-01-15,3184.88
IMOEX,Moscow Exchange Index,RUB,2024-01-16,3179.45
IMOEX,Moscow Exchange Index,RUB,2024-01-17,3185.23
IMOEX,Moscow Exchange Index,RUB,2024-01-18,3178.85
IMOEX,Moscow Exchange Index,RUB,2024-01-19,3166.37
IMOEX,Moscow Exchange Index,RUB,2024-01-22,3172.15
IMOEX,Moscow Exchange Index,RUB,2024-01-23,3175.74
IMOEX,Moscow Exchange Index,RUB,2024-01-24,3162.41
IMOEX,Moscow Exchange Index,RUB,2024-01-25,3157.74
IMOEX,Moscow Exchange Index,RUB,2024-01-26,3163.21
IMOEX,Moscow Exchange Index,RUB,2024-01-29,3176.61
IMOEX,Moscow Exchange Index,RUB,2024-01-30,3196.08
IMOEX,Moscow Exchange Index,RUB,2024-01-31,3214.19
IMOEX,Moscow Exchange Index,RUB,2024-02-01,3229.89
IMOEX,Moscow Exchange Index,RUB,2024-02-02,3226.35
IMOEX,Moscow Exchange Index,RUB,2024-02-05,3226.79
IMOEX,Moscow Exchange Index,RUB,2024-02-06,3238.4
IMOEX,Moscow Exchange Index,RUB,2024-02-07,3256.58
IMOEX,Moscow Exchange Index,RUB,2024-02-08,3241.81
IMOEX,Moscow Exchange Index,RUB,2024-02-09,3242.38
IMOEX,Moscow Exchange Index,RUB,2024-02-12,3248.5
IMOEX,Moscow Exchange Index,RUB,2024-02-13,3254.6
IMOEX,Moscow Exchange Index,RUB,2024-02-14,3258.14
IMOEX,Moscow Exchange Index,RUB,2024-02-15,3265.63
IMOEX,Moscow Exchange Index,RUB,2024-02-16,3242.48
IMOEX,Moscow Exchange Index,RUB,2024-02-19,3244.56
IMOEX,Moscow Exchange Index,RUB,2024-02-20,3207.49
IMOEX,Moscow Exchange Index,RUB,2024-02-21,3139.5
IMOEX,Moscow Exchange Index,RUB,2024-02-22,3142.3
IMOEX,Moscow Exchange Index,RUB,2024-02-26,3213.17
IMOEX,Moscow Exchange Index,RUB,2024-02-27,3208.99
IMOEX,Moscow Exchange Index,RUB,2024-02-28,3227.05
IMOEX,Moscow Exchange Index,RUB,2024-02-29,3256.8
IMOEX,Moscow Exchange Index,RUB,2024-03-01,3266.66
IMOEX,Moscow Exchange Index,RUB,2024-03-04,3296.75
IMOEX,Moscow Exchange Index,RUB,2024-03-05,3300.89
IMOEX,Moscow Exchange Index,RUB,2024-03-06,3310.58
IMOEX,Moscow Exchange Index,RUB,2024-03-07,3315.68
IMOEX,Moscow Exchange Index,RUB,2024-03-11,3320.31
IMOEX,Moscow Exchange Index,RUB,2024-03-12,3332.6
IMOEX,Moscow Exchange Index,RUB,2024-03-13,3320.68
IMOEX,Moscow Exchange Index,RUB,2024-03-14,3297.0
IMOEX,Moscow Exchange Index,RUB,2024-03-15,3300.07
IMOEX,Moscow Exchange Index,RUB,2024-03-18,3296.3
IMOEX,Moscow Exchange Index,RUB,2024-03-19,3264.97
IMOEX,Moscow Exchange Index,RUB,2024-03-20,3267.1
IMOEX,Moscow Exchange Index,RUB,2024-03-21,3286.69
IMOEX,Moscow Exchange Index,RUB,2024-03-22,3273.49
IMOEX,Moscow Exchange Index,RUB,2024-03-25,3281.63
IMOEX,Moscow Exchange Index,RUB,2024-03-26,3285.54
IMOEX,Moscow Exchange Index,RUB,2024-03-27,3304.09
IMOEX,Moscow Exchange Index,RUB,2024-03-28,3312.77
IMOEX,Moscow Exchange Index,RUB,2024-03-29,3332.53
IMOEX,Moscow Exchange Index,RUB,2024-04-01,3363.29
IMOEX,Moscow Exchange Index,RUB,2024-04-02,3371.29
IMOEX,Moscow Exchange Index,RUB,2024-04-03,3395.59
IMOEX,Moscow Exchange Index,RUB,2024-04-04,3407.57
IMOEX,Moscow Exchange Index,RUB,2024-04-05,3395.37
IMOEX,Moscow Exchange Index,RUB,2024-04-08,3417.38
IMOEX,Moscow Exchange Index,RUB,2024-04-09,3414.26
IMOEX,Moscow Exchange Index,RUB,2024-04-10,3439.11
