date,symbol,sector,action,price,shares,notional,position_shares_after,position_value_after,cash_after,total_equity_after,rsi_6,rsi_6_signal,rsi_12,rsi_12_signal,rsi_24,rsi_24_signal
2023-10-03,MRKV,Electric Power,buy,0.07,803798.0,56265.84,25572367.58,1790065.73,225063.35,2015129.08,28.33,buy,38.4,hold,44.62,hold
2023-10-05,KRSB,Electric Power,sell,20.55,1030.0,21160.91,101943.09,2094930.42,129625.49,2224555.91,72.65,sell,59.11,hold,50.53,hold
2023-10-06,KRSB,Electric Power,sell,20.9,1019.0,21306.11,100923.66,2109304.4,150931.59,2260235.99,79.78,sell,63.97,hold,53.06,hold
2023-10-12,MRKV,Electric Power,buy,0.06,750211.0,45012.67,26322578.74,1579354.72,180050.68,1759405.4,29.63,buy,38.45,hold,44.16,hold
2023-10-17,KRSB,Electric Power,sell,20.55,1009.0,20739.81,99914.42,2053241.31,171671.41,2224912.71,70.13,sell,59.19,hold,51.65,hold
2023-10-18,KRSB,Electric Power,sell,21.19,999.0,21171.87,98915.27,2096014.67,192843.27,2288857.94,84.2,sell,70.1,sell,57.33,hold
2023-10-19,KRSB,Electric Power,sell,21.24,989.0,21009.6,97926.12,2079950.83,213852.88,2293803.71,84.97,sell,70.82,sell,57.76,hold
2023-10-23,MRKV,Electric Power,sell,0.07,263226.0,18425.81,26059352.96,1824154.71,198476.48,2022631.19,75.84,sell,53.91,hold,48.51,hold
2023-10-24,MRKV,Electric Power,sell,0.07,260594.0,18241.55,25798759.43,1805913.16,216718.03,2022631.19,93.88,sell,73.47,sell,56.26,hold
2023-10-25,MRKV,Electric Power,sell,0.07,257988.0,18059.13,25540771.83,1787854.03,234777.16,2022631.19,95.58,sell,77.6,sell,58.73,hold
2023-10-27,KRSB,Electric Power,sell,21.24,979.0,20799.51,96946.86,2059151.32,234652.38,2293803.71,77.71,sell,66.97,hold,57.57,hold
2023-10-31,KRSB,Electric Power,buy,20.2,2323.0,46930.48,99270.15,2005257.06,187721.91,2192978.97,24.96,buy,37.73,hold,45.07,hold
2023-10-31,MRKV,Electric Power,buy,0.07,670792.0,46955.43,26211563.72,1834809.46,187821.73,2022631.19,29.99,buy,39.77,hold,45.07,hold
2023-11-02,KRSB,Electric Power,buy,20.14,1864.0,37544.38,101134.32,2036845.24,150177.53,2187022.76,27.0,buy,37.48,hold,44.58,hold
2023-11-02,MRKV,Electric Power,buy,0.06,626072.0,37564.35,26837636.16,1610258.17,150257.38,1760515.55,26.25,buy,36.33,hold,43.18,hold
2023-11-03,KRSB,Electric Power,buy,19.7,1525.0,30035.51,102658.97,2022381.64,120142.02,2142523.66,16.39,buy,29.33,buy,40.02,hold
2023-11-03,MRKV,Electric Power,buy,0.06,500858.0,30051.48,27338494.1,1640309.65,120205.91,1760515.55,20.5,buy,32.22,hold,41.04,hold
2023-11-06,KRSB,Electric Power,buy,19.5,1232.0,24028.4,103891.19,2025878.25,96113.62,2121991.87,13.11,buy,26.27,buy,38.1,hold
2023-11-07,KRSB,Electric Power,buy,19.5,986.0,19222.72,104876.97,2045100.97,76890.89,2121991.87,13.11,buy,26.27,buy,38.1,hold
2023-11-08,KRSB,Electric Power,buy,19.32,796.0,15378.18,105672.94,2041601.3,61512.71,2103114.01,9.69,buy,23.22,buy,36.25,hold
2023-11-09,KRSB,Electric Power,buy,19.18,641.0,12302.54,106314.37,2039109.63,49210.17,2088319.8,7.54,buy,20.98,buy,34.82,hold
2023-11-09,MRKV,Electric Power,buy,0.06,400686.0,24041.18,27739180.46,1664350.83,96164.73,1760515.55,23.68,buy,32.7,hold,39.87,hold
2023-11-10,KRSB,Electric Power,buy,17.92,549.0,9842.03,106863.59,1914995.55,39368.14,1954363.69,1.99,buy,10.35,buy,25.12,buy
2023-11-10,MRKV,Electric Power,buy,0.06,320549.0,19232.95,28059729.55,1683583.77,76931.78,1760515.55,16.51,buy,26.82,buy,36.12,hold
2023-11-13,KRSB,Electric Power,buy,16.72,471.0,7873.63,107334.5,1794632.87,31494.51,1826127.38,1.01,buy,6.6,buy,19.5,buy
2023-11-13,MRKV,Electric Power,buy,0.06,256439.0,15386.36,28316168.81,1698970.13,61545.42,1760515.55,10.89,buy,21.31,buy,32.11,hold
2023-11-14,KRSB,Electric Power,buy,15.98,394.0,6298.9,107728.68,1721504.24,25195.61,1746699.85,0.7,buy,5.22,buy,16.95,buy
2023-11-14,MRKV,Electric Power,buy,0.05,246182.0,12309.08,28562350.51,1428117.53,49236.34,1477353.87,4.9,buy,13.13,buy,24.54,buy
2023-11-15,KRSB,Electric Power,buy,16.86,299.0,5039.12,108027.56,1821344.6,20156.49,1841501.09,33.74,hold,26.75,buy,28.94,buy
2023-11-15,MRKV,Electric Power,buy,0.06,164121.0,9847.27,28726471.64,1723588.3,39389.07,1762977.37,31.34,hold,29.19,buy,33.11,hold
2023-11-21,MRKV,Electric Power,buy,0.06,131297.0,7877.81,28857768.55,1731466.11,31511.26,1762977.37,24.93,buy,28.18,buy,32.41,hold
2023-11-23,KRSB,Electric Power,buy,16.8,240.0,4031.3,108267.51,1818894.24,16125.19,1835019.43,22.53,buy,28.83,buy,31.78,hold
2023-11-23,MRKV,Electric Power,buy,0.05,126045.0,6302.25,28983813.58,1449190.68,25209.01,1474399.68,21.88,buy,26.52,buy,31.23,hold
2023-11-24,KRSB,Electric Power,buy,16.52,195.0,3225.04,108462.73,1791804.38,12900.15,1804704.53,16.98,buy,25.5,buy,29.97,buy
2023-11-24,MRKV,Electric Power,buy,0.05,100836.0,5041.8,29084649.6,1454232.48,20167.2,1474399.68,21.88,buy,26.52,buy,31.23,hold
2023-11-27,MRKV,Electric Power,buy,0.05,80669.0,4033.44,29165318.42,1458265.92,16133.76,1474399.68,26.48,buy,28.08,buy,31.87,hold
2023-11-28,MRKV,Electric Power,sell,0.06,291653.0,17499.19,28873665.24,1732419.91,33632.95,1766052.87,79.94,sell,60.26,hold,48.58,hold
2023-11-29,MRKV,Electric Power,sell,0.06,288737.0,17324.2,28584928.58,1715095.72,50957.15,1766052.87,82.51,sell,63.08,hold,50.48,hold
2023-11-30,KRSB,Electric Power,buy,16.62,155.0,2580.03,108617.97,1805230.68,10320.12,1815550.8,29.52,buy,32.58,hold,33.58,hold
2023-12-01,KRSB,Electric Power,buy,16.4,126.0,2064.02,108743.83,1783398.75,8256.1,1791654.85,21.51,buy,28.64,buy,31.79,hold
2023-12-04,KRSB,Electric Power,buy,15.76,105.0,1651.22,108848.6,1715453.92,6604.88,1722058.8,10.22,buy,20.22,buy,27.2,buy
2023-12-05,KRSB,Electric Power,buy,15.54,85.0,1320.98,108933.6,1692828.21,5283.9,1698112.11,8.16,buy,18.07,buy,25.81,buy
2023-12-06,KRSB,Electric Power,buy,15.34,69.0,1056.78,109002.49,1672098.27,4227.12,1676325.39,6.49,buy,16.21,buy,24.57,buy
2023-12-06,MRKV,Electric Power,buy,0.05,203829.0,10191.43,28788757.2,1439437.86,40765.72,1480203.58,26.8,buy,34.07,hold,36.93,hold
2023-12-07,KRSB,Electric Power,buy,15.12,56.0,845.42,109058.41,1648963.14,3381.7,1652344.84,4.94,buy,14.3,buy,23.23,buy
2023-12-07,MRKV,Electric Power,buy,0.05,163063.0,8153.14,28951820.09,1447591.0,32612.58,1480203.58,25.7,buy,33.36,hold,36.54,hold
2023-12-08,KRSB,Electric Power,buy,14.98,45.0,676.34,109103.56,1634371.3,2705.36,1637076.66,4.07,buy,13.14,buy,22.39,buy
2023-12-11,KRSB,Electric Power,buy,14.24,38.0,541.07,109141.55,1554175.74,2164.29,1556340.03,1.77,buy,8.71,buy,18.53,buy
2023-12-11,MRKV,Electric Power,buy,0.05,130450.0,6522.52,29082270.41,1454113.52,26090.06,1480203.58,17.38,buy,27.46,buy,33.24,hold
2023-12-12,KRSB,Electric Power,buy,14.5,30.0,432.86,109171.41,1582985.4,1731.43,1584716.83,23.14,buy,19.92,buy,23.56,buy
2023-12-12,MRKV,Electric Power,buy,0.05,104360.0,5218.01,29186630.66,1459331.53,20872.05,1480203.58,14.58,buy,25.34,buy,32.0,hold
2023-12-13,MRKV,Electric Power,buy,0.05,83488.0,4174.41,29270118.86,1463505.94,16697.64,1480203.58,21.4,buy,27.87,buy,33.05,hold
2023-12-14,MRKV,Electric Power,buy,0.05,66791.0,3339.53,29336909.42,1466845.47,13358.11,1480203.58,18.87,buy,26.59,buy,32.4,hold
2023-12-18,KRSB,Electric Power,sell,16.3,1092.0,17794.94,108079.69,1761699.0,19526.37,1781225.36,83.74,sell,66.34,hold,50.94,hold
2023-12-18,MRKV,Electric Power,sell,0.05,293369.0,14668.45,29043540.33,1452177.02,28026.57,1480203.58,72.89,sell,53.73,hold,44.56,hold
2023-12-19,KRSB,Electric Power,sell,16.58,1081.0,17919.61,106998.9,1774041.7,37445.98,1811487.68,86.51,sell,69.81,hold,53.79,hold
2023-12-19,MRKV,Electric Power,sell,0.06,290435.0,17426.12,28753104.92,1725186.3,45452.69,1770638.99,86.41,sell,67.8,hold,53.37,hold
2023-12-20,KRSB,Electric Power,sell,16.9,1070.0,18082.81,105928.91,1790198.53,55528.79,1845727.33,89.4,sell,73.5,sell,56.9,hold
2023-12-20,MRKV,Electric Power,sell,0.06,287531.0,17251.86,28465573.87,1707934.43,62704.55,1770638.99,87.22,sell,68.82,hold,54.09,hold
2023-12-21,KRSB,Electric Power,sell,16.92,1059.0,17923.17,104869.62,1774393.94,73451.97,1847845.9,89.59,sell,73.73,sell,57.09,hold
2023-12-22,KRSB,Electric Power,sell,16.92,1049.0,17743.94,103820.92,1756650.0,91195.91,1847845.9,89.59,sell,73.73,sell,57.09,hold
2023-12-26,MRKV,Electric Power,sell,0.06,284656.0,17079.34,28180918.13,1690855.09,79783.9,1770638.99,74.19,sell,65.08,hold,55.12,hold
2023-12-28,KRSB,Electric Power,buy,16.24,1123.0,18239.18,104944.02,1704290.95,72956.72,1777247.68,29.64,buy,46.73,hold,47.18,hold
2024-01-04,KRSB,Electric Power,sell,17.16,1049.0,18008.39,103894.58,1782831.06,90965.12,1873796.18,79.0,sell,70.13,sell,59.35,hold
2024-01-05,KRSB,Electric Power,sell,17.64,1039.0,18327.0,102855.64,1814373.46,109292.12,1923665.58,87.24,sell,77.14,sell,64.32,hold
2024-01-05,MRKV,Electric Power,sell,0.06,281809.0,16908.55,27899108.95,1673946.54,96692.45,1770638.99,71.64,sell,62.21,hold,54.54,hold
2024-01-08,KRSB,Electric Power,sell,18.32,1029.0,18843.15,101827.08,1865472.14,128135.28,1993607.41,92.83,sell,83.59,sell,69.98,hold
2024-01-08,MRKV,Electric Power,sell,0.06,278991.0,16739.47,27620117.86,1657207.07,113431.91,1770638.99,92.98,sell,81.87,sell,68.39,hold
2024-01-09,KRSB,Electric Power,sell,18.46,1018.0,18797.28,100808.81,1860930.65,146932.56,2007863.2,93.63,sell,84.65,sell,71.0,sell
2024-01-09,MRKV,Electric Power,sell,0.06,276201.0,16572.07,27343916.69,1640635.0,130003.99,1770638.99,84.99,sell,77.61,sell,66.43,hold
2024-01-10,KRSB,Electric Power,sell,18.34,1008.0,18488.34,99800.72,1830345.26,165420.89,1995766.15,82.53,sell,79.47,sell,68.81,hold
2024-01-10,MRKV,Electric Power,sell,0.06,273439.0,16406.35,27070477.52,1624228.65,146410.34,1770638.99,84.99,sell,77.61,sell,66.43,hold
2024-01-11,KRSB,Electric Power,sell,18.62,998.0,18582.89,98802.72,1839706.56,184003.79,2023710.35,87.41,sell,82.43,sell,71.08,sell
2024-01-12,KRSB,Electric Power,sell,18.48,988.0,18258.74,97814.69,1807615.44,202262.53,2009877.97,73.12,sell,75.96,sell,68.37,hold
2024-01-15,KRSB,Electric Power,sell,19.3,978.0,18878.23,96836.54,1868945.25,221140.76,2090086.01,88.51,sell,84.43,sell,74.54,sell
2024-01-15,MRKV,Electric Power,sell,0.06,270705.0,16242.29,26799772.74,1607986.36,162652.62,1770638.99,81.88,sell,76.66,sell,67.83,hold
2024-01-16,KRSB,Electric Power,sell,18.98,968.0,18379.58,95868.18,1819577.98,239520.34,2059098.32,67.42,hold,72.63,sell,68.85,hold
2024-01-16,MRKV,Electric Power,sell,0.06,267998.0,16079.86,26531775.02,1591906.5,178732.49,1770638.99,80.66,sell,76.12,sell,67.6,hold
2024-01-17,KRSB,Electric Power,sell,19.0,959.0,18214.95,94909.49,1803280.39,257735.29,2061015.68,68.09,hold,72.91,sell,69.01,hold
2024-01-17,MRKV,Electric Power,sell,0.06,265318.0,15919.07,26266457.27,1575987.44,194651.55,1770638.99,84.0,sell,77.94,sell,68.74,hold
2024-01-18,KRSB,Electric Power,sell,19.18,949.0,18203.64,93960.4,1802160.46,275938.93,2078099.39,74.62,sell,75.56,sell,70.5,sell
2024-01-18,MRKV,Electric Power,sell,0.06,262665.0,15759.87,26003792.69,1560227.56,210411.42,1770638.99,74.95,sell,74.58,sell,67.45,hold
2024-01-22,KRSB,Electric Power,sell,19.22,940.0,18059.19,93020.8,1787859.69,293998.12,2081857.81,70.09,sell,72.33,sell,69.22,hold
2024-01-22,MRKV,Electric Power,sell,0.06,260038.0,15602.28,25743754.77,1544625.29,226013.7,1770638.99,72.23,sell,71.46,sell,67.06,hold
2024-01-23,KRSB,Electric Power,sell,19.6,930.0,18232.08,92090.59,1804975.51,312230.2,2117205.71,82.38,sell,78.25,sell,72.46,sell
2024-01-23,MRKV,Electric Power,sell,0.07,257438.0,18020.63,25486317.22,1784042.21,244034.33,2028076.53,84.24,sell,79.25,sell,72.0,sell
2024-01-24,KRSB,Electric Power,sell,19.98,921.0,18399.7,91169.68,1821570.24,330629.9,2152200.13,88.81,sell,82.64,sell,75.28,sell
2024-01-24,MRKV,Electric Power,sell,0.07,254863.0,17840.42,25231454.05,1766201.78,261874.75,2028076.53,92.66,sell,87.13,sell,78.61,sell
2024-01-25,KRSB,Electric Power,sell,19.72,912.0,17978.66,90257.98,1779887.46,348608.56,2128496.02,65.8,hold,71.04,sell,69.95,hold
2024-01-26,KRSB,Electric Power,sell,20.14,903.0,18177.96,89355.4,1799617.85,366786.52,2166404.37,78.44,sell,77.16,sell,73.27,sell
2024-01-29,KRSB,Electric Power,sell,20.02,894.0,17888.95,88461.85,1771006.25,384675.47,2155681.72,68.34,hold,72.02,sell,70.84,sell
2024-02-01,KRSB,Electric Power,buy,19.3,3986.0,76935.09,92448.13,1784248.82,307740.37,2091989.19,29.64,buy,47.56,hold,57.8,hold
2024-02-06,MRKV,Electric Power,sell,0.07,252315.0,17662.02,24979139.51,1748539.77,279536.77,2028076.53,74.34,sell,66.41,hold,64.76,hold
2024-02-07,KRSB,Electric Power,buy,19.1,3222.0,61548.07,95670.54,1827307.27,246192.3,2073499.56,21.14,buy,39.02,hold,52.71,hold
2024-02-07,MRKV,Electric Power,sell,0.07,249791.0,17485.4,24729348.11,1731054.37,297022.17,2028076.53,80.97,sell,71.03,sell,67.2,hold
2024-02-09,KRSB,Electric Power,buy,18.46,2667.0,49238.46,98337.84,1815316.58,196953.84,2012270.42,12.25,buy,25.53,buy,42.31,hold
2024-02-12,KRSB,Electric Power,buy,18.26,2157.0,39390.77,100495.06,1835039.78,157563.07,1992602.85,9.81,buy,22.51,buy,39.72,hold
2024-02-16,MRKV,Electric Power,buy,0.06,990074.0,59404.43,25719422.0,1543165.32,237617.73,1780783.05,13.64,buy,31.13,hold,45.86,hold
2024-02-19,MRKV,Electric Power,buy,0.06,792059.0,47523.55,26511481.11,1590688.87,190094.19,1780783.05,12.83,buy,30.28,hold,45.32,hold
2024-02-20,MRKV,Electric Power,buy,0.06,633647.0,38018.84,27145128.4,1628707.7,152075.35,1780783.05,6.71,buy,22.38,buy,39.69,hold
2024-02-21,KRSB,Electric Power,buy,17.58,1793.0,31512.61,102287.59,1798215.75,126050.46,1924266.21,13.97,buy,22.5,buy,33.75,hold
2024-02-21,MRKV,Electric Power,buy,0.06,506918.0,30415.07,27652046.23,1659122.77,121660.28,1780783.05,3.83,buy,16.63,buy,34.48,hold
2024-02-22,MRKV,Electric Power,buy,0.06,405534.0,24332.06,28057580.49,1683454.83,97328.22,1780783.05,3.6,buy,16.1,buy,33.96,hold
2024-02-27,MRKV,Electric Power,sell,0.07,280576.0,19640.31,27777004.69,1944390.33,116968.53,2061358.86,73.87,sell,58.78,hold,53.71,hold
2024-03-12,KRSB,Electric Power,sell,19.16,1023.0,19598.3,101264.71,1940231.84,145648.76,2085880.6,85.52,sell,70.7,sell,59.39,hold
2024-03-12,MRKV,Electric Power,buy,0.06,389895.0,23393.71,28166899.79,1690013.99,93574.82,1783588.81,22.13,buy,37.53,hold,44.06,hold
2024-03-13,KRSB,Electric Power,sell,19.58,1013.0,19827.63,100252.06,1962935.39,165476.39,2128411.78,92.18,sell,79.15,sell,65.37,hold
2024-03-13,MRKV,Electric Power,buy,0.06,311916.0,18714.96,28478815.87,1708728.95,74859.86,1783588.81,20.07,buy,36.42,hold,43.59,hold
2024-03-14,MRKV,Electric Power,buy,0.06,249533.0,14971.97,28728348.73,1723700.92,59887.89,1783588.81,4.03,buy,17.67,buy,32.32,hold
2024-03-15,MRKV,Electric Power,buy,0.06,199626.0,11977.58,28927975.02,1735678.5,47910.31,1783588.81,18.91,buy,25.14,buy,35.3,hold
2024-03-26,KRSB,Electric Power,sell,20.02,1003.0,20070.46,99249.54,1986975.83,185546.85,2172522.68,81.9,sell,72.9,sell,65.17,hold
2024-03-27,KRSB,Electric Power,sell,20.04,992.0,19889.61,98257.05,1969071.21,205436.46,2174507.67,82.2,sell,73.16,sell,65.36,hold
2024-03-27,MRKV,Electric Power,sell,0.06,289280.0,17356.79,28638695.27,1718321.72,65267.09,1783588.81,70.94,sell,57.78,hold,50.89,hold
2024-03-28,MRKV,Electric Power,sell,0.06,286387.0,17183.22,28352308.32,1701138.5,82450.31,1783588.81,82.75,sell,66.94,hold,56.4,hold
2024-03-29,KRSB,Electric Power,sell,20.0,983.0,19651.41,97274.48,1945489.52,225087.87,2170577.39,71.13,sell,67.88,hold,63.08,hold
2024-03-29,MRKV,Electric Power,sell,0.06,283523.0,17011.38,28068785.23,1684127.11,99461.7,1783588.81,83.74,sell,67.82,hold,56.96,hold
2024-04-01,MRKV,Electric Power,sell,0.07,280688.0,19648.15,27788097.38,1945166.82,119109.85,2064276.66,89.23,sell,73.19,sell,60.46,hold
2024-04-08,KRSB,Electric Power,sell,19.9,973.0,19357.62,96301.73,1916404.45,244445.49,2160849.94,75.52,sell,64.94,hold,60.31,hold
2024-04-08,MRKV,Electric Power,sell,0.07,277881.0,19451.67,27510216.41,1925715.15,138561.51,2064276.66,88.28,sell,79.18,sell,67.74,hold
2024-04-09,KRSB,Electric Power,sell,20.02,963.0,19279.61,95338.71,1908681.06,263725.1,2172406.15,79.94,sell,67.94,hold,61.92,hold
2024-04-10,MRKV,Electric Power,sell,0.07,275102.0,19257.15,27235114.24,1906458.0,157818.67,2064276.66,74.61,sell,71.54,sell,65.7,hold
2024-04-11,KRSB,Electric Power,sell,20.32,953.0,19372.83,94385.33,1917909.84,283097.92,2201007.77,80.04,sell,71.41,sell,64.62,hold
2024-04-12,KRSB,Electric Power,sell,20.6,944.0,19443.38,93441.47,1924894.36,302541.3,2227435.66,86.03,sell,76.31,sell,67.77,hold
2024-04-15,KRSB,Electric Power,sell,20.8,934.0,19435.83,92507.06,1924146.83,321977.13,2246123.95,89.26,sell,79.31,sell,69.86,hold
2024-04-16,KRSB,Electric Power,sell,20.66,925.0,19111.96,91581.99,1892083.88,341089.09,2233172.96,72.79,sell,71.8,sell,66.58,hold
2024-04-17,MRKV,Electric Power,sell,0.07,272351.0,19064.58,26962763.1,1887393.42,176883.25,2064276.66,76.75,sell,69.74,hold,64.66,hold
2024-04-18,KRSB,Electric Power,sell,20.68,916.0,18939.16,90666.17,1874976.36,360028.24,2235004.6,70.94,sell,70.63,sell,66.2,hold
2024-04-22,KRSB,Electric Power,sell,20.82,907.0,18876.7,89759.51,1868792.93,378904.94,2247697.87,79.31,sell,74.04,sell,67.93,hold
2024-04-22,MRKV,Electric Power,sell,0.07,269628.0,18873.93,26693135.47,1868519.48,195757.18,2064276.66,77.93,sell,71.55,sell,66.6,hold
2024-04-25,KRSB,Electric Power,buy,19.7,3847.0,75780.99,93606.26,1844043.27,303123.95,2147167.22,13.77,buy,28.76,buy,43.31,hold
2024-04-26,KRSB,Electric Power,buy,19.78,3065.0,60624.79,96671.21,1912156.56,242499.16,2154655.72,20.48,buy,32.24,hold,44.84,hold
2024-04-27,KRSB,Electric Power,buy,19.7,2462.0,48499.83,99133.13,1952922.7,193999.33,2146922.02,18.46,buy,30.48,hold,43.56,hold
2024-04-29,MRKV,Electric Power,sell,0.07,266931.0,18685.19,26426204.12,1849834.29,214442.38,2064276.66,72.82,sell,66.93,hold,63.78,hold
2024-05-02,KRSB,Electric Power,buy,19.58,1982.0,38799.87,101114.74,1979826.59,155199.46,2135026.05,21.28,buy,30.25,hold,41.89,hold
2024-05-02,MRKV,Electric Power,sell,0.07,264262.0,18498.34,26161942.07,1831335.95,232940.72,2064276.66,77.36,sell,70.13,sell,65.68,hold
2024-05-03,MRKV,Electric Power,sell,0.07,261619.0,18313.36,25900322.65,1813022.59,251254.08,2064276.66,79.75,sell,71.57,sell,66.47,hold
2024-05-06,MRKV,Electric Power,sell,0.08,259003.0,20720.26,25641319.43,2051305.55,271974.34,2323279.89,89.94,sell,79.54,sell,71.41,sell
2024-05-07,MRKV,Electric Power,sell,0.08,256413.0,20513.06,25384906.23,2030792.5,292487.39,2323279.89,92.13,sell,81.91,sell,73.11,sell
2024-05-13,KRSB,Electric Power,buy,19.16,1620.0,31039.89,102734.77,1968398.29,124159.57,2092557.86,20.91,buy,28.11,buy,37.0,hold
2024-05-14,KRSB,Electric Power,buy,19.2,1293.0,24831.91,104028.1,1997339.59,99327.66,2096667.25,24.32,buy,29.98,buy,37.91,hold
2024-05-15,KRSB,Electric Power,buy,18.78,1058.0,19865.53,105085.91,1973513.32,79462.12,2052975.45,14.88,buy,22.65,buy,32.55,hold
2024-05-16,KRSB,Electric Power,buy,18.46,861.0,15892.42,105946.82,1955778.26,63569.7,2019347.96,10.53,buy,18.56,buy,29.15,buy
2024-05-16,MRKV,Electric Power,buy,0.07,835678.0,58497.48,26220584.49,1835440.91,233989.91,2069430.83,24.64,buy,37.39,hold,47.01,hold
2024-05-17,KRSB,Electric Power,buy,18.66,681.0,12713.94,106628.16,1989681.56,50855.76,2040537.32,28.77,buy,28.14,buy,33.85,hold
2024-05-17,MRKV,Electric Power,buy,0.07,668543.0,46797.98,26889127.1,1882238.9,187191.93,2069430.83,19.68,buy,33.29,hold,44.14,hold
2024-05-20,KRSB,Electric Power,buy,18.56,548.0,10171.15,107176.18,1989189.89,40684.61,2029874.5,25.18,buy,26.31,buy,32.67,hold
2024-05-20,MRKV,Electric Power,buy,0.07,534834.0,37438.39,27423961.19,1919677.28,149753.54,2069430.83,17.62,buy,31.59,hold,42.95,hold
2024-05-21,KRSB,Electric Power,buy,18.4,442.0,8136.92,107618.4,1980178.63,32547.69,2012726.31,19.67,buy,23.43,buy,30.81,hold
2024-05-22,KRSB,Electric Power,buy,18.28,356.0,6509.54,107974.51,1973773.96,26038.15,1999812.1,16.0,buy,21.36,buy,29.44,buy
2024-05-23,KRSB,Electric Power,buy,18.18,286.0,5207.63,108260.95,1968184.14,20830.52,1989014.65,13.14,buy,19.65,buy,28.3,buy
2024-05-27,KRSB,Electric Power,buy,17.6,237.0,4166.1,108497.66,1909558.89,16664.42,1926223.3,13.32,buy,17.58,buy,24.92,buy
2024-05-28,KRSB,Electric Power,buy,17.4,192.0,3332.88,108689.21,1891192.24,13331.53,1904523.77,10.69,buy,15.51,buy,23.27,buy
2024-05-29,KRSB,Electric Power,buy,17.28,154.0,2666.31,108843.51,1880815.84,10665.23,1891481.06,9.17,buy,14.31,buy,22.31,buy
2024-05-29,MRKV,Electric Power,buy,0.07,427867.0,29950.71,27851828.46,1949627.99,119802.84,2069430.83,17.26,buy,30.86,hold,41.28,hold
2024-05-30,KRSB,Electric Power,buy,16.88,126.0,2133.05,108969.87,1839411.48,8532.18,1847943.66,5.51,buy,10.97,buy,19.4,buy
2024-05-31,KRSB,Electric Power,buy,16.16,106.0,1706.44,109075.47,1762659.61,6825.74,1769485.35,2.75,buy,7.34,buy,15.46,buy
2024-05-31,MRKV,Electric Power,buy,0.07,342294.0,23960.57,28194122.27,1973588.56,95842.27,2069430.83,18.89,buy,27.94,buy,38.14,hold
2024-06-03,KRSB,Electric Power,buy,15.38,89.0,1365.15,109164.23,1678945.89,5460.6,1684406.48,1.56,buy,5.15,buy,12.48,buy
2024-06-03,MRKV,Electric Power,buy,0.07,273835.0,19168.45,28467957.33,1992757.01,76673.81,2069430.83,18.34,buy,27.54,buy,37.89,hold
2024-06-11,KRSB,Electric Power,buy,15.74,69.0,1092.12,109233.62,1719337.13,4368.48,1723705.61,20.98,buy,29.6,buy,32.26,hold
2024-06-11,MRKV,Electric Power,buy,0.07,219068.0,15334.76,28687025.37,2008091.78,61339.05,2069430.83,25.38,buy,31.92,hold,38.48,hold
2024-06-13,KRSB,Electric Power,buy,15.72,56.0,873.7,109289.2,1718026.15,3494.78,1721520.93,20.73,buy,29.42,buy,32.15,hold
2024-06-19,KRSB,Electric Power,buy,14.96,47.0,698.96,109335.92,1635665.32,2795.82,1638461.15,19.1,buy,27.5,buy,31.32,hold
2024-06-25,KRSB,Electric Power,buy,15.08,37.0,559.16,109373.0,1649344.8,2236.66,1651581.46,27.48,buy,31.94,hold,33.83,hold
2024-06-26,MRKV,Electric Power,sell,0.07,286870.0,20080.92,28400155.12,1988010.86,81419.97,2069430.83,77.02,sell,59.91,hold,50.63,hold
2024-06-27,KRSB,Electric Power,buy,15.06,30.0,447.33,109402.7,1647604.67,1789.33,1649394.0,29.13,buy,32.46,hold,34.05,hold
2024-07-03,KRSB,Electric Power,sell,15.5,1094.0,16957.42,108308.67,1678784.44,18746.75,1697531.18,75.09,sell,50.78,hold,41.38,hold
2024-07-04,MRKV,Electric Power,buy,0.07,232628.0,16283.99,28632783.6,2004294.85,65135.98,2069430.83,6.34,buy,16.62,buy,30.68,hold
2024-07-05,MRKV,Electric Power,buy,0.06,217120.0,13027.2,28849903.52,1730994.21,52108.78,1783102.99,5.05,buy,14.24,buy,28.32,buy
2024-07-08,KRSB,Electric Power,sell,15.58,1083.0,16874.49,107225.59,1670574.64,35621.24,1706195.88,72.69,sell,55.7,hold,44.13,hold
2024-07-08,MRKV,Electric Power,buy,0.06,173696.0,10421.76,29023599.45,1741415.97,41687.02,1783102.99,2.91,buy,9.93,buy,23.3,buy
2024-07-09,MRKV,Electric Power,buy,0.06,138957.0,8337.4,29162556.2,1749753.37,33349.62,1783102.99,1.35,buy,5.85,buy,16.96,buy
2024-07-10,MRKV,Electric Power,buy,0.06,111165.0,6669.92,29273721.6,1756423.3,26679.7,1783102.99,1.12,buy,5.17,buy,15.7,buy
2024-07-11,MRKV,Electric Power,buy,0.06,88932.0,5335.94,29362653.92,1761759.24,21343.76,1783102.99,32.32,hold,25.2,buy,27.16,buy
2024-07-16,KRSB,Electric Power,buy,15.08,472.0,7124.25,107698.02,1624086.09,28496.99,1652583.08,25.98,buy,34.75,hold,37.8,hold
2024-07-17,MRKV,Electric Power,sell,0.06,293627.0,17617.59,29069027.38,1744141.64,38961.35,1783102.99,72.13,sell,56.33,hold,47.33,hold
2024-07-19,MRKV,Electric Power,sell,0.06,290690.0,17441.42,28778337.11,1726700.23,56402.77,1783102.99,70.47,sell,56.95,hold,48.2,hold
2024-07-22,MRKV,Electric Power,sell,0.07,287783.0,20144.84,28490553.73,1994338.76,76547.6,2070886.36,79.35,sell,63.63,hold,52.68,hold
