date,symbol,sector,action,price,shares,notional,position_shares_after,position_value_after,cash_after,total_equity_after,rsi_6,rsi_6_signal,rsi_12,rsi_12_signal,rsi_24,rsi_24_signal
2024-07-23,MRKV,Electric Power,sell,0.07,284906.0,19943.39,28205648.2,1974395.37,96490.99,2070886.36,83.66,sell,67.37,hold,55.31,hold
2024-07-24,KRSB,Electric Power,sell,15.52,1077.0,16714.73,106621.04,1654758.49,45211.72,1699970.21,77.27,sell,62.9,hold,50.26,hold
2024-07-24,MRKV,Electric Power,sell,0.07,282056.0,19743.95,27923591.72,1954651.42,116234.94,2070886.36,83.97,sell,67.63,hold,55.48,hold
2024-07-25,KRSB,Electric Power,sell,15.58,1066.0,16611.56,105554.83,1644544.19,61823.28,1706367.47,80.07,sell,65.33,hold,51.64,hold
2024-07-25,MRKV,Electric Power,sell,0.07,279236.0,19546.51,27644355.8,1935104.91,135781.46,2070886.36,89.17,sell,72.36,sell,58.72,hold
2024-07-26,KRSB,Electric Power,sell,15.58,1056.0,16445.44,104499.28,1628098.75,78268.72,1706367.47,80.07,sell,65.33,hold,51.64,hold
2024-07-29,MRKV,Electric Power,buy,0.06,452605.0,27156.29,28096960.65,1685817.64,108625.17,1794442.8,22.52,buy,36.33,hold,41.13,hold
2024-08-02,KRSB,Electric Power,buy,15.08,1038.0,15653.74,105537.32,1591502.86,62614.98,1654117.84,25.35,buy,36.04,hold,40.7,hold
2024-08-02,MRKV,Electric Power,buy,0.06,362084.0,21725.03,28459044.54,1707542.67,86900.13,1794442.8,29.29,buy,38.99,hold,42.75,hold
2024-08-05,KRSB,Electric Power,buy,14.9,840.0,12523.0,106377.79,1585029.13,50091.98,1635121.12,17.6,buy,29.66,buy,37.19,hold
2024-08-05,MRKV,Electric Power,buy,0.06,289667.0,17380.03,28748711.65,1724922.7,69520.11,1794442.8,19.4,buy,31.91,hold,38.61,hold
2024-08-06,MRKV,Electric Power,buy,0.06,231734.0,13904.02,28980445.33,1738826.72,55616.08,1794442.8,14.37,buy,27.54,buy,35.83,hold
2024-08-08,MRKV,Electric Power,buy,0.06,185387.0,11123.22,29165832.28,1749949.94,44492.87,1794442.8,27.03,buy,32.22,hold,37.4,hold
2024-08-09,MRKV,Electric Power,buy,0.06,148310.0,8898.57,29314141.84,1758848.51,35594.29,1794442.8,24.05,buy,30.5,hold,36.41,hold
2024-08-12,MRKV,Electric Power,buy,0.06,118648.0,7118.86,29432789.49,1765967.37,28475.44,1794442.8,20.83,buy,28.69,buy,35.38,hold
2024-08-13,KRSB,Electric Power,sell,15.28,1064.0,16254.53,105314.02,1609198.17,66346.51,1675544.68,70.96,sell,57.7,hold,49.85,hold
2024-08-14,KRSB,Electric Power,sell,15.36,1053.0,16176.23,104260.88,1601447.06,82522.74,1683969.8,77.04,sell,62.11,hold,52.19,hold
2024-08-15,KRSB,Electric Power,sell,15.36,1043.0,16014.47,103218.27,1585432.59,98537.21,1683969.8,77.04,sell,62.11,hold,52.19,hold
2024-08-19,MRKV,Electric Power,buy,0.06,94918.0,5695.09,29527707.61,1771662.46,22780.35,1794442.8,26.5,buy,34.46,hold,38.49,hold
2024-08-20,KRSB,Electric Power,buy,14.86,1326.0,19707.44,104544.47,1553530.9,78829.77,1632360.67,13.82,buy,28.18,buy,37.41,hold
2024-08-21,KRSB,Electric Power,buy,14.88,1060.0,15765.95,105604.01,1571387.74,63063.82,1634451.56,17.97,buy,30.08,hold,38.19,hold
2024-08-22,KRSB,Electric Power,buy,14.7,858.0,12612.76,106462.03,1564991.78,50451.05,1615442.83,11.19,buy,23.47,buy,34.03,hold
2024-08-23,KRSB,Electric Power,buy,14.06,718.0,10090.21,107179.68,1506946.29,40360.84,1547307.14,3.89,buy,12.19,buy,23.95,buy
2024-08-23,MRKV,Electric Power,buy,0.06,75934.0,4556.07,29603642.1,1776218.53,18224.28,1794442.8,26.19,buy,33.62,hold,37.91,hold
2024-08-26,KRSB,Electric Power,buy,14.3,564.0,8072.17,107744.17,1540741.59,32288.67,1573030.26,28.41,buy,27.6,buy,32.14,hold
2024-08-30,KRSB,Electric Power,buy,14.08,459.0,6457.73,108202.81,1523495.6,25830.94,1549326.54,26.73,buy,29.8,buy,33.15,hold
2024-09-02,KRSB,Electric Power,buy,13.1,394.0,5166.19,108597.18,1422623.04,20664.75,1443287.79,9.46,buy,16.21,buy,22.94,buy
2024-09-02,MRKV,Electric Power,buy,0.06,60748.0,3644.86,29664389.7,1779863.38,14579.42,1794442.8,25.16,buy,32.76,hold,37.27,hold
2024-09-03,KRSB,Electric Power,buy,13.22,313.0,4132.95,108909.81,1439787.65,16531.8,1456319.45,18.49,buy,21.39,buy,25.97,buy
2024-09-03,MRKV,Electric Power,buy,0.06,48598.0,2915.88,29712987.77,1782779.27,11663.54,1794442.8,20.57,buy,29.8,buy,35.68,hold
2024-09-04,KRSB,Electric Power,buy,13.22,250.0,3306.36,109159.91,1443094.01,13225.44,1456319.45,18.49,buy,21.39,buy,25.97,buy
2024-09-05,KRSB,Electric Power,buy,13.22,200.0,2645.09,109359.99,1445739.1,10580.35,1456319.45,18.49,buy,21.39,buy,25.97,buy
2024-09-05,MRKV,Electric Power,sell,0.06,297130.0,17827.79,29415857.89,1764951.47,29491.33,1794442.8,74.93,sell,60.47,hold,50.96,hold
2024-09-06,KRSB,Electric Power,buy,13.18,161.0,2116.07,109520.54,1443480.77,8464.28,1451945.05,16.94,buy,20.69,buy,25.54,buy
2024-09-06,MRKV,Electric Power,sell,0.06,294159.0,17649.51,29121699.32,1747301.96,47140.85,1794442.8,73.64,sell,59.91,hold,50.72,hold
2024-09-09,MRKV,Electric Power,sell,0.06,291217.0,17473.02,28830482.32,1729828.94,64613.87,1794442.8,85.53,sell,70.78,sell,57.91,hold
2024-09-10,KRSB,Electric Power,sell,13.7,1095.0,15004.31,108425.34,1485427.13,23468.6,1508895.73,70.85,sell,49.02,hold,40.21,hold
2024-09-10,MRKV,Electric Power,sell,0.06,288305.0,17298.29,28542177.5,1712530.65,81912.15,1794442.8,86.53,sell,71.84,sell,58.68,hold
2024-09-11,MRKV,Electric Power,sell,0.06,285422.0,17125.31,28256755.72,1695405.34,99037.46,1794442.8,82.53,sell,70.33,sell,58.11,hold
2024-09-16,KRSB,Electric Power,sell,14.02,1084.0,15201.23,107341.08,1504922.01,38669.83,1543591.84,83.9,sell,64.11,hold,49.72,hold
2024-09-16,MRKV,Electric Power,sell,0.06,282568.0,16954.05,27974188.17,1678451.29,115991.51,1794442.8,73.5,sell,68.34,hold,59.98,hold
2024-09-17,KRSB,Electric Power,sell,14.0,1073.0,15027.75,106267.67,1487747.44,53697.58,1541445.02,80.58,sell,62.9,hold,49.28,hold
2024-09-18,MRKV,Electric Power,sell,0.06,279742.0,16784.51,27694446.29,1661666.78,132776.03,1794442.8,75.9,sell,70.54,sell,62.44,hold
2024-09-25,KRSB,Electric Power,sell,14.02,1063.0,14898.73,105205.0,1474974.06,68596.31,1543570.37,79.37,sell,65.0,hold,51.94,hold
2024-09-26,KRSB,Electric Power,sell,14.2,1052.0,14939.11,104152.95,1478971.85,83535.42,1562507.27,87.33,sell,72.39,sell,56.64,hold
2024-09-26,MRKV,Electric Power,sell,0.07,276944.0,19386.11,27417501.82,1919225.13,152162.14,2071387.27,82.63,sell,75.01,sell,66.71,hold
2024-09-27,KRSB,Electric Power,sell,14.2,1042.0,14789.72,103111.42,1464182.13,98325.14,1562507.27,87.33,sell,72.39,sell,56.64,hold
2024-09-27,MRKV,Electric Power,sell,0.07,274175.0,19192.25,27143326.8,1900032.88,171354.39,2071387.27,73.24,sell,69.98,hold,64.29,hold
2024-10-01,KRSB,Electric Power,buy,13.46,1461.0,19665.03,104572.42,1407544.71,78660.11,1486204.82,18.15,buy,30.97,hold,37.8,hold
2024-10-02,KRSB,Electric Power,buy,13.38,1176.0,15732.02,105748.2,1414910.94,62928.09,1477839.03,15.96,buy,28.72,buy,36.33,hold
2024-10-02,MRKV,Electric Power,buy,0.06,571181.0,34270.88,27714508.11,1662870.49,137083.51,1799954.0,26.32,buy,39.94,hold,47.72,hold
2024-10-04,MRKV,Electric Power,buy,0.06,456945.0,27416.7,28171453.15,1690287.19,109666.81,1799954.0,26.8,buy,38.45,hold,46.4,hold
2024-10-07,MRKV,Electric Power,buy,0.06,365556.0,21933.36,28537009.19,1712220.55,87733.45,1799954.0,17.69,buy,31.63,hold,42.15,hold
2024-10-08,KRSB,Electric Power,buy,13.4,939.0,12585.62,106687.43,1429611.52,50342.47,1479953.99,25.68,buy,33.81,hold,38.68,hold
2024-10-08,MRKV,Electric Power,buy,0.06,292445.0,17546.69,28829454.01,1729767.24,70186.76,1799954.0,27.97,buy,35.67,hold,43.83,hold
2024-10-09,KRSB,Electric Power,buy,13.24,760.0,10068.49,107447.89,1422610.03,40273.98,1462884.0,17.6,buy,28.21,buy,35.45,hold
2024-10-09,MRKV,Electric Power,buy,0.06,233956.0,14037.35,29063409.88,1743804.59,56149.41,1799954.0,19.87,buy,30.67,hold,40.83,hold
2024-10-10,KRSB,Electric Power,buy,13.26,607.0,8054.8,108055.34,1432813.78,32219.18,1465032.96,21.9,buy,29.92,buy,36.18,hold
2024-10-11,KRSB,Electric Power,buy,13.24,487.0,6443.84,108542.03,1437096.51,25775.34,1462871.85,20.41,buy,29.1,buy,35.74,hold
2024-10-11,MRKV,Electric Power,buy,0.06,187165.0,11229.88,29250574.57,1755034.47,44919.53,1799954.0,26.29,buy,32.27,hold,40.55,hold
2024-10-14,KRSB,Electric Power,buy,13.2,391.0,5155.07,108932.57,1437909.9,20620.28,1458530.17,17.14,buy,27.33,buy,34.83,hold
2024-10-17,KRSB,Electric Power,buy,13.08,315.0,4124.06,109247.86,1428962.04,16496.22,1445458.27,19.31,buy,26.43,buy,33.49,hold
2024-10-17,MRKV,Electric Power,sell,0.06,292506.0,17550.34,28958068.82,1737484.13,62469.87,1799954.0,72.57,sell,57.02,hold,51.81,hold
2024-10-18,KRSB,Electric Power,buy,13.1,252.0,3299.24,109499.71,1434446.25,13196.98,1447643.22,25.04,buy,28.86,buy,34.42,hold
2024-10-21,KRSB,Electric Power,buy,13.02,203.0,2639.4,109702.43,1428325.66,10557.58,1438883.25,17.92,buy,24.96,buy,32.44,hold
2024-10-22,KRSB,Electric Power,buy,12.94,163.0,2111.52,109865.61,1421660.99,8446.06,1430107.05,12.81,buy,21.53,buy,30.53,hold
2024-10-23,KRSB,Electric Power,buy,12.98,130.0,1689.21,109995.75,1427744.82,6756.85,1434501.68,27.31,buy,27.43,buy,32.69,hold
2024-10-24,KRSB,Electric Power,buy,12.78,106.0,1351.37,110101.49,1407097.04,5405.48,1412502.53,12.62,buy,18.99,buy,27.98,buy
2024-10-24,MRKV,Electric Power,sell,0.06,289581.0,17374.84,28668488.13,1720109.29,79844.71,1799954.0,73.4,sell,58.85,hold,52.32,hold
2024-10-25,KRSB,Electric Power,buy,12.48,87.0,1081.1,110188.12,1375147.69,4324.39,1379472.08,5.93,buy,12.29,buy,22.65,buy
2024-10-25,MRKV,Electric Power,buy,0.06,266149.0,15968.94,28934637.17,1736078.23,63875.77,1799954.0,25.88,buy,34.53,hold,41.29,hold
2024-10-28,KRSB,Electric Power,buy,12.18,71.0,864.88,110259.12,1342956.14,3459.51,1346415.64,3.4,buy,8.67,buy,18.77,buy
2024-10-28,MRKV,Electric Power,buy,0.06,212919.0,12775.15,29147556.4,1748853.38,51100.62,1799954.0,22.49,buy,31.94,hold,39.78,hold
2024-10-30,KRSB,Electric Power,buy,12.26,56.0,691.9,110315.56,1352468.77,2767.61,1355236.37,29.59,buy,27.47,buy,28.76,buy
2024-10-31,KRSB,Electric Power,buy,12.0,46.0,553.52,110361.69,1324340.24,2214.09,1326554.33,20.8,buy,22.15,buy,25.28,buy
2024-10-31,MRKV,Electric Power,buy,0.06,170335.0,10220.12,29317891.79,1759073.51,40880.49,1799954.0,24.71,buy,31.9,hold,38.49,hold
2024-11-01,KRSB,Electric Power,buy,11.8,38.0,442.82,110399.21,1302710.72,1771.27,1304481.99,15.76,buy,18.83,buy,22.96,buy
2024-11-07,MRKV,Electric Power,sell,0.06,293179.0,17590.74,29024712.87,1741482.77,58471.23,1799954.0,73.97,sell,60.1,hold,52.73,hold
2024-11-08,KRSB,Electric Power,sell,12.94,1104.0,14285.66,109295.22,1414280.17,16056.93,1430337.09,85.67,sell,68.12,hold,54.62,hold
2024-11-08,MRKV,Electric Power,sell,0.06,290247.0,17414.83,28734465.74,1724067.94,75886.06,1799954.0,88.74,sell,74.22,sell,62.06,hold
2024-11-11,KRSB,Electric Power,sell,13.26,1093.0,14492.55,108202.27,1434762.09,30549.47,1465311.56,90.43,sell,74.63,sell,60.29,hold
2024-11-12,KRSB,Electric Power,sell,13.24,1082.0,14325.98,107120.25,1418272.07,44875.45,1463147.52,87.88,sell,73.52,sell,59.78,hold
2024-11-12,MRKV,Electric Power,sell,0.06,287345.0,17240.68,28447121.08,1706827.26,93126.73,1799954.0,70.1,sell,65.39,hold,58.72,hold
2024-11-13,KRSB,Electric Power,sell,13.36,1071.0,14311.26,106049.04,1416815.23,59186.72,1476001.95,90.2,sell,76.05,sell,61.87,hold
2024-11-13,MRKV,Electric Power,sell,0.06,284471.0,17068.27,28162649.87,1689758.99,110195.01,1799954.0,75.59,sell,68.87,hold,60.97,hold
2024-11-14,KRSB,Electric Power,sell,13.54,1060.0,14359.04,104988.55,1421545.02,73545.76,1495090.78,93.01,sell,79.51,sell,64.85,hold
2024-11-15,KRSB,Electric Power,sell,13.68,1050.0,14362.43,103938.67,1421880.98,87908.19,1509789.17,94.67,sell,81.91,sell,67.03,hold
2024-11-15,MRKV,Electric Power,sell,0.06,281626.0,16897.59,27881023.37,1672861.4,127092.6,1799954.0,72.08,sell,67.76,hold,61.57,hold
2024-11-19,KRSB,Electric Power,buy,12.92,1361.0,17581.64,105299.48,1360469.23,70326.55,1430795.79,29.86,buy,44.99,hold,48.51,hold
2024-11-19,MRKV,Electric Power,buy,0.06,423642.0,25418.52,28304665.36,1698279.92,101674.08,1799954.0,26.24,buy,38.97,hold,45.48,hold
2024-11-20,KRSB,Electric Power,buy,12.92,1089.0,14065.31,106388.12,1374534.54,56261.24,1430795.79,29.86,buy,44.99,hold,48.51,hold
2024-11-21,KRSB,Electric Power,buy,12.74,883.0,11252.25,107271.34,1366636.93,45008.99,1411645.92,21.78,buy,38.73,hold,44.9,hold
2024-11-25,MRKV,Electric Power,buy,0.06,338914.0,20334.82,28643578.96,1718614.74,81339.26,1799954.0,26.17,buy,34.91,hold,41.72,hold
2024-11-26,MRKV,Electric Power,buy,0.06,271131.0,16267.85,28914709.83,1734882.59,65071.41,1799954.0,24.64,buy,33.78,hold,40.96,hold
2024-11-27,MRKV,Electric Power,buy,0.06,216905.0,13014.28,29131614.53,1747896.87,52057.13,1799954.0,15.66,buy,26.66,buy,35.98,hold
2024-12-02,KRSB,Electric Power,sell,13.2,1073.0,14159.82,106198.63,1401821.93,59168.81,1460990.74,72.92,sell,60.37,hold,55.13,hold
2024-12-03,MRKV,Electric Power,buy,0.06,173524.0,10411.43,29305138.29,1758308.3,41645.7,1799954.0,28.89,buy,35.18,hold,40.03,hold
2024-12-04,KRSB,Electric Power,sell,13.9,1062.0,14761.61,105136.64,1461399.36,73930.42,1535329.78,80.75,sell,72.56,sell,64.67,hold
2024-12-04,MRKV,Electric Power,buy,0.06,138819.0,8329.14,29443957.3,1766637.44,33316.56,1799954.0,23.75,buy,31.79,hold,37.88,hold
2024-12-05,KRSB,Electric Power,sell,14.08,1051.0,14803.24,104085.28,1465520.72,88733.66,1554254.38,83.57,sell,75.21,sell,66.77,hold
2024-12-06,KRSB,Electric Power,sell,14.42,1041.0,15009.1,103044.43,1485900.62,103742.76,1589643.38,88.17,sell,79.6,sell,70.37,sell
2024-12-09,KRSB,Electric Power,sell,14.32,1030.0,14755.96,102013.98,1460840.21,118498.72,1579338.93,79.06,sell,74.98,sell,68.01,hold
2024-12-09,MRKV,Electric Power,sell,0.06,294440.0,17666.37,29149517.72,1748971.06,50982.94,1799954.0,73.62,sell,61.33,hold,54.7,hold
2024-12-10,KRSB,Electric Power,sell,14.46,1020.0,14751.22,100993.84,1460370.95,133249.94,1593620.89,82.59,sell,77.17,sell,69.56,hold
2024-12-11,KRSB,Electric Power,sell,14.4,1010.0,14543.11,99983.9,1439768.2,147793.06,1587561.26,75.01,sell,73.9,sell,68.03,hold
2024-12-12,T,Finance,buy,2305.4,43.0,100000.0,254.61,586987.75,400000.0,986987.75,28.72,buy,,hold,,hold
2024-12-13,T,Finance,buy,2289.0,35.0,80000.0,289.56,662812.07,320000.0,982812.07,24.04,buy,,hold,,hold
2024-12-16,T,Finance,buy,2182.0,29.0,64000.0,318.89,695828.72,256000.0,951828.72,9.66,buy,19.29,buy,,hold
2024-12-17,MRKV,Electric Power,buy,0.06,169943.0,10196.59,29319460.84,1759167.65,40786.35,1799954.0,22.91,buy,34.58,hold,40.87,hold
2024-12-20,KRSB,Electric Power,sell,14.62,1000.0,14617.65,98984.06,1447147.02,162410.7,1609557.72,86.07,sell,75.6,sell,68.54,hold
2024-12-20,MRKV,Electric Power,sell,0.06,293195.0,17591.68,29026266.23,1741575.97,58378.03,1799954.0,83.01,sell,70.1,sell,60.49,hold
2024-12-20,T,Finance,sell,2543.0,3.0,8109.5,315.71,802840.29,264109.5,1066949.79,88.32,sell,76.97,sell,,hold
2024-12-23,KRSB,Electric Power,sell,14.62,990.0,14471.47,97994.22,1432675.55,176882.17,1609557.72,86.07,sell,75.6,sell,68.54,hold
2024-12-23,MRKV,Electric Power,sell,0.06,290263.0,17415.76,28736003.57,1724160.21,75793.79,1799954.0,77.31,sell,67.51,hold,59.3,hold
2024-12-23,T,Finance,sell,2624.4,3.0,8285.39,312.55,820253.37,272394.89,1092648.26,91.13,sell,80.92,sell,,hold
2024-12-24,KRSB,Electric Power,sell,14.8,980.0,14503.15,97014.28,1435811.36,191385.32,1627196.68,90.85,sell,79.9,sell,71.15,sell
2024-12-24,T,Finance,sell,2569.6,3.0,8031.26,309.42,795094.43,280426.14,1075520.58,74.29,sell,71.21,sell,,hold
2024-12-25,KRSB,Electric Power,sell,15.06,970.0,14610.35,96044.14,1446424.72,205995.67,1652420.39,94.59,sell,84.54,sell,74.47,sell
2024-12-25,T,Finance,sell,2634.4,3.0,8151.45,306.33,806993.62,288577.59,1095571.21,80.31,sell,75.34,sell,,hold
2024-12-26,KRSB,Electric Power,sell,15.04,960.0,14445.04,95083.7,1430058.8,220440.71,1650499.51,90.6,sell,82.8,sell,73.76,sell
2024-12-26,T,Finance,sell,2625.8,3.0,8043.59,303.27,796315.6,296621.18,1092936.78,76.97,sell,73.69,sell,,hold
2024-12-27,KRSB,Electric Power,sell,15.02,951.0,14281.57,94132.86,1413875.56,234722.28,1648597.84,85.54,sell,80.84,sell,73.0,sell
2024-12-27,T,Finance,sell,2637.0,3.0,7997.12,300.23,791715.05,304618.31,1096333.36,78.59,sell,74.55,sell,,hold
2024-12-28,KRSB,Electric Power,sell,15.02,941.0,14138.76,93191.53,1399736.8,248861.03,1648597.84,85.54,sell,80.84,sell,73.0,sell
2024-12-28,MRKV,Electric Power,sell,0.06,287360.0,17241.6,28448643.54,1706918.61,93035.39,1799954.0,76.14,sell,68.04,hold,60.48,hold
2024-12-28,T,Finance,sell,2662.8,3.0,7994.61,297.23,791466.46,312612.92,1104079.38,82.57,sell,76.63,sell,,hold
2024-12-30,KRSB,Electric Power,sell,15.4,932.0,14351.5,92259.62,1420798.09,263212.53,1684010.62,95.3,sell,88.25,sell,78.06,sell
2024-12-30,MRKV,Electric Power,sell,0.06,284486.0,17069.19,28164157.1,1689849.43,110104.57,1799954.0,84.87,sell,73.99,sell,63.98,hold
2024-12-30,T,Finance,sell,2752.2,3.0,8180.39,294.26,809858.51,320793.31,1130651.82,90.82,sell,82.5,sell,,hold
2025-01-03,KRSB,Electric Power,sell,15.32,923.0,14134.17,91337.02,1399283.15,277346.7,1676629.85,79.49,sell,80.5,sell,74.85,sell
2025-01-03,MRKV,Electric Power,sell,0.06,281642.0,16898.49,27882515.53,1672950.93,127003.07,1799954.0,71.4,sell,68.44,hold,61.79,hold
2025-01-06,KRSB,Electric Power,sell,15.24,913.0,13919.76,90423.65,1378056.42,291266.46,1669322.89,64.5,hold,72.94,sell,71.65,sell
2025-01-06,T,Finance,sell,2714.0,3.0,7986.18,291.32,790631.66,328779.48,1119411.14,67.44,hold,70.45,sell,68.87,hold
2025-01-08,KRSB,Electric Power,sell,15.52,904.0,14033.75,89519.41,1389341.29,305300.21,1694641.51,81.55,sell,80.51,sell,75.62,sell
2025-01-08,MRKV,Electric Power,sell,0.07,278825.0,19517.76,27603690.37,1932258.33,146520.83,2078779.15,92.0,sell,85.11,sell,74.46,sell
2025-01-08,T,Finance,sell,2750.6,3.0,8012.94,288.4,793280.89,336792.42,1130073.31,75.02,sell,73.82,sell,70.84,sell
2025-01-09,KRSB,Electric Power,sell,15.44,895.0,13821.8,88624.22,1368357.94,319122.01,1687479.96,68.41,hold,73.56,sell,72.47,sell
2025-01-09,MRKV,Electric Power,sell,0.07,276037.0,19322.58,27327653.47,1912935.74,165843.41,2078779.15,78.77,sell,77.08,sell,70.3,sell
2025-01-10,KRSB,Electric Power,sell,15.44,886.0,13683.58,87737.98,1354674.36,332805.59,1687479.96,68.41,hold,73.56,sell,72.47,sell
2025-01-10,MRKV,Electric Power,sell,0.07,273277.0,19129.36,27054376.94,1893806.39,184972.77,2078779.15,80.11,sell,77.9,sell,70.89,sell
2025-01-10,T,Finance,sell,2900.0,3.0,8363.68,285.52,828004.59,345156.11,1173160.69,87.64,sell,81.9,sell,76.46,sell
2025-01-13,KRSB,Electric Power,sell,15.8,877.0,13862.6,86860.6,1372397.44,346668.19,1719065.63,86.95,sell,82.86,sell,77.46,sell
2025-01-13,MRKV,Electric Power,sell,0.07,270544.0,18938.06,26783833.17,1874868.32,203910.83,2078779.15,66.14,hold,70.71,sell,67.41,hold
2025-01-13,T,Finance,sell,2891.6,3.0,8256.06,282.66,817350.17,353412.17,1170762.34,83.82,sell,79.96,sell,75.43,sell
2025-01-14,T,Finance,sell,2938.0,3.0,8304.66,279.84,822161.1,361716.83,1183877.93,87.9,sell,82.64,sell,77.27,sell
2025-01-15,MRKV,Electric Power,sell,0.07,267838.0,18748.68,26515994.84,1856119.64,222659.52,2078779.15,70.75,sell,72.09,sell,68.19,hold
2025-01-15,T,Finance,sell,2985.6,3.0,8354.81,277.04,827126.53,370071.64,1197198.17,91.12,sell,85.06,sell,79.02,sell
2025-01-16,MRKV,Electric Power,sell,0.07,265160.0,18561.2,26250834.89,1837558.44,241220.71,2078779.15,84.79,sell,79.2,sell,72.33,sell
2025-01-16,T,Finance,sell,2980.8,3.0,8257.97,274.27,817538.78,378329.61,1195868.39,87.82,sell,83.67,sell,78.36,sell
2025-01-17,MRKV,Electric Power,sell,0.07,262508.0,18375.58,25988326.54,1819182.86,259596.3,2078779.15,87.1,sell,80.75,sell,73.34,sell
2025-01-17,T,Finance,sell,3052.8,3.0,8372.86,271.53,828913.23,386702.47,1215615.7,93.08,sell,87.34,sell,80.96,sell
2025-01-20,KRSB,Electric Power,sell,16.46,869.0,14297.25,85991.99,1415428.17,360965.45,1776393.62,89.4,sell,82.6,sell,77.67,sell
2025-01-20,MRKV,Electric Power,sell,0.07,259883.0,18191.83,25728443.27,1800991.03,277788.13,2078779.15,89.59,sell,82.48,sell,74.48,sell
2025-01-20,T,Finance,sell,2969.8,3.0,8063.77,268.81,798312.84,394766.23,1193079.08,54.86,hold,66.86,hold,70.37,sell
2025-01-21,KRSB,Electric Power,sell,16.48,860.0,14171.48,85132.07,1402976.53,375136.93,1778113.46,89.66,sell,82.85,sell,77.85,sell
2025-01-21,T,Finance,sell,3041.8,3.0,8176.67,266.12,809490.51,402942.91,1212433.42,69.88,hold,73.29,sell,73.62,sell
2025-01-22,KRSB,Electric Power,sell,16.5,851.0,14046.79,84280.75,1390632.38,389183.72,1779816.1,90.0,sell,83.14,sell,78.05,sell
2025-01-22,MRKV,Electric Power,sell,0.07,257284.0,18009.91,25471158.84,1782981.12,295798.04,2078779.15,77.12,sell,76.07,sell,72.44,sell
2025-01-23,KRSB,Electric Power,sell,16.4,843.0,13822.04,83437.94,1368382.27,403005.76,1771388.03,73.13,sell,75.65,sell,74.44,sell
2025-01-23,T,Finance,sell,3022.2,3.0,8042.75,263.46,796231.77,410985.65,1207217.42,61.34,hold,67.55,hold,70.31,sell
2025-01-24,KRSB,Electric Power,sell,16.6,834.0,13850.7,82603.56,1371219.16,416856.46,1788075.62,82.38,sell,79.93,sell,76.78,sell
2025-01-27,T,Finance,buy,2912.8,28.0,82197.13,291.68,849606.27,328788.52,1178394.79,25.99,buy,45.65,hold,58.02,hold
2025-01-28,MRKV,Electric Power,buy,0.07,845137.0,59159.61,26316296.09,1842140.73,236638.43,2078779.15,29.5,buy,43.05,hold,52.95,hold
2025-02-03,MRKV,Electric Power,buy,0.07,676110.0,47327.69,26992405.88,1889468.41,189310.74,2078779.15,21.57,buy,35.91,hold,47.96,hold
2025-02-04,KRSB,Electric Power,sell,16.4,826.0,13546.98,81777.53,1341151.46,430403.44,1771554.9,73.8,sell,65.42,hold,65.91,hold
2025-02-06,T,Finance,sell,3103.0,3.0,9050.84,288.76,896033.02,337839.36,1233872.38,75.1,sell,68.2,hold,67.13,hold
2025-02-07,T,Finance,sell,3105.0,3.0,8966.11,285.88,887644.44,346805.46,1234449.91,75.61,sell,68.48,hold,67.27,hold
2025-02-10,MRKV,Electric Power,sell,0.07,269924.0,18894.68,26722481.82,1870573.73,208205.43,2078779.15,71.47,sell,60.26,hold,58.09,hold
2025-02-10,T,Finance,sell,3143.8,3.0,8987.36,283.02,889749.06,355792.83,1245541.89,84.32,sell,73.81,sell,69.8,hold
2025-02-11,MRKV,Electric Power,sell,0.07,267225.0,18705.74,26455257.0,1851867.99,226911.16,2078779.15,80.39,sell,66.29,hold,61.1,hold
2025-02-11,T,Finance,sell,3176.0,3.0,8988.62,280.19,889873.59,364781.45,1254655.04,88.92,sell,77.53,sell,71.77,sell
2025-02-12,MRKV,Electric Power,sell,0.07,264553.0,18518.68,26190704.43,1833349.31,245429.84,2078779.15,78.11,sell,65.5,hold,60.78,hold
2025-02-12,T,Finance,sell,3373.2,3.0,9451.26,277.39,935675.18,374232.72,1309907.89,96.85,sell,88.92,sell,80.31,sell
2025-02-13,KRSB,Electric Power,buy,16.12,5340.0,86080.69,87117.52,1404334.44,344322.76,1748657.2,26.77,buy,42.58,hold,54.56,hold
2025-02-13,MRKV,Electric Power,sell,0.07,261907.0,18333.49,25928797.39,1815015.82,263763.34,2078779.15,90.68,sell,76.6,sell,67.09,hold
2025-02-13,T,Finance,sell,3328.0,3.0,9231.37,274.61,913906.0,383464.09,1297370.09,78.76,sell,78.18,sell,74.68,sell
2025-02-14,KRSB,Electric Power,buy,15.9,4331.0,68864.55,91448.62,1454033.14,275458.2,1729491.34,10.98,buy,29.11,buy,46.85,hold
2025-02-14,T,Finance,sell,3364.4,3.0,9239.02,271.87,914662.83,392703.11,1307365.94,82.46,sell,80.43,sell,76.15,sell
2025-02-17,MRKV,Electric Power,sell,0.07,259288.0,18150.16,25669509.42,1796865.66,281913.5,2078779.15,72.97,sell,69.04,hold,64.68,hold
2025-02-17,T,Finance,sell,3492.0,3.0,9493.53,269.15,939859.28,402196.64,1342055.92,90.54,sell,86.29,sell,80.45,sell
2025-02-18,KRSB,Electric Power,buy,15.9,3465.0,55091.64,94913.51,1509124.78,220366.56,1729491.34,29.96,buy,35.8,hold,47.07,hold
