date,avg_symbol_capital,total_capital
2023-01-22,49539.2,3148617.59
2023-01-23,49538.93,3148616.79
2023-01-24,49538.93,3148616.79
2023-01-25,49538.63,3148615.89
2023-01-26,49538.63,3148615.89
2023-01-27,49538.07,3148614.21
2023-01-28,49538.07,3148614.21
2023-01-29,49538.07,3148614.21
2023-01-30,49537.78,3148613.34
2023-01-31,49537.49,3148612.47
2023-02-01,49537.49,3148612.47
2023-02-02,49537.49,3148612.47
2023-02-03,50047.55,3150142.65
2023-02-04,50047.55,3150142.65
2023-02-05,50047.55,3150142.65
2023-02-06,51168.3,3153504.89
2023-02-07,50831.79,3152495.36
2023-02-08,50831.79,3152495.36
2023-02-09,51604.84,3154814.52
2023-02-10,51604.56,3154813.67
2023-02-11,51604.56,3154813.67
2023-02-12,51604.56,3154813.67
2023-02-13,52838.21,3158514.63
2023-02-14,52838.21,3158514.63
2023-02-15,52836.65,3158509.96
2023-02-16,52836.65,3158509.96
2023-02-17,49530.68,3148592.05
2023-02-18,49530.68,3148592.05
2023-02-19,49530.68,3148592.05
2023-02-20,49437.59,3148312.78
2023-02-21,49437.59,3148312.78
2023-02-22,49437.59,3148312.78
2023-02-23,49437.59,3148312.78
2023-02-24,49437.59,3148312.78
2023-02-25,49437.59,3148312.78
2023-02-26,49437.59,3148312.78
2023-02-27,49437.59,3148312.78
2023-02-28,49437.3,3148311.9
2023-03-01,53736.84,3161210.51
2023-03-02,53736.84,3161210.51
2023-03-03,55995.46,3167986.37
2023-03-04,55995.46,3167986.37
2023-03-05,55995.46,3167986.37
2023-03-06,55995.14,3167985.43
2023-03-07,58018.04,3174054.13
2023-03-08,58018.04,3174054.13
2023-03-09,58327.42,3174982.25
2023-03-10,58927.9,3176783.71
2023-03-11,58927.9,3176783.71
2023-03-12,58927.9,3176783.71
2023-03-13,58927.62,3176782.87
2023-03-14,58927.35,3176782.05
2023-03-15,58927.35,3176782.05
2023-03-16,55430.71,3166292.14
2023-03-17,55430.71,3166292.14
2023-03-18,55430.71,3166292.14
2023-03-19,55430.71,3166292.14
2023-03-20,55430.71,3166292.14
2023-03-21,55430.44,3166291.32
2023-03-22,55430.17,3166290.51
2023-03-23,60000.46,3180001.39
2023-03-24,61286.57,3183859.72
2023-03-25,61286.57,3183859.72
2023-03-26,61286.57,3183859.72
2023-03-27,61399.68,3184199.03
2023-03-28,64049.8,3192149.41
2023-03-29,64156.44,3192469.33
2023-03-30,63947.77,3191843.31
2023-03-31,94101.24,3282303.72
2023-04-01,94101.24,3282303.72
2023-04-02,94101.24,3282303.72
2023-04-03,97424.98,3292274.94
2023-04-04,98560.56,3295681.67
2023-04-05,100759.01,3302277.04
2023-04-06,101467.18,3304401.54
2023-04-07,106859.73,3320579.19
2023-04-08,106859.73,3320579.19
2023-04-09,106859.73,3320579.19
2023-04-10,113552.88,3340658.64
2023-04-11,118414.08,3355242.25
2023-04-12,114573.57,3343720.71
2023-04-13,112060.05,3336180.15
2023-04-14,112060.05,3336180.15
2023-04-15,112060.05,3336180.15
2023-04-16,112060.05,3336180.15
2023-04-17,114262.45,3342787.35
2023-04-18,114876.28,3344628.84
2023-04-19,114876.28,3344628.84
2023-04-20,114876.28,3344628.84
2023-04-21,114876.28,3344628.84
2023-04-22,114876.28,3344628.84
2023-04-23,114876.28,3344628.84
2023-04-24,114875.98,3344627.93
2023-04-25,116053.41,3348160.24
2023-04-26,117995.93,3353987.8
2023-04-27,122311.42,3366934.26
2023-04-28,121166.31,3363498.94
2023-04-29,121166.31,3363498.94
2023-04-30,121166.31,3363498.94
2023-05-01,121166.31,3363498.94
2023-05-02,123620.83,3370862.5
2023-05-03,123825.09,3371475.28
2023-05-04,122198.93,3366596.79
2023-05-05,122198.93,3366596.79
2023-05-06,122198.93,3366596.79
2023-05-07,122198.93,3366596.79
2023-05-08,122196.57,3366589.71
2023-05-09,122196.57,3366589.71
2023-05-10,125089.32,3375267.96
2023-05-11,126543.45,3379630.35
2023-05-12,126543.07,3379629.22
2023-05-13,126543.07,3379629.22
2023-05-14,126543.07,3379629.22
2023-05-15,126074.62,3378223.87
2023-05-16,126512.33,3379537.0
2023-05-17,126614.05,3379842.16
2023-05-18,126992.65,3380977.94
2023-05-19,127021.44,3381064.31
2023-05-20,127021.44,3381064.31
2023-05-21,127021.44,3381064.31
2023-05-22,126858.62,3380575.87
2023-05-23,126858.62,3380575.87
2023-05-24,127369.67,3382109.02
2023-05-25,127259.23,3381777.7
2023-05-26,127258.88,3381776.63
2023-05-27,127258.88,3381776.63
2023-05-28,127258.88,3381776.63
2023-05-29,127258.52,3381775.56
2023-05-30,127258.52,3381775.56
2023-05-31,125049.26,3375147.78
2023-06-01,120392.11,3361176.32
2023-06-02,119079.87,3357239.6
2023-06-03,119079.87,3357239.6
2023-06-04,119079.87,3357239.6
2023-06-05,119176.09,3357528.27
2023-06-06,119983.41,3359950.24
2023-06-07,119983.41,3359950.24
2023-06-08,119983.41,3359950.24
2023-06-09,119983.41,3359950.24
2023-06-10,119983.41,3359950.24
2023-06-11,119983.41,3359950.24
2023-06-12,119983.41,3359950.24
2023-06-13,119983.41,3359950.24
2023-06-14,130062.1,3390186.3
2023-06-15,130690.37,3392071.1
2023-06-16,131669.12,3395007.37
2023-06-17,131669.12,3395007.37
2023-06-18,131669.12,3395007.37
2023-06-19,133931.4,3401794.2
2023-06-20,140995.12,3422985.37
2023-06-21,139418.8,3418256.39
2023-06-22,139418.46,3418255.38
2023-06-23,139418.46,3418255.38
2023-06-24,139418.46,3418255.38
2023-06-25,139418.46,3418255.38
2023-06-26,139418.46,3418255.38
2023-06-27,139418.46,3418255.38
2023-06-28,140292.39,3420877.16
2023-06-29,140928.5,3422785.49
2023-06-30,140928.5,3422785.49
2023-07-01,140928.5,3422785.49
2023-07-02,140928.5,3422785.49
2023-07-03,140928.5,3422785.49
2023-07-04,140928.16,3422784.49
2023-07-05,140927.83,3422783.5
2023-07-06,140927.83,3422783.5
2023-07-07,140927.83,3422783.5
2023-07-08,140927.83,3422783.5
2023-07-09,140927.83,3422783.5
2023-07-10,140927.83,3422783.5
2023-07-11,140927.83,3422783.5
2023-07-12,140927.83,3422783.5
2023-07-13,141029.96,3423089.89
2023-07-14,143524.08,3430572.24
2023-07-15,143524.08,3430572.24
2023-07-16,143524.08,3430572.24
2023-07-17,170720.07,3512160.21
2023-07-18,173059.12,3519177.35
2023-07-19,181751.02,3545253.07
2023-07-20,179474.28,3538422.85
2023-07-21,181587.08,3544761.23
2023-07-22,181587.08,3544761.23
2023-07-23,181587.08,3544761.23
2023-07-24,183381.19,3550143.56
2023-07-25,184717.6,3554152.79
2023-07-26,205764.27,3617292.8
2023-07-27,207585.75,3622757.24
2023-07-28,210597.25,3631791.74
2023-07-29,210597.25,3631791.74
2023-07-30,210597.25,3631791.74
2023-07-31,211134.29,3633402.87
2023-08-01,220673.9,3662021.71
2023-08-02,219994.18,3659982.55
2023-08-03,219167.53,3657502.58
2023-08-04,218266.55,3654799.64
2023-08-05,218266.55,3654799.64
2023-08-06,218266.55,3654799.64
2023-08-07,228879.7,3686639.1
2023-08-08,252473.1,3757419.29
2023-08-09,277990.59,3833971.76
2023-08-10,277990.59,3833971.76
2023-08-11,277990.59,3833971.76
2023-08-12,277990.59,3833971.76
2023-08-13,277990.59,3833971.76
2023-08-14,277990.59,3833971.76
2023-08-15,277990.59,3833971.76
2023-08-16,243767.85,3731303.55
2023-08-17,240630.98,3721892.93
2023-08-18,240630.98,3721892.93
2023-08-19,240630.98,3721892.93
2023-08-20,240630.98,3721892.93
2023-08-21,280438.42,3841315.26
2023-08-22,279629.14,3838887.42
2023-08-23,279629.14,3838887.42
2023-08-24,279629.14,3838887.42
2023-08-25,266400.81,3799202.43
2023-08-26,266400.81,3799202.43
2023-08-27,266400.81,3799202.43
2023-08-28,280504.0,3841512.0
2023-08-29,279977.97,3839933.92
2023-08-30,279977.5,3839932.51
2023-08-31,291178.45,3873535.36
2023-09-01,291177.93,3873533.79
2023-09-02,291177.93,3873533.79
2023-09-03,291177.93,3873533.79
2023-09-04,291177.41,3873532.23
2023-09-05,291176.9,3873530.69
2023-09-06,291176.9,3873530.69
2023-09-07,280129.06,3840387.18
2023-09-08,262885.45,3788656.36
2023-09-09,262885.45,3788656.36
2023-09-10,262885.45,3788656.36
2023-09-11,279587.55,3838762.64
2023-09-12,279587.55,3838762.64
2023-09-13,279587.55,3838762.64
2023-09-14,251439.67,3754319.0
2023-09-15,251439.67,3754319.0
2023-09-16,251439.67,3754319.0
2023-09-17,251439.67,3754319.0
2023-09-18,250859.11,3752577.33
2023-09-19,236917.73,3710753.2
2023-09-20,221841.41,3665524.23
2023-09-21,192227.03,3576681.09
2023-09-22,201758.85,3605276.54
2023-09-23,201758.85,3605276.54
2023-09-24,201758.85,3605276.54
2023-09-25,201758.85,3605276.54
2023-09-26,201758.85,3605276.54
2023-09-27,201758.85,3605276.54
2023-09-28,201758.85,3605276.54
2023-09-29,220954.86,3662864.58
2023-09-30,220954.86,3662864.58
2023-10-01,220954.86,3662864.58
2023-10-02,225564.66,3676693.99
2023-10-03,253124.69,3759374.06
2023-10-04,253124.69,3759374.06
2023-10-05,253916.8,3761750.41
2023-10-06,258420.71,3775262.13
2023-10-07,258420.71,3775262.13
2023-10-08,258420.71,3775262.13
2023-10-09,258420.71,3775262.13
2023-10-10,258420.71,3775262.13
2023-10-11,258420.71,3775262.13
2023-10-12,228177.98,3684533.95
2023-10-13,228177.98,3684533.95
2023-10-14,228177.98,3684533.95
2023-10-15,228177.98,3684533.95
2023-10-16,228177.98,3684533.95
2023-10-17,223791.56,3671374.67
2023-10-18,231595.23,3694785.68
2023-10-19,232187.59,3696562.78
2023-10-20,232187.59,3696562.78
2023-10-21,232187.59,3696562.78
2023-10-22,232187.59,3696562.78
2023-10-23,264928.91,3794786.72
2023-10-24,264928.3,3794784.9
2023-10-25,264927.7,3794783.09
2023-10-26,264927.7,3794783.09
2023-10-27,264927.0,3794781.01
2023-10-28,264927.0,3794781.01
2023-10-29,264927.0,3794781.01
2023-10-30,264927.0,3794781.01
2023-10-31,253270.33,3759810.99
2023-11-01,253270.33,3759810.99
2023-11-02,220177.17,3660531.51
2023-11-03,214630.73,3643892.18
2023-11-04,214630.73,3643892.18
2023-11-05,214630.73,3643892.18
2023-11-06,212008.06,3636024.17
2023-11-07,212007.42,3636022.25
2023-11-08,209514.14,3628542.43
2023-11-09,207536.97,3622610.92
2023-11-10,189483.14,3568449.43
2023-11-11,189483.14,3568449.43
2023-11-12,189483.14,3568449.43
2023-11-13,172069.57,3516208.71
2023-11-14,121827.65,3365482.96
2023-11-15,175058.11,3525174.32
2023-11-16,175058.11,3525174.32
2023-11-17,175058.11,3525174.32
2023-11-18,175058.11,3525174.32
2023-11-19,175058.11,3525174.32
2023-11-20,175058.11,3525174.32
2023-11-21,175057.84,3525173.53
2023-11-22,175057.84,3525173.53
2023-11-23,132971.02,3398913.07
2023-11-24,128776.72,3386330.16
2023-11-25,128776.72,3386330.16
2023-11-26,128776.72,3386330.16
2023-11-27,128776.59,3386329.76
2023-11-28,170993.73,3512981.18
2023-11-29,170993.15,3512979.44
2023-11-30,172497.43,3517492.29
2023-12-01,169176.39,3507529.16
2023-12-02,169176.39,3507529.16
2023-12-03,169176.39,3507529.16
2023-12-04,159488.44,3478465.31
2023-12-05,156150.48,3468451.44
2023-12-06,112826.88,3338480.65
2023-12-07,109477.38,3328432.13
2023-12-08,107343.43,3322030.28
2023-12-09,107343.43,3322030.28
2023-12-10,107343.43,3322030.28
2023-12-11,96052.76,3288158.29
2023-12-12,100022.78,3300068.33
2023-12-13,100022.64,3300067.91
2023-12-14,100022.53,3300067.58
2023-12-15,100022.53,3300067.58
2023-12-16,100022.53,3300067.58
2023-12-17,100022.53,3300067.58
2023-12-18,127525.44,3382576.33
2023-12-19,173512.54,3520537.62
2023-12-20,178169.18,3534507.53
2023-12-21,178452.56,3535357.68
2023-12-22,178451.97,3535355.9
2023-12-23,178451.97,3535355.9
2023-12-24,178451.97,3535355.9
2023-12-25,178451.97,3535355.9
2023-12-26,178451.4,3535354.2
2023-12-27,178451.4,3535354.2
2023-12-28,169273.28,3507819.85
2023-12-29,169273.28,3507819.85
2023-12-30,169273.28,3507819.85
2023-12-31,169273.28,3507819.85
2024-01-01,169273.28,3507819.85
2024-01-02,169273.28,3507819.85
2024-01-03,169273.28,3507819.85
2024-01-04,182033.7,3546101.09
2024-01-05,188522.6,3565567.81
2024-01-06,188522.6,3565567.81
2024-01-07,188522.6,3565567.81
2024-01-08,197480.19,3592440.57
2024-01-09,199275.44,3597826.33
2024-01-10,197775.2,3593325.6
2024-01-11,201178.36,3603535.07
2024-01-12,199522.43,3598567.3
2024-01-13,199522.43,3598567.3
2024-01-14,199522.43,3598567.3
2024-01-15,208946.62,3626839.85
2024-01-16,205371.6,3616114.8
2024-01-17,205587.38,3616762.13
2024-01-18,207480.92,3622442.77
2024-01-19,207480.92,3622442.77
2024-01-20,207480.92,3622442.77
2024-01-21,207480.92,3622442.77
2024-01-22,207888.19,3623664.57
2024-01-23,242460.1,3727380.29
2024-01-24,246101.7,3738305.09
2024-01-25,243688.47,3731065.41
2024-01-26,247457.5,3742372.51
2024-01-27,247457.5,3742372.51
2024-01-28,247457.5,3742372.51
2024-01-29,246415.99,3739247.96
2024-01-30,246415.99,3739247.96
2024-01-31,246415.99,3739247.96
2024-02-01,240382.46,3721147.39
2024-02-02,240382.46,3721147.39
2024-02-03,240382.46,3721147.39
2024-02-04,240382.46,3721147.39
2024-02-05,240382.46,3721147.39
2024-02-06,240381.87,3721145.62
2024-02-07,238438.24,3715314.72
2024-02-08,238438.24,3715314.72
2024-02-09,231538.04,3694614.11
2024-02-10,231538.04,3694614.11
2024-02-11,231538.04,3694614.11
2024-02-12,229203.13,3687609.38
2024-02-13,229203.13,3687609.38
2024-02-14,229203.13,3687609.38
2024-02-15,229203.13,3687609.38
2024-02-16,201769.99,3605309.98
2024-02-17,201769.99,3605309.98
2024-02-18,201769.99,3605309.98
2024-02-19,201768.41,3605305.22
2024-02-20,201767.14,3605301.42
2024-02-21,193341.92,3580025.75
2024-02-22,193341.1,3580023.31
2024-02-23,193341.1,3580023.31
2024-02-24,193341.1,3580023.31
2024-02-25,193341.1,3580023.31
2024-02-26,193341.1,3580023.31
2024-02-27,231865.71,3695597.13
2024-02-28,231865.71,3695597.13
2024-02-29,231865.71,3695597.13
2024-03-01,231865.71,3695597.13
2024-03-02,231865.71,3695597.13
2024-03-03,231865.71,3695597.13
2024-03-04,231865.71,3695597.13
2024-03-05,231865.71,3695597.13
2024-03-06,231865.71,3695597.13
2024-03-07,231865.71,3695597.13
2024-03-08,231865.71,3695597.13
2024-03-09,231865.71,3695597.13
2024-03-10,231865.71,3695597.13
2024-03-11,231865.71,3695597.13
2024-03-12,214790.04,3644370.13
2024-03-13,220099.1,3660297.3
2024-03-14,220098.6,3660295.8
2024-03-15,220098.2,3660294.6
2024-03-16,220098.2,3660294.6
2024-03-17,220098.2,3660294.6
2024-03-18,220098.2,3660294.6
2024-03-19,220098.2,3660294.6
2024-03-20,220098.2,3660294.6
2024-03-21,220098.2,3660294.6
2024-03-22,220098.2,3660294.6
2024-03-23,220098.2,3660294.6
2024-03-24,220098.2,3660294.6
2024-03-25,220098.2,3660294.6
2024-03-26,225512.17,3676536.51
2024-03-27,225750.36,3677251.09
2024-03-28,225749.79,3677249.37
2024-03-29,225282.93,3675848.78
2024-03-30,225282.93,3675848.78
2024-03-31,225282.93,3675848.78
2024-04-01,263844.88,3791534.64
2024-04-02,263844.88,3791534.64
2024-04-03,263844.88,3791534.64
2024-04-04,263844.88,3791534.64
2024-04-05,263844.88,3791534.64
2024-04-06,263844.88,3791534.64
2024-04-07,263844.88,3791534.64
2024-04-08,262712.25,3788136.76
2024-04-09,264030.29,3792090.87
2024-04-10,264029.65,3792088.94
2024-04-11,267229.4,3801688.21
2024-04-12,270126.85,3810380.54
2024-04-13,270126.85,3810380.54
2024-04-14,270126.85,3810380.54
2024-04-15,272133.33,3816400.0
2024-04-16,270771.29,3812313.87
2024-04-17,270770.65,3812311.96
2024-04-18,270958.34,3812875.03
2024-04-19,270958.34,3812875.03
2024-04-20,270958.34,3812875.03
2024-04-21,270958.34,3812875.03
2024-04-22,272232.58,3816697.73
2024-04-23,272232.58,3816697.73
2024-04-24,272232.58,3816697.73
2024-04-25,262364.72,3787094.15
2024-04-26,263169.95,3789509.85
2024-04-27,262279.35,3786838.04
2024-04-28,262279.35,3786838.04
2024-04-29,262278.72,3786836.17
2024-04-30,262278.72,3786836.17
2024-05-01,262278.72,3786836.17
2024-05-02,260844.85,3782534.56
2024-05-03,260844.24,3782532.73
2024-05-04,260844.24,3782532.73
2024-05-05,260844.24,3782532.73
2024-05-06,292177.95,3876533.86
2024-05-07,292177.27,3876531.81
2024-05-08,292177.27,3876531.81
2024-05-09,292177.27,3876531.81
2024-05-10,292177.27,3876531.81
2024-05-11,292177.27,3876531.81
2024-05-12,292177.27,3876531.81
2024-05-13,286886.89,3860660.68
2024-05-14,287411.41,3862234.24
2024-05-15,281713.59,3845140.77
2024-05-16,247641.22,3742923.66
2024-05-17,250480.1,3751440.3
2024-05-18,250480.1,3751440.3
2024-05-19,250480.1,3751440.3
2024-05-20,249035.38,3747106.14
2024-05-21,246696.87,3740090.61
2024-05-22,244925.29,3734775.88
2024-05-23,243437.12,3730311.36
2024-05-24,243437.12,3730311.36
2024-05-25,243437.12,3730311.36
2024-05-26,243437.12,3730311.36
2024-05-27,234751.29,3704253.86
2024-05-28,231740.31,3695220.93
2024-05-29,229925.02,3689775.07
2024-05-30,223857.08,3671571.25
2024-05-31,212903.83,3638711.49
2024-06-01,212903.83,3638711.49
2024-06-02,212903.83,3638711.49
2024-06-03,201010.48,3603031.45
2024-06-04,201010.48,3603031.45
2024-06-05,201010.48,3603031.45
2024-06-06,201010.48,3603031.45
2024-06-07,201010.48,3603031.45
2024-06-08,201010.48,3603031.45
2024-06-09,201010.48,3603031.45
2024-06-10,201010.48,3603031.45
2024-06-11,206509.54,3619528.61
2024-06-12,206509.54,3619528.61
2024-06-13,206203.51,3618610.54
2024-06-14,206203.51,3618610.54
2024-06-15,206203.51,3618610.54
2024-06-16,206203.51,3618610.54
2024-06-17,206203.51,3618610.54
2024-06-18,206203.51,3618610.54
2024-06-19,194561.56,3583684.67
2024-06-20,194561.56,3583684.67
2024-06-21,194561.56,3583684.67
2024-06-22,194561.56,3583684.67
2024-06-23,194561.56,3583684.67
2024-06-24,194561.56,3583684.67
2024-06-25,196401.62,3589204.86
2024-06-26,196400.95,3589202.85
2024-06-27,196094.01,3588282.02
2024-06-28,196094.01,3588282.02
2024-06-29,196094.01,3588282.02
2024-06-30,196094.01,3588282.02
2024-07-01,196094.01,3588282.02
2024-07-02,196094.01,3588282.02
2024-07-03,202850.23,3608550.69
2024-07-04,202849.69,3608549.06
2024-07-05,162406.65,3487219.95
2024-07-06,162406.65,3487219.95
2024-07-07,162406.65,3487219.95
2024-07-08,163605.07,3490815.22
2024-07-09,163604.79,3490814.38
2024-07-10,163604.57,3490813.72
2024-07-11,163604.39,3490813.18
2024-07-12,163604.39,3490813.18
2024-07-13,163604.39,3490813.18
2024-07-14,163604.39,3490813.18
2024-07-15,163604.39,3490813.18
2024-07-16,156288.82,3468866.47
2024-07-17,156288.24,3468864.71
2024-07-18,156288.24,3468864.71
2024-07-19,156287.66,3468862.97
2024-07-20,156287.66,3468862.97
2024-07-21,156287.66,3468862.97
2024-07-22,197214.76,3591644.29
2024-07-23,197214.1,3591642.3
2024-07-24,203719.6,3611158.81
2024-07-25,204584.14,3613752.42
2024-07-26,204583.59,3613750.77
2024-07-27,204583.59,3613750.77
2024-07-28,204583.59,3613750.77
2024-07-29,167434.84,3502304.52
2024-07-30,167434.84,3502304.52
2024-07-31,167434.84,3502304.52
2024-08-01,167434.84,3502304.52
2024-08-02,160572.76,3481718.29
2024-08-03,160572.76,3481718.29
2024-08-04,160572.76,3481718.29
2024-08-05,158039.59,3474118.76
2024-08-06,158039.12,3474117.37
2024-08-07,158039.12,3474117.37
2024-08-08,158038.75,3474116.25
2024-08-09,158038.45,3474115.36
2024-08-10,158038.45,3474115.36
2024-08-11,158038.45,3474115.36
2024-08-12,158038.22,3474114.65
2024-08-13,163489.79,3490469.37
2024-08-14,164608.69,3493826.07
2024-08-15,164608.16,3493824.47
2024-08-16,164608.16,3493824.47
2024-08-17,164608.16,3493824.47
2024-08-18,164608.16,3493824.47
2024-08-19,164607.97,3493823.9
2024-08-20,157960.14,3473880.43
2024-08-21,158234.34,3474703.03
2024-08-22,155697.78,3467093.35
2024-08-23,146496.87,3439490.6
2024-08-24,146496.87,3439490.6
2024-08-25,146496.87,3439490.6
2024-08-26,150004.2,3450012.6
2024-08-27,150004.2,3450012.6
2024-08-28,150004.2,3450012.6
2024-08-29,150004.2,3450012.6
2024-08-30,146747.32,3440241.97
2024-08-31,146747.32,3440241.97
2024-09-01,146747.32,3440241.97
2024-09-02,132090.15,3396270.45
2024-09-03,133900.4,3401701.19
2024-09-04,133900.28,3401700.85
2024-09-05,133899.6,3401698.81
2024-09-06,133285.28,3399855.83
2024-09-07,133285.28,3399855.83
2024-09-08,133285.28,3399855.83
2024-09-09,133284.69,3399854.08
2024-09-10,141289.19,3423867.57
2024-09-11,141288.62,3423865.86
2024-09-12,141288.62,3423865.86
2024-09-13,141288.62,3423865.86
2024-09-14,141288.62,3423865.86
2024-09-15,141288.62,3423865.86
2024-09-16,146097.26,3438291.77
2024-09-17,145803.37,3437410.12
2024-09-18,145802.81,3437408.44
2024-09-19,145802.81,3437408.44
2024-09-20,145802.81,3437408.44
2024-09-21,145802.81,3437408.44
