date,symbol,sector,action,price,shares,notional,realized_pnl,cumulative_realized_pnl,avg_cost_per_share,position_shares_after,position_value_after,cash_after,equity_after
2023-01-10,MRKV,Electric Power,sell,0.03,313582,9407.45,1184.13,12149.87,0.03,31044578,931337.33,135861.14,1067198.46
2023-01-11,MRKV,Electric Power,sell,0.03,310446,9313.37,1172.29,13322.16,0.03,30734132,922023.95,145174.51,1067198.46
2023-01-12,MRKV,Electric Power,sell,0.03,307341,9220.24,1160.56,14482.72,0.03,30426790,912803.71,154394.75,1067198.46
2023-01-13,MRKV,Electric Power,sell,0.03,304268,9128.04,1148.96,15631.68,0.03,30122523,903675.68,163522.79,1067198.46
2023-01-16,MRKV,Electric Power,sell,0.03,301225,9036.76,1137.47,16769.15,0.03,29821297,894638.92,172559.54,1067198.46
2023-01-25,MRKV,Electric Power,sell,0.03,298213,8946.39,1126.1,17895.25,0.03,29523084,885692.53,181505.93,1067198.46
2023-01-27,MRKV,Electric Power,sell,0.03,295231,8856.93,1114.83,19010.08,0.03,29227854,876835.61,190362.86,1067198.46
2023-01-30,MRKV,Electric Power,sell,0.03,292279,8768.36,1103.69,20113.77,0.03,28935575,868067.25,199131.21,1067198.46
2023-01-31,MRKV,Electric Power,sell,0.03,289356,8680.67,1092.65,21206.42,0.03,28646219,859386.58,207811.89,1067198.46
2023-02-09,MRKV,Electric Power,sell,0.03,286462,8593.87,1081.72,22288.14,0.03,28359757,850792.71,216405.75,1067198.46
2023-02-10,MRKV,Electric Power,sell,0.03,283598,8507.93,1070.91,23359.05,0.03,28076159,842284.78,224913.68,1067198.46
2023-02-13,MRKV,Electric Power,sell,0.03,280762,8422.85,1060.2,24419.25,0.03,27795398,833861.94,233336.53,1067198.46
2023-02-15,MRKV,Electric Power,buy,0.03,1555577,46667.31,0.0,24419.25,0.03,29350975,880529.24,186669.22,1067198.46
2023-02-28,MRKV,Electric Power,sell,0.03,293510,8805.29,973.96,25393.21,0.03,29057465,871723.95,195474.51,1067198.46
2023-03-01,MRKV,Electric Power,sell,0.03,290575,8717.24,964.22,26357.43,0.03,28766890,863006.71,204191.75,1067198.46
2023-03-07,MRKV,Electric Power,sell,0.03,287669,8630.07,954.58,27312.01,0.03,28479221,854376.64,212821.82,1067198.46
2023-03-09,MRKV,Electric Power,sell,0.03,284792,8543.77,945.03,28257.04,0.03,28194429,845832.88,221365.59,1067198.46
2023-03-10,MRKV,Electric Power,sell,0.03,281944,8458.33,935.58,29192.62,0.03,27912485,837374.55,229823.92,1067198.46
2023-03-13,MRKV,Electric Power,sell,0.03,279125,8373.75,926.23,30118.85,0.03,27633360,829000.8,238197.66,1067198.46
2023-03-14,MRKV,Electric Power,sell,0.03,276334,8290.01,916.97,31035.82,0.03,27357026,820710.79,246487.67,1067198.46
2023-03-21,MRKV,Electric Power,sell,0.03,273570,8207.11,907.79,31943.61,0.03,27083456,812503.69,254694.78,1067198.46
2023-03-22,MRKV,Electric Power,sell,0.03,270835,8125.04,898.72,32842.33,0.03,26812622,804378.65,262819.81,1067198.46
2023-03-23,MRKV,Electric Power,sell,0.03,268126,8043.79,889.73,33732.06,0.03,26544495,796334.86,270863.6,1067198.46
2023-03-24,MRKV,Electric Power,sell,0.03,265445,7963.35,880.83,34612.89,0.03,26279050,788371.51,278826.95,1067198.46
2023-03-27,MRKV,Electric Power,sell,0.03,262791,7883.72,872.03,35484.92,0.03,26016260,780487.8,286710.66,1067198.46
2023-03-28,MRKV,Electric Power,sell,0.03,260163,7804.88,863.31,36348.23,0.03,25756097,772682.92,294515.54,1067198.46
2023-03-29,MRKV,Electric Power,sell,0.03,257561,7726.83,854.67,37202.9,0.03,25498536,764956.09,302242.37,1067198.46
2023-03-30,MRKV,Electric Power,sell,0.03,254985,7649.56,846.12,38049.02,0.03,25243551,757306.53,309891.93,1067198.46
2023-03-31,MRKV,Electric Power,sell,0.04,252436,10097.42,3361.77,41410.79,0.03,24991116,999644.62,319989.35,1319633.97
2023-04-03,MRKV,Electric Power,sell,0.04,249911,9996.45,3328.15,44738.94,0.03,24741204,989648.17,329985.8,1319633.97
2023-04-04,MRKV,Electric Power,sell,0.04,247412,9896.48,3294.87,48033.81,0.03,24493792,979751.69,339882.28,1319633.97
2023-04-05,MRKV,Electric Power,sell,0.04,244938,9797.52,3261.92,51295.73,0.03,24248854,969954.18,349679.8,1319633.97
2023-04-06,MRKV,Electric Power,sell,0.04,242489,9699.54,3229.31,54525.03,0.03,24006366,960254.63,359379.34,1319633.97
2023-04-07,MRKV,Electric Power,sell,0.04,240064,9602.55,3197.01,57722.04,0.03,23766302,950652.09,368981.89,1319633.97
2023-04-10,MRKV,Electric Power,sell,0.04,237663,9506.52,3165.04,60887.08,0.03,23528639,941145.57,378488.41,1319633.97
2023-04-11,MRKV,Electric Power,sell,0.04,235286,9411.46,3133.38,64020.46,0.03,23293353,931734.11,387899.86,1319633.97
2023-04-12,MRKV,Electric Power,sell,0.04,232934,9317.34,3102.06,67122.51,0.03,23060419,922416.77,397217.2,1319633.97
2023-04-17,MRKV,Electric Power,sell,0.04,230604,9224.17,3071.03,70193.54,0.03,22829815,913192.6,406441.37,1319633.97
2023-04-24,MRKV,Electric Power,sell,0.04,228298,9131.93,3040.32,73233.86,0.03,22601517,904060.68,415573.3,1319633.97
2023-04-25,MRKV,Electric Power,sell,0.04,226015,9040.61,3009.92,76243.78,0.03,22375502,895020.07,424613.9,1319633.97
2023-04-26,MRKV,Electric Power,sell,0.04,223755,8950.2,2979.82,79223.6,0.03,22151747,886069.87,433564.1,1319633.97
2023-04-27,MRKV,Electric Power,sell,0.04,221517,8860.7,2950.01,82173.61,0.03,21930229,877209.17,442424.8,1319633.97
2023-05-03,MRKV,Electric Power,buy,0.04,2212124,88484.96,0.0,82173.61,0.03,24142353,965694.13,353939.84,1319633.97
2023-05-08,MRKV,Electric Power,buy,0.04,1769699,70787.97,0.0,82173.61,0.03,25912052,1036482.1,283151.87,1319633.97
2023-05-11,MRKV,Electric Power,sell,0.04,259121,10364.82,1990.04,84163.65,0.03,25652932,1026117.28,293516.69,1319633.97
2023-05-22,MRKV,Electric Power,buy,0.04,1467583,58703.34,0.0,84163.65,0.03,27120515,1084820.62,234813.36,1319633.97
2023-05-24,MRKV,Electric Power,sell,0.04,271205,10848.21,1794.73,85958.38,0.03,26849310,1073972.41,245661.56,1319633.97
2023-05-26,MRKV,Electric Power,sell,0.04,268493,10739.72,1776.78,87735.17,0.03,26580817,1063232.69,256401.29,1319633.97
2023-05-29,MRKV,Electric Power,sell,0.04,265808,10632.33,1759.02,89494.18,0.03,26315009,1052600.36,267033.61,1319633.97
2023-06-15,MRKV,Electric Power,sell,0.04,263150,10526.0,1741.43,91235.61,0.03,26051859,1042074.36,277559.62,1319633.97
2023-06-16,MRKV,Electric Power,sell,0.04,260519,10420.74,1724.01,92959.62,0.03,25791340,1031653.61,287980.36,1319633.97
2023-06-19,MRKV,Electric Power,sell,0.04,257913,10316.54,1706.77,94666.39,0.03,25533427,1021337.08,298296.9,1319633.97
2023-06-21,MRKV,Electric Power,sell,0.04,255334,10213.37,1689.7,96356.09,0.03,25278093,1011123.71,308510.27,1319633.97
2023-06-22,MRKV,Electric Power,sell,0.04,252781,10111.24,1672.81,98028.9,0.03,25025312,1001012.47,318621.5,1319633.97
2023-07-04,MRKV,Electric Power,sell,0.04,250253,10010.12,1656.08,99684.98,0.03,24775059,991002.34,328631.63,1319633.97
2023-07-05,MRKV,Electric Power,sell,0.04,247751,9910.02,1639.52,101324.5,0.03,24527308,981092.32,338541.65,1319633.97
2023-07-13,MRKV,Electric Power,sell,0.04,245273,9810.92,1623.12,102947.62,0.03,24282035,971281.4,348352.58,1319633.97
2023-07-17,MRKV,Electric Power,sell,0.05,242820,12141.02,4034.85,106982.47,0.03,24039215,1201960.73,360493.59,1562454.32
2023-07-18,MRKV,Electric Power,sell,0.05,240392,12019.61,3994.5,110976.97,0.03,23798822,1189941.12,372513.2,1562454.32
2023-07-19,MRKV,Electric Power,sell,0.05,237988,11899.41,3954.56,114931.53,0.03,23560834,1178041.71,384412.61,1562454.32
2023-07-20,MRKV,Electric Power,sell,0.05,235608,11780.42,3915.01,118846.53,0.03,23325226,1166261.29,396193.03,1562454.32
2023-07-21,MRKV,Electric Power,sell,0.05,233252,11662.61,3875.86,122722.39,0.03,23091974,1154598.68,407855.64,1562454.32
2023-07-24,MRKV,Electric Power,sell,0.05,230920,11545.99,3837.11,126559.5,0.03,22861054,1143052.69,419401.63,1562454.32
2023-07-25,MRKV,Electric Power,sell,0.05,228611,11430.53,3798.74,130358.24,0.03,22632443,1131622.17,430832.15,1562454.32
2023-07-26,MRKV,Electric Power,sell,0.06,226324,13579.47,6023.75,136382.0,0.03,22406119,1344367.13,444411.62,1788778.75
2023-07-27,MRKV,Electric Power,sell,0.06,224061,13443.67,5963.52,142345.52,0.03,22182058,1330923.46,457855.29,1788778.75
2023-07-28,MRKV,Electric Power,sell,0.06,221821,13309.23,5903.9,148249.42,0.03,21960237,1317614.23,471164.53,1788778.75
2023-07-31,MRKV,Electric Power,sell,0.06,219602,13176.14,5844.84,154094.26,0.03,21740635,1304438.09,484340.67,1788778.75
2023-08-01,MRKV,Electric Power,sell,0.06,217406,13044.38,5786.39,159880.66,0.03,21523228,1291393.7,497385.05,1788778.75
2023-08-02,MRKV,Electric Power,sell,0.06,215232,12913.94,5728.53,165609.19,0.03,21307996,1278479.77,510298.99,1788778.75
2023-08-03,MRKV,Electric Power,sell,0.06,213080,12784.8,5671.26,171280.45,0.03,21094916,1265694.97,523083.78,1788778.75
2023-08-07,MRKV,Electric Power,sell,0.06,210949,12656.95,5614.54,176894.98,0.03,20883967,1253038.02,535740.73,1788778.75
2023-08-08,MRKV,Electric Power,sell,0.06,208840,12530.38,5558.41,182453.39,0.03,20675127,1240507.64,548271.11,1788778.75
2023-08-09,MRKV,Electric Power,sell,0.07,206751,14472.59,7570.11,190023.5,0.03,20468376,1432786.32,562743.7,1995530.03
2023-08-25,MRKV,Electric Power,sell,0.06,204684,12281.03,5447.79,195471.29,0.03,20263692,1215821.54,575024.73,1790846.27
2023-08-28,MRKV,Electric Power,sell,0.07,202637,14184.58,7419.48,202890.76,0.03,20061055,1404273.88,589209.31,1993483.19
2023-08-30,MRKV,Electric Power,sell,0.07,200611,14042.74,7345.29,210236.06,0.03,19860445,1390231.14,603252.05,1993483.19
2023-08-31,MRKV,Electric Power,sell,0.08,198604,15888.36,9257.65,219493.71,0.03,19661840,1572947.23,619140.41,2192087.64
2023-09-01,MRKV,Electric Power,sell,0.08,196618,15729.47,9165.08,228658.79,0.03,19465222,1557217.76,634869.88,2192087.64
2023-09-04,MRKV,Electric Power,sell,0.08,194652,15572.18,9073.43,237732.22,0.03,19270570,1541645.58,650442.06,2192087.64
2023-09-05,MRKV,Electric Power,sell,0.08,192706,15416.46,8982.72,246714.94,0.03,19077864,1526229.12,665858.51,2192087.64
2023-09-08,MRKV,Electric Power,buy,0.07,1902453,133171.7,0.0,246714.94,0.05,20980317,1468622.19,532686.81,2001309.0
2023-09-11,MRKV,Electric Power,sell,0.08,209803,16784.25,6516.52,253231.47,0.05,20770514,1661641.1,549471.06,2211112.17
2023-09-14,MRKV,Electric Power,buy,0.07,1569917,109894.21,0.0,253231.47,0.05,22340431,1563830.18,439576.85,2003407.03
2023-09-20,MRKV,Electric Power,buy,0.07,1255934,87915.37,0.0,253231.47,0.06,23596365,1651745.55,351661.48,2003407.03
2023-09-21,MRKV,Electric Power,buy,0.06,1172205,70332.3,0.0,253231.47,0.06,24768570,1486114.19,281329.19,1767443.38
2023-10-03,MRKV,Electric Power,buy,0.07,803798,56265.84,0.0,253231.47,0.06,25572368,1790065.73,225063.35,2015129.08
2023-10-12,MRKV,Electric Power,buy,0.06,750211,45012.67,0.0,253231.47,0.06,26322579,1579354.72,180050.68,1759405.4
2023-10-23,MRKV,Electric Power,sell,0.07,263226,18425.81,2923.41,256154.88,0.06,26059353,1824154.71,198476.48,2022631.19
2023-10-24,MRKV,Electric Power,sell,0.07,260594,18241.55,2894.18,259049.06,0.06,25798759,1805913.16,216718.03,2022631.19
2023-10-25,MRKV,Electric Power,sell,0.07,257988,18059.13,2865.24,261914.3,0.06,25540772,1787854.03,234777.16,2022631.19
2023-10-31,MRKV,Electric Power,buy,0.07,670792,46955.43,0.0,261914.3,0.06,26211564,1834809.46,187821.73,2022631.19
2023-11-02,MRKV,Electric Power,buy,0.06,626072,37564.35,0.0,261914.3,0.06,26837636,1610258.17,150257.38,1760515.55
2023-11-03,MRKV,Electric Power,buy,0.06,500858,30051.48,0.0,261914.3,0.06,27338494,1640309.65,120205.91,1760515.55
2023-11-09,MRKV,Electric Power,buy,0.06,400686,24041.18,0.0,261914.3,0.06,27739180,1664350.83,96164.73,1760515.55
2023-11-10,MRKV,Electric Power,buy,0.06,320549,19232.95,0.0,261914.3,0.06,28059730,1683583.77,76931.78,1760515.55
2023-11-13,MRKV,Electric Power,buy,0.06,256439,15386.36,0.0,261914.3,0.06,28316169,1698970.13,61545.42,1760515.55
2023-11-14,MRKV,Electric Power,buy,0.05,246182,12309.08,0.0,261914.3,0.06,28562351,1428117.53,49236.34,1477353.87
2023-11-15,MRKV,Electric Power,buy,0.06,164121,9847.27,0.0,261914.3,0.06,28726472,1723588.3,39389.07,1762977.37
2023-11-21,MRKV,Electric Power,buy,0.06,131297,7877.81,0.0,261914.3,0.06,28857769,1731466.11,31511.26,1762977.37
2023-11-23,MRKV,Electric Power,buy,0.05,126045,6302.25,0.0,261914.3,0.06,28983814,1449190.68,25209.01,1474399.68
2023-11-24,MRKV,Electric Power,buy,0.05,100836,5041.8,0.0,261914.3,0.06,29084650,1454232.48,20167.2,1474399.68
2023-11-27,MRKV,Electric Power,buy,0.05,80669,4033.44,0.0,261914.3,0.06,29165318,1458265.92,16133.76,1474399.68
2023-11-28,MRKV,Electric Power,sell,0.06,291653,17499.19,202.52,262116.83,0.06,28873665,1732419.91,33632.95,1766052.87
2023-11-29,MRKV,Electric Power,sell,0.06,288737,17324.2,200.5,262317.33,0.06,28584929,1715095.72,50957.15,1766052.87
2023-12-06,MRKV,Electric Power,buy,0.05,203829,10191.43,0.0,262317.33,0.06,28788757,1439437.86,40765.72,1480203.58
2023-12-07,MRKV,Electric Power,buy,0.05,163063,8153.14,0.0,262317.33,0.06,28951820,1447591.0,32612.58,1480203.58
2023-12-11,MRKV,Electric Power,buy,0.05,130450,6522.52,0.0,262317.33,0.06,29082270,1454113.52,26090.06,1480203.58
2023-12-12,MRKV,Electric Power,buy,0.05,104360,5218.01,0.0,262317.33,0.06,29186631,1459331.53,20872.05,1480203.58
2023-12-13,MRKV,Electric Power,buy,0.05,83488,4174.41,0.0,262317.33,0.06,29270119,1463505.94,16697.64,1480203.58
2023-12-14,MRKV,Electric Power,buy,0.05,66791,3339.53,0.0,262317.33,0.06,29336909,1466845.47,13358.11,1480203.58
2023-12-18,MRKV,Electric Power,sell,0.05,293369,14668.45,-2569.95,259747.38,0.06,29043540,1452177.02,28026.57,1480203.58
2023-12-19,MRKV,Electric Power,sell,0.06,290435,17426.12,359.81,260107.19,0.06,28753105,1725186.3,45452.69,1770638.99
2023-12-20,MRKV,Electric Power,sell,0.06,287531,17251.86,356.21,260463.4,0.06,28465574,1707934.43,62704.55,1770638.99
2023-12-26,MRKV,Electric Power,sell,0.06,284656,17079.34,352.65,260816.06,0.06,28180918,1690855.09,79783.9,1770638.99
2024-01-05,MRKV,Electric Power,sell,0.06,281809,16908.55,349.13,261165.18,0.06,27899109,1673946.54,96692.45,1770638.99
2024-01-08,MRKV,Electric Power,sell,0.06,278991,16739.47,345.63,261510.82,0.06,27620118,1657207.07,113431.91,1770638.99
2024-01-09,MRKV,Electric Power,sell,0.06,276201,16572.07,342.18,261852.99,0.06,27343917,1640635.0,130003.99,1770638.99
2024-01-10,MRKV,Electric Power,sell,0.06,273439,16406.35,338.76,262191.75,0.06,27070478,1624228.65,146410.34,1770638.99
2024-01-15,MRKV,Electric Power,sell,0.06,270705,16242.29,335.37,262527.12,0.06,26799773,1607986.36,162652.62,1770638.99
2024-01-16,MRKV,Electric Power,sell,0.06,267998,16079.86,332.02,262859.14,0.06,26531775,1591906.5,178732.49,1770638.99
2024-01-17,MRKV,Electric Power,sell,0.06,265318,15919.07,328.7,263187.83,0.06,26266457,1575987.44,194651.55,1770638.99
2024-01-18,MRKV,Electric Power,sell,0.06,262665,15759.87,325.41,263513.24,0.06,26003793,1560227.56,210411.42,1770638.99
2024-01-22,MRKV,Electric Power,sell,0.06,260038,15602.28,322.15,263835.4,0.06,25743755,1544625.29,226013.7,1770638.99
2024-01-23,MRKV,Electric Power,sell,0.07,257438,18020.63,2893.06,266728.45,0.06,25486317,1784042.21,244034.33,2028076.53
2024-01-24,MRKV,Electric Power,sell,0.07,254863,17840.42,2864.12,269592.57,0.06,25231454,1766201.78,261874.75,2028076.53
2024-02-06,MRKV,Electric Power,sell,0.07,252315,17662.02,2835.48,272428.05,0.06,24979140,1748539.77,279536.77,2028076.53
2024-02-07,MRKV,Electric Power,sell,0.07,249791,17485.4,2807.12,275235.17,0.06,24729348,1731054.37,297022.17,2028076.53
2024-02-16,MRKV,Electric Power,buy,0.06,990074,59404.43,0.0,275235.17,0.06,25719422,1543165.32,237617.73,1780783.05
2024-02-19,MRKV,Electric Power,buy,0.06,792059,47523.55,0.0,275235.17,0.06,26511481,1590688.87,190094.19,1780783.05
2024-02-20,MRKV,Electric Power,buy,0.06,633647,38018.84,0.0,275235.17,0.06,27145128,1628707.7,152075.35,1780783.05
2024-02-21,MRKV,Electric Power,buy,0.06,506918,30415.07,0.0,275235.17,0.06,27652046,1659122.77,121660.28,1780783.05
2024-02-22,MRKV,Electric Power,buy,0.06,405534,24332.06,0.0,275235.17,0.06,28057580,1683454.83,97328.22,1780783.05
2024-02-27,MRKV,Electric Power,sell,0.07,280576,19640.31,3052.01,278287.18,0.06,27777005,1944390.33,116968.53,2061358.86
2024-03-12,MRKV,Electric Power,buy,0.06,389895,23393.71,0.0,278287.18,0.06,28166900,1690013.99,93574.82,1783588.81
2024-03-13,MRKV,Electric Power,buy,0.06,311916,18714.96,0.0,278287.18,0.06,28478816,1708728.95,74859.86,1783588.81
2024-03-14,MRKV,Electric Power,buy,0.06,249533,14971.97,0.0,278287.18,0.06,28728349,1723700.92,59887.89,1783588.81
2024-03-15,MRKV,Electric Power,buy,0.06,199626,11977.58,0.0,278287.18,0.06,28927975,1735678.5,47910.31,1783588.81
2024-03-27,MRKV,Electric Power,sell,0.06,289280,17356.79,230.32,278517.5,0.06,28638695,1718321.72,65267.09,1783588.81
2024-03-28,MRKV,Electric Power,sell,0.06,286387,17183.22,228.01,278745.52,0.06,28352308,1701138.5,82450.31,1783588.81
2024-03-29,MRKV,Electric Power,sell,0.06,283523,17011.38,225.73,278971.25,0.06,28068785,1684127.11,99461.7,1783588.81
2024-04-01,MRKV,Electric Power,sell,0.07,280688,19648.15,3030.08,282001.33,0.06,27788097,1945166.82,119109.85,2064276.66
2024-04-08,MRKV,Electric Power,sell,0.07,277881,19451.67,2999.77,285001.1,0.06,27510216,1925715.15,138561.51,2064276.66
2024-04-10,MRKV,Electric Power,sell,0.07,275102,19257.15,2969.77,287970.87,0.06,27235114,1906458.0,157818.67,2064276.66
2024-04-17,MRKV,Electric Power,sell,0.07,272351,19064.58,2940.08,290910.95,0.06,26962763,1887393.42,176883.25,2064276.66
2024-04-22,MRKV,Electric Power,sell,0.07,269628,18873.93,2910.68,293821.63,0.06,26693135,1868519.48,195757.18,2064276.66
2024-04-29,MRKV,Electric Power,sell,0.07,266931,18685.19,2881.57,296703.2,0.06,26426204,1849834.29,214442.38,2064276.66
2024-05-02,MRKV,Electric Power,sell,0.07,264262,18498.34,2852.75,299555.95,0.06,26161942,1831335.95,232940.72,2064276.66
2024-05-03,MRKV,Electric Power,sell,0.07,261619,18313.36,2824.22,302380.18,0.06,25900323,1813022.59,251254.08,2064276.66
2024-05-06,MRKV,Electric Power,sell,0.08,259003,20720.26,5385.75,307765.93,0.06,25641319,2051305.55,271974.34,2323279.89
2024-05-07,MRKV,Electric Power,sell,0.08,256413,20513.06,5331.9,313097.83,0.06,25384906,2030792.5,292487.39,2323279.89
2024-05-16,MRKV,Electric Power,buy,0.07,835678,58497.48,0.0,313097.83,0.06,26220584,1835440.91,233989.91,2069430.83
2024-05-17,MRKV,Electric Power,buy,0.07,668543,46797.98,0.0,313097.83,0.06,26889127,1882238.9,187191.93,2069430.83
2024-05-20,MRKV,Electric Power,buy,0.07,534834,37438.39,0.0,313097.83,0.06,27423961,1919677.28,149753.54,2069430.83
2024-05-29,MRKV,Electric Power,buy,0.07,427867,29950.71,0.0,313097.83,0.06,27851828,1949627.99,119802.84,2069430.83
2024-05-31,MRKV,Electric Power,buy,0.07,342294,23960.57,0.0,313097.83,0.06,28194122,1973588.56,95842.27,2069430.83
2024-06-03,MRKV,Electric Power,buy,0.07,273835,19168.45,0.0,313097.83,0.06,28467957,1992757.01,76673.81,2069430.83
2024-06-11,MRKV,Electric Power,buy,0.07,219068,15334.76,0.0,313097.83,0.06,28687025,2008091.78,61339.05,2069430.83
2024-06-26,MRKV,Electric Power,sell,0.07,286870,20080.92,2256.63,315354.46,0.06,28400155,1988010.86,81419.97,2069430.83
2024-07-04,MRKV,Electric Power,buy,0.07,232628,16283.99,0.0,315354.46,0.06,28632784,2004294.85,65135.98,2069430.83
2024-07-05,MRKV,Electric Power,buy,0.06,217120,13027.2,0.0,315354.46,0.06,28849904,1730994.21,52108.78,1783102.99
2024-07-08,MRKV,Electric Power,buy,0.06,173696,10421.76,0.0,315354.46,0.06,29023599,1741415.97,41687.02,1783102.99
2024-07-09,MRKV,Electric Power,buy,0.06,138957,8337.4,0.0,315354.46,0.06,29162556,1749753.37,33349.62,1783102.99
2024-07-10,MRKV,Electric Power,buy,0.06,111165,6669.92,0.0,315354.46,0.06,29273722,1756423.3,26679.7,1783102.99
2024-07-11,MRKV,Electric Power,buy,0.06,88932,5335.94,0.0,315354.46,0.06,29362654,1761759.24,21343.76,1783102.99
2024-07-17,MRKV,Electric Power,sell,0.06,293627,17617.59,-632.71,314721.75,0.06,29069027,1744141.64,38961.35,1783102.99
2024-07-19,MRKV,Electric Power,sell,0.06,290690,17441.42,-626.38,314095.37,0.06,28778337,1726700.23,56402.77,1783102.99
2024-07-22,MRKV,Electric Power,sell,0.07,287783,20144.84,2257.43,316352.8,0.06,28490554,1994338.76,76547.6,2070886.36
2024-07-23,MRKV,Electric Power,sell,0.07,284906,19943.39,2234.86,318587.66,0.06,28205648,1974395.37,96490.99,2070886.36
2024-07-24,MRKV,Electric Power,sell,0.07,282056,19743.95,2212.5,320800.16,0.06,27923592,1954651.42,116234.94,2070886.36
2024-07-25,MRKV,Electric Power,sell,0.07,279236,19546.51,2190.38,322990.54,0.06,27644356,1935104.91,135781.46,2070886.36
2024-07-29,MRKV,Electric Power,buy,0.06,452605,27156.29,0.0,322990.54,0.06,28096961,1685817.64,108625.17,1794442.8
2024-08-02,MRKV,Electric Power,buy,0.06,362084,21725.03,0.0,322990.54,0.06,28459045,1707542.67,86900.13,1794442.8
2024-08-05,MRKV,Electric Power,buy,0.06,289667,17380.03,0.0,322990.54,0.06,28748712,1724922.7,69520.11,1794442.8
2024-08-06,MRKV,Electric Power,buy,0.06,231734,13904.02,0.0,322990.54,0.06,28980445,1738826.72,55616.08,1794442.8
2024-08-08,MRKV,Electric Power,buy,0.06,185387,11123.22,0.0,322990.54,0.06,29165832,1749949.94,44492.87,1794442.8
2024-08-09,MRKV,Electric Power,buy,0.06,148310,8898.57,0.0,322990.54,0.06,29314142,1758848.51,35594.29,1794442.8
2024-08-12,MRKV,Electric Power,buy,0.06,118648,7118.86,0.0,322990.54,0.06,29432789,1765967.37,28475.44,1794442.8
2024-08-19,MRKV,Electric Power,buy,0.06,94918,5695.09,0.0,322990.54,0.06,29527708,1771662.46,22780.35,1794442.8
2024-08-23,MRKV,Electric Power,buy,0.06,75934,4556.07,0.0,322990.54,0.06,29603642,1776218.53,18224.28,1794442.8
2024-09-02,MRKV,Electric Power,buy,0.06,60748,3644.86,0.0,322990.54,0.06,29664390,1779863.38,14579.42,1794442.8
2024-09-03,MRKV,Electric Power,buy,0.06,48598,2915.88,0.0,322990.54,0.06,29712988,1782779.27,11663.54,1794442.8
2024-09-05,MRKV,Electric Power,sell,0.06,297130,17827.79,-540.58,322449.97,0.06,29415858,1764951.47,29491.33,1794442.8
2024-09-06,MRKV,Electric Power,sell,0.06,294159,17649.51,-535.17,321914.8,0.06,29121699,1747301.96,47140.85,1794442.8
2024-09-09,MRKV,Electric Power,sell,0.06,291217,17473.02,-529.82,321384.98,0.06,28830482,1729828.94,64613.87,1794442.8
2024-09-10,MRKV,Electric Power,sell,0.06,288305,17298.29,-524.52,320860.46,0.06,28542178,1712530.65,81912.15,1794442.8
2024-09-11,MRKV,Electric Power,sell,0.06,285422,17125.31,-519.27,320341.19,0.06,28256756,1695405.34,99037.46,1794442.8
2024-09-16,MRKV,Electric Power,sell,0.06,282568,16954.05,-514.08,319827.1,0.06,27974188,1678451.29,115991.51,1794442.8
2024-09-18,MRKV,Electric Power,sell,0.06,279742,16784.51,-508.94,319318.16,0.06,27694446,1661666.78,132776.03,1794442.8
2024-09-26,MRKV,Electric Power,sell,0.07,276944,19386.11,2265.31,321583.48,0.06,27417502,1919225.13,152162.14,2071387.27
2024-09-27,MRKV,Electric Power,sell,0.07,274175,19192.25,2242.66,323826.14,0.06,27143327,1900032.88,171354.39,2071387.27
2024-10-02,MRKV,Electric Power,buy,0.06,571181,34270.88,0.0,323826.14,0.06,27714508,1662870.49,137083.51,1799954.0
2024-10-04,MRKV,Electric Power,buy,0.06,456945,27416.7,0.0,323826.14,0.06,28171453,1690287.19,109666.81,1799954.0
2024-10-07,MRKV,Electric Power,buy,0.06,365556,21933.36,0.0,323826.14,0.06,28537009,1712220.55,87733.45,1799954.0
2024-10-08,MRKV,Electric Power,buy,0.06,292445,17546.69,0.0,323826.14,0.06,28829454,1729767.24,70186.76,1799954.0
2024-10-09,MRKV,Electric Power,buy,0.06,233956,14037.35,0.0,323826.14,0.06,29063410,1743804.59,56149.41,1799954.0
2024-10-11,MRKV,Electric Power,buy,0.06,187165,11229.88,0.0,323826.14,0.06,29250575,1755034.47,44919.53,1799954.0
2024-10-17,MRKV,Electric Power,sell,0.06,292506,17550.34,-444.79,323381.34,0.06,28958069,1737484.13,62469.87,1799954.0
2024-10-24,MRKV,Electric Power,sell,0.06,289581,17374.84,-440.35,322941.0,0.06,28668488,1720109.29,79844.71,1799954.0
2024-10-25,MRKV,Electric Power,buy,0.06,266149,15968.94,0.0,322941.0,0.06,28934637,1736078.23,63875.77,1799954.0
2024-10-28,MRKV,Electric Power,buy,0.06,212919,12775.15,0.0,322941.0,0.06,29147556,1748853.38,51100.62,1799954.0
2024-10-31,MRKV,Electric Power,buy,0.06,170335,10220.12,0.0,322941.0,0.06,29317892,1759073.51,40880.49,1799954.0
2024-11-07,MRKV,Electric Power,sell,0.06,293179,17590.74,-423.41,322517.59,0.06,29024713,1741482.77,58471.23,1799954.0
2024-11-08,MRKV,Electric Power,sell,0.06,290247,17414.83,-419.17,322098.41,0.06,28734466,1724067.94,75886.06,1799954.0
2024-11-12,MRKV,Electric Power,sell,0.06,287345,17240.68,-414.98,321683.43,0.06,28447121,1706827.26,93126.73,1799954.0
2024-11-13,MRKV,Electric Power,sell,0.06,284471,17068.27,-410.83,321272.6,0.06,28162650,1689758.99,110195.01,1799954.0
