date,symbol,sector,action,price,shares,notional,realized_pnl,cumulative_realized_pnl,avg_cost_per_share,position_shares_after,position_value_after,cash_after,equity_after
2024-11-15,MRKV,Electric Power,sell,0.06,281626,16897.59,-406.72,320865.87,0.06,27881023,1672861.4,127092.6,1799954.0
2024-11-19,MRKV,Electric Power,buy,0.06,423642,25418.52,0.0,320865.87,0.06,28304665,1698279.92,101674.08,1799954.0
2024-11-25,MRKV,Electric Power,buy,0.06,338914,20334.82,0.0,320865.87,0.06,28643579,1718614.74,81339.26,1799954.0
2024-11-26,MRKV,Electric Power,buy,0.06,271131,16267.85,0.0,320865.87,0.06,28914710,1734882.59,65071.41,1799954.0
2024-11-27,MRKV,Electric Power,buy,0.06,216905,13014.28,0.0,320865.87,0.06,29131615,1747896.87,52057.13,1799954.0
2024-12-03,MRKV,Electric Power,buy,0.06,173524,10411.43,0.0,320865.87,0.06,29305138,1758308.3,41645.7,1799954.0
2024-12-04,MRKV,Electric Power,buy,0.06,138819,8329.14,0.0,320865.87,0.06,29443957,1766637.44,33316.56,1799954.0
2024-12-09,MRKV,Electric Power,sell,0.06,294440,17666.37,-374.31,320491.56,0.06,29149518,1748971.06,50982.94,1799954.0
2024-12-17,MRKV,Electric Power,buy,0.06,169943,10196.59,0.0,320491.56,0.06,29319461,1759167.65,40786.35,1799954.0
2024-12-20,MRKV,Electric Power,sell,0.06,293195,17591.68,-367.83,320123.73,0.06,29026266,1741575.97,58378.03,1799954.0
2024-12-23,MRKV,Electric Power,sell,0.06,290263,17415.76,-364.16,319759.57,0.06,28736004,1724160.21,75793.79,1799954.0
2024-12-28,MRKV,Electric Power,sell,0.06,287360,17241.6,-360.51,319399.06,0.06,28448644,1706918.61,93035.39,1799954.0
2024-12-30,MRKV,Electric Power,sell,0.06,284486,17069.19,-356.91,319042.15,0.06,28164157,1689849.43,110104.57,1799954.0
2025-01-03,MRKV,Electric Power,sell,0.06,281642,16898.49,-353.34,318688.81,0.06,27882516,1672950.93,127003.07,1799954.0
2025-01-08,MRKV,Electric Power,sell,0.07,278825,19517.76,2438.16,321126.97,0.06,27603690,1932258.33,146520.83,2078779.15
2025-01-09,MRKV,Electric Power,sell,0.07,276037,19322.58,2413.79,323540.76,0.06,27327653,1912935.74,165843.41,2078779.15
2025-01-10,MRKV,Electric Power,sell,0.07,273277,19129.36,2389.65,325930.41,0.06,27054377,1893806.39,184972.77,2078779.15
2025-01-13,MRKV,Electric Power,sell,0.07,270544,18938.06,2365.75,328296.16,0.06,26783833,1874868.32,203910.83,2078779.15
2025-01-15,MRKV,Electric Power,sell,0.07,267838,18748.68,2342.09,330638.25,0.06,26515995,1856119.64,222659.52,2078779.15
2025-01-16,MRKV,Electric Power,sell,0.07,265160,18561.2,2318.67,332956.92,0.06,26250835,1837558.44,241220.71,2078779.15
2025-01-17,MRKV,Electric Power,sell,0.07,262508,18375.58,2295.48,335252.41,0.06,25988327,1819182.86,259596.3,2078779.15
2025-01-20,MRKV,Electric Power,sell,0.07,259883,18191.83,2272.53,337524.93,0.06,25728443,1800991.03,277788.13,2078779.15
2025-01-22,MRKV,Electric Power,sell,0.07,257284,18009.91,2249.8,339774.74,0.06,25471159,1782981.12,295798.04,2078779.15
2025-01-28,MRKV,Electric Power,buy,0.07,845137,59159.61,0.0,339774.74,0.06,26316296,1842140.73,236638.43,2078779.15
2025-02-03,MRKV,Electric Power,buy,0.07,676110,47327.69,0.0,339774.74,0.06,26992406,1889468.41,189310.74,2078779.15
2025-02-10,MRKV,Electric Power,sell,0.07,269924,18894.68,2017.57,341792.31,0.06,26722482,1870573.73,208205.43,2078779.15
2025-02-11,MRKV,Electric Power,sell,0.07,267225,18705.74,1997.4,343789.7,0.06,26455257,1851867.99,226911.16,2078779.15
2025-02-12,MRKV,Electric Power,sell,0.07,264553,18518.68,1977.42,345767.12,0.06,26190704,1833349.31,245429.84,2078779.15
2025-02-13,MRKV,Electric Power,sell,0.07,261907,18333.49,1957.65,347724.77,0.06,25928797,1815015.82,263763.34,2078779.15
2025-02-17,MRKV,Electric Power,sell,0.07,259288,18150.16,1938.07,349662.84,0.06,25669509,1796865.66,281913.5,2078779.15
2025-02-18,MRKV,Electric Power,sell,0.07,256695,17968.66,1918.69,351581.53,0.06,25412814,1778897.0,299882.15,2078779.15
2025-02-19,MRKV,Electric Power,sell,0.08,254128,20330.25,4440.53,356022.05,0.06,25158686,2012694.89,320212.4,2332907.3
2025-02-20,MRKV,Electric Power,sell,0.08,251587,20126.95,4396.13,360418.18,0.06,24907099,1992567.95,340339.35,2332907.3
2025-02-21,MRKV,Electric Power,sell,0.08,249071,19925.68,4352.16,364770.34,0.06,24658028,1972642.27,360265.03,2332907.3
2025-02-24,MRKV,Electric Power,sell,0.08,246580,19726.42,4308.64,369078.98,0.06,24411448,1952915.84,379991.45,2332907.3
2025-02-25,MRKV,Electric Power,sell,0.08,244114,19529.16,4265.55,373344.52,0.06,24167334,1933386.68,399520.61,2332907.3
2025-02-26,MRKV,Electric Power,sell,0.08,241673,19333.87,4222.89,377567.41,0.06,23925660,1914052.82,418854.48,2332907.3
2025-03-13,MRKV,Electric Power,buy,0.07,1196727,83770.9,0.0,377567.41,0.06,25122387,1758567.11,335083.58,2093650.7
2025-03-27,MRKV,Electric Power,buy,0.07,957382,67016.72,0.0,377567.41,0.06,26079769,1825583.83,268066.87,2093650.7
2025-03-28,MRKV,Electric Power,buy,0.07,765905,53613.37,0.0,377567.41,0.06,26845674,1879197.2,214453.49,2093650.7
2025-03-31,MRKV,Electric Power,buy,0.07,612724,42890.7,0.0,377567.41,0.06,27458399,1922087.9,171562.8,2093650.7
2025-04-01,MRKV,Electric Power,buy,0.07,490179,34312.56,0.0,377567.41,0.07,27948578,1956400.46,137250.24,2093650.7
2025-04-02,MRKV,Electric Power,buy,0.07,392144,27450.05,0.0,377567.41,0.07,28340722,1983850.51,109800.19,2093650.7
2025-04-03,MRKV,Electric Power,buy,0.07,313715,21960.04,0.0,377567.41,0.07,28654436,2005810.54,87840.15,2093650.7
2025-04-04,MRKV,Electric Power,buy,0.07,250972,17568.03,0.0,377567.41,0.07,28905408,2023378.57,70272.12,2093650.7
2025-04-07,MRKV,Electric Power,buy,0.07,200777,14054.42,0.0,377567.41,0.07,29106186,2037433.0,56217.7,2093650.7
2025-04-08,MRKV,Electric Power,buy,0.07,160622,11243.54,0.0,377567.41,0.07,29266808,2048676.54,44974.16,2093650.7
2025-04-09,MRKV,Electric Power,buy,0.07,128498,8994.83,0.0,377567.41,0.07,29395305,2057671.37,35979.33,2093650.7
2025-04-21,MRKV,Electric Power,sell,0.07,293953,20576.71,1263.48,378830.9,0.07,29101352,2037094.66,56556.04,2093650.7
2025-04-22,MRKV,Electric Power,sell,0.07,291014,20370.95,1250.85,380081.74,0.07,28810339,2016723.71,76926.99,2093650.7
2025-04-25,MRKV,Electric Power,sell,0.07,288103,20167.24,1238.34,381320.08,0.07,28522235,1996556.47,97094.22,2093650.7
2025-04-28,MRKV,Electric Power,sell,0.07,285222,19965.56,1225.95,382546.03,0.07,28237013,1976590.91,117059.79,2093650.7
2025-04-30,MRKV,Electric Power,sell,0.08,282370,22589.61,4037.11,386583.14,0.07,27954643,2236371.43,139649.4,2376020.83
2025-05-07,MRKV,Electric Power,sell,0.08,279546,22363.71,3996.74,390579.88,0.07,27675096,2214007.71,162013.11,2376020.83
2025-05-08,MRKV,Electric Power,sell,0.08,276751,22140.08,3956.78,394536.66,0.07,27398345,2191867.64,184153.19,2376020.83
2025-05-12,MRKV,Electric Power,sell,0.08,273983,21918.68,3917.2,398453.86,0.07,27124362,2169948.96,206071.87,2376020.83
2025-05-13,MRKV,Electric Power,sell,0.08,271244,21699.49,3878.04,402331.9,0.07,26853118,2148249.47,227771.36,2376020.83
2025-05-14,MRKV,Electric Power,sell,0.08,268531,21482.49,3839.25,406171.15,0.07,26584587,2126766.98,249253.85,2376020.83
2025-05-15,MRKV,Electric Power,sell,0.08,265846,21267.67,3800.86,409972.01,0.07,26318741,2105499.31,270521.52,2376020.83
2025-05-16,MRKV,Electric Power,sell,0.08,263187,21054.99,3762.85,413734.86,0.07,26055554,2084444.31,291576.51,2376020.83
2025-05-19,MRKV,Electric Power,sell,0.08,260556,20844.44,3725.23,417460.09,0.07,25794998,2063599.87,312420.96,2376020.83
2025-05-20,MRKV,Electric Power,sell,0.09,257950,23215.5,6267.22,423727.31,0.07,25537048,2298334.35,335636.45,2633970.81
2025-05-21,MRKV,Electric Power,sell,0.09,255370,22983.34,6204.53,429931.84,0.07,25281678,2275351.01,358619.8,2633970.81
2025-05-22,MRKV,Electric Power,sell,0.09,252817,22753.51,6142.5,436074.34,0.07,25028861,2252597.5,381373.31,2633970.81
2025-05-23,MRKV,Electric Power,sell,0.09,250289,22525.98,6081.08,442155.42,0.07,24778573,2230071.53,403899.28,2633970.81
2025-05-26,MRKV,Electric Power,sell,0.09,247786,22300.72,6020.27,448175.69,0.07,24530787,2207770.81,426200.0,2633970.81
2025-05-27,MRKV,Electric Power,sell,0.09,245308,22077.71,5960.06,454135.75,0.07,24285479,2185693.1,448277.71,2633970.81
2025-05-28,MRKV,Electric Power,sell,0.09,242855,21856.93,5900.46,460036.22,0.07,24042624,2163836.17,470134.64,2633970.81
2025-05-29,MRKV,Electric Power,sell,0.09,240426,21638.36,5841.45,465877.67,0.07,23802198,2142197.81,491773.0,2633970.81
2025-05-30,MRKV,Electric Power,sell,0.09,238022,21421.98,5783.04,471660.71,0.07,23564176,2120775.83,513194.98,2633970.81
2025-06-02,MRKV,Electric Power,sell,0.09,235642,21207.76,5725.21,477385.92,0.07,23328534,2099568.07,534402.74,2633970.81
2025-06-03,MRKV,Electric Power,sell,0.09,233285,20995.68,5667.95,483053.87,0.07,23095249,2078572.39,555398.42,2633970.81
2025-06-04,MRKV,Electric Power,sell,0.09,230952,20785.72,5611.27,488665.13,0.07,22864296,2057786.67,576184.14,2633970.81
2025-06-05,MRKV,Electric Power,sell,0.09,228643,20577.87,5555.17,494220.3,0.07,22635653,2037208.8,596762.01,2633970.81
2025-06-06,MRKV,Electric Power,buy,0.09,1326138,119352.4,0.0,494220.3,0.07,23961791,2156561.2,477409.61,2633970.81
2025-06-09,MRKV,Electric Power,sell,0.09,239618,21565.61,4786.37,499006.67,0.07,23722173,2134995.59,498975.22,2633970.81
2025-06-10,MRKV,Electric Power,sell,0.09,237222,21349.96,4738.51,503745.19,0.07,23484952,2113645.64,520325.17,2633970.81
2025-06-11,MRKV,Electric Power,sell,0.09,234850,21136.46,4691.13,508436.32,0.07,23250102,2092509.18,541461.63,2633970.81
2025-06-13,MRKV,Electric Power,sell,0.09,232501,20925.09,4644.21,513080.53,0.07,23017601,2071584.09,562386.72,2633970.81
2025-06-19,MRKV,Electric Power,sell,0.09,230176,20715.84,4597.77,517678.3,0.07,22787425,2050868.25,583102.56,2633970.81
2025-06-20,MRKV,Electric Power,sell,0.1,227874,22787.42,6830.3,524508.6,0.07,22559551,2255955.07,605889.99,2861845.06
2025-06-23,MRKV,Electric Power,sell,0.1,225596,22559.55,6762.02,531270.62,0.07,22333955,2233395.52,628449.54,2861845.06
2025-06-24,MRKV,Electric Power,sell,0.1,223340,22333.96,6694.4,537965.02,0.07,22110616,2211061.56,650783.49,2861845.06
2025-06-25,MRKV,Electric Power,sell,0.09,221106,19899.55,4416.6,542381.62,0.07,21889509,1970055.85,670683.05,2640738.9
2025-06-26,MRKV,Electric Power,sell,0.1,218895,21889.51,6561.16,548942.78,0.07,21670614,2167061.44,692572.56,2859634.0
2025-06-27,MRKV,Electric Power,sell,0.1,216706,21670.61,6495.55,555438.33,0.07,21453908,2145390.83,714243.17,2859634.0
2025-06-30,MRKV,Electric Power,sell,0.1,214539,21453.91,6430.6,561868.93,0.07,21239369,2123936.92,735697.08,2859634.0
2025-07-01,MRKV,Electric Power,sell,0.1,212394,21239.37,6366.3,568235.23,0.07,21026975,2102697.55,756936.45,2859634.0
2025-07-04,MRKV,Electric Power,buy,0.09,1682081,151387.29,0.0,568235.23,0.08,22709056,2043815.08,605549.16,2649364.24
2025-07-09,MRKV,Electric Power,buy,0.09,1345665,121109.83,0.0,568235.23,0.08,24054721,2164924.91,484439.33,2649364.24
2025-07-15,MRKV,Electric Power,sell,0.1,240547,24054.72,5282.73,573517.96,0.08,23814174,2381417.41,508494.05,2889911.46
2025-07-16,MRKV,Electric Power,sell,0.1,238142,23814.17,5229.91,578747.87,0.08,23576032,2357603.23,532308.22,2889911.46
2025-07-17,MRKV,Electric Power,sell,0.1,235760,23576.03,5177.6,583925.46,0.08,23340272,2334027.2,555884.26,2889911.46
2025-07-18,MRKV,Electric Power,sell,0.11,233403,25674.3,7459.63,591385.09,0.08,23106869,2541755.62,581558.55,3123314.18
2025-07-21,MRKV,Electric Power,sell,0.1,231069,23106.87,5074.58,596459.67,0.08,22875801,2287580.06,604665.42,2892245.48
2025-07-22,MRKV,Electric Power,sell,0.11,228758,25163.38,7311.18,603770.85,0.08,22647043,2491174.68,629828.8,3121003.49
2025-07-23,MRKV,Electric Power,sell,0.11,226470,24911.75,7238.05,611008.9,0.08,22420572,2466262.94,654740.55,3121003.49
2025-07-24,MRKV,Electric Power,sell,0.11,224206,24662.63,7165.69,618174.59,0.08,22196366,2441600.31,679403.18,3121003.49
2025-07-25,MRKV,Electric Power,sell,0.11,221964,24416.0,7094.04,625268.63,0.08,21974403,2417184.3,703819.18,3121003.49
2025-07-28,MRKV,Electric Power,sell,0.11,219744,24171.84,7023.09,632291.72,0.08,21754659,2393012.46,727991.03,3121003.49
2025-07-31,MRKV,Electric Power,sell,0.11,217547,23930.12,6952.87,639244.59,0.08,21537112,2369082.34,751921.15,3121003.49
2025-08-01,MRKV,Electric Power,sell,0.12,215371,25844.53,9036.82,648281.4,0.08,21321741,2558608.92,777765.69,3336374.61
2025-08-04,MRKV,Electric Power,sell,0.12,213217,25586.09,8946.44,657227.84,0.08,21108524,2533022.83,803351.77,3336374.61
2025-08-05,MRKV,Electric Power,sell,0.13,211085,27441.08,10967.62,668195.46,0.08,20897438,2716666.99,830792.86,3547459.85
2025-08-06,MRKV,Electric Power,sell,0.12,208974,25076.93,8768.4,676963.87,0.08,20688464,2482615.68,855869.78,3338485.46
2025-08-07,MRKV,Electric Power,sell,0.13,206885,26895.0,10749.39,687713.26,0.08,20481579,2662605.32,882764.78,3545370.1
2025-08-08,MRKV,Electric Power,sell,0.13,204816,26626.05,10641.89,698355.15,0.08,20276764,2635979.26,909390.84,3545370.1
2025-08-11,MRKV,Electric Power,sell,0.13,202768,26359.79,10535.48,708890.64,0.08,20073996,2609619.47,935750.63,3545370.1
2024-11-28,T,Finance,init,2367.0,211,500000.0,0.0,0.0,0.0,211,500000.0,500000.0,1000000.0
2024-12-12,T,Finance,buy,2305.4,43,100000.0,0.0,0.0,2305.63,255,586987.75,400000.0,986987.75
2024-12-13,T,Finance,buy,2289.0,35,80000.0,0.0,0.0,2298.27,290,662812.07,320000.0,982812.07
2024-12-16,T,Finance,buy,2182.0,29,64000.0,0.0,0.0,2266.82,319,695828.72,256000.0,951828.72
2024-12-20,T,Finance,sell,2543.0,3,8109.5,827.79,827.79,2266.82,316,802840.29,264109.5,1066949.79
2024-12-23,T,Finance,sell,2624.4,3,8285.39,1071.96,1899.75,2266.82,313,820253.37,272394.89,1092648.26
2024-12-24,T,Finance,sell,2569.6,3,8031.26,907.58,2807.32,2266.82,309,795094.43,280426.14,1075520.58
2024-12-25,T,Finance,sell,2634.4,3,8151.45,1101.96,3909.28,2266.82,306,806993.62,288577.59,1095571.21
2024-12-26,T,Finance,sell,2625.8,3,8043.59,1076.16,4985.44,2266.82,303,796315.6,296621.18,1092936.78
2024-12-27,T,Finance,sell,2637.0,3,7997.12,1109.76,6095.2,2266.82,300,791715.05,304618.31,1096333.36
2024-12-28,T,Finance,sell,2662.8,3,7994.61,1187.15,7282.35,2266.82,297,791466.46,312612.92,1104079.38
2024-12-30,T,Finance,sell,2752.2,3,8180.39,1455.32,8737.67,2266.82,294,809858.51,320793.31,1130651.82
2025-01-06,T,Finance,sell,2714.0,3,7986.18,1340.73,10078.4,2266.82,291,790631.66,328779.48,1119411.14
2025-01-08,T,Finance,sell,2750.6,3,8012.94,1450.52,11528.93,2266.82,288,793280.89,336792.42,1130073.31
2025-01-10,T,Finance,sell,2900.0,3,8363.68,1898.68,13427.6,2266.82,286,828004.59,345156.11,1173160.69
2025-01-13,T,Finance,sell,2891.6,3,8256.06,1873.48,15301.09,2266.82,283,817350.17,353412.17,1170762.34
2025-01-14,T,Finance,sell,2938.0,3,8304.66,2012.67,17313.75,2266.82,280,822161.1,361716.83,1183877.93
2025-01-15,T,Finance,sell,2985.6,3,8354.81,2155.45,19469.2,2266.82,277,827126.53,370071.64,1197198.17
2025-01-16,T,Finance,sell,2980.8,3,8257.97,2141.05,21610.26,2266.82,274,817538.78,378329.61,1195868.39
2025-01-17,T,Finance,sell,3052.8,3,8372.86,2357.03,23967.29,2266.82,272,828913.23,386702.47,1215615.7
2025-01-20,T,Finance,sell,2969.8,3,8063.77,2108.06,26075.35,2266.82,269,798312.84,394766.23,1193079.08
2025-01-21,T,Finance,sell,3041.8,3,8176.67,2324.04,28399.38,2266.82,266,809490.51,402942.91,1212433.42
2025-01-23,T,Finance,sell,3022.2,3,8042.75,2265.24,30664.62,2266.82,263,796231.77,410985.65,1207217.42
2025-01-27,T,Finance,buy,2912.8,28,82197.13,0.0,30664.62,2498.81,292,849606.27,328788.52,1178394.79
2025-02-06,T,Finance,sell,3103.0,3,9050.84,1811.63,32476.25,2498.81,289,896033.02,337839.36,1233872.38
2025-02-07,T,Finance,sell,3105.0,3,8966.11,1817.63,34293.88,2498.81,286,887644.44,346805.46,1234449.91
2025-02-10,T,Finance,sell,3143.8,3,8987.36,1934.02,36227.9,2498.81,283,889749.06,355792.83,1245541.89
2025-02-11,T,Finance,sell,3176.0,3,8988.62,2030.61,38258.51,2498.81,280,889873.59,364781.45,1254655.04
2025-02-12,T,Finance,sell,3373.2,3,9451.26,2622.15,40880.66,2498.81,277,935675.18,374232.72,1309907.89
2025-02-13,T,Finance,sell,3328.0,3,9231.37,2486.56,43367.22,2498.81,275,913906.0,383464.09,1297370.09
2025-02-14,T,Finance,sell,3364.4,3,9239.02,2595.75,45962.97,2498.81,272,914662.83,392703.11,1307365.94
2025-02-17,T,Finance,sell,3492.0,3,9493.53,2978.51,48941.48,2498.81,269,939859.28,402196.64,1342055.92
2025-02-19,T,Finance,sell,3455.0,3,9299.01,2867.52,51809.01,2498.81,266,920601.86,411495.64,1332097.5
2025-02-20,T,Finance,sell,3436.6,3,9156.99,2812.33,54621.34,2498.81,264,906542.1,420652.64,1327194.73
2025-02-24,T,Finance,sell,3452.0,3,9106.04,2858.53,57479.86,2498.81,261,901498.42,429758.68,1331257.1
2025-02-26,T,Finance,buy,3324.8,26,85951.74,0.0,57479.86,2801.41,287,954231.56,343806.94,1298038.51
2025-02-27,T,Finance,buy,3241.6,21,68761.39,0.0,57479.86,2901.96,308,999114.2,275045.56,1274159.76
2025-03-03,T,Finance,buy,3215.2,17,55009.11,0.0,57479.86,2950.87,325,1045986.4,220036.44,1266022.84
2025-03-17,T,Finance,sell,3533.8,3,11496.35,1747.74,59227.61,2950.87,322,1138138.74,231532.8,1369671.53
2025-03-18,T,Finance,sell,3564.8,3,11481.23,1840.73,61068.34,2950.87,319,1136641.75,243014.02,1379655.77
2025-03-19,T,Finance,sell,3640.0,3,11606.19,2066.31,63134.65,2950.87,316,1149013.18,254620.22,1403633.4
2025-03-20,T,Finance,sell,3632.4,3,11466.14,2043.51,65178.17,2950.87,313,1135148.0,266086.36,1401234.36
2025-03-21,T,Finance,sell,3605.0,3,11265.85,1961.32,67139.49,2950.87,309,1115319.48,277352.21,1392671.69
2025-03-25,T,Finance,sell,3619.8,3,11198.98,2005.72,69145.21,2950.87,306,1108699.34,288551.2,1397250.53
2025-03-27,T,Finance,buy,3398.8,17,57710.24,0.0,69145.21,3021.43,323,1098720.05,230840.96,1329561.01
2025-03-28,T,Finance,buy,3304.0,14,46168.19,0.0,69145.21,3053.89,337,1114242.52,184672.77,1298915.29
2025-04-01,T,Finance,buy,3252.2,11,36934.55,0.0,69145.21,3070.32,349,1133708.02,147738.21,1281446.23
2025-04-03,T,Finance,buy,3272.4,9,29547.64,0.0,69145.21,3083.15,358,1170297.33,118190.57,1288487.9
2025-04-04,T,Finance,buy,3040.0,8,23638.11,0.0,69145.21,3080.86,365,1110823.02,94552.46,1205375.47
2025-04-07,T,Finance,buy,3096.6,6,18910.49,0.0,69145.21,3081.48,372,1150415.28,75641.96,1226057.24
2025-04-08,T,Finance,buy,2999.6,5,15128.39,0.0,69145.21,3078.95,377,1129507.28,60513.57,1190020.85
2025-04-17,T,Finance,sell,3225.0,4,12143.82,582.92,69728.13,3078.95,373,1202238.42,72657.39,1274895.82
2025-04-22,T,Finance,sell,3276.2,4,12213.25,787.7,70515.84,3078.95,369,1209111.87,84870.65,1293982.52
2025-04-30,T,Finance,buy,3169.8,5,16974.13,0.0,70515.84,3081.83,374,1186818.1,67896.52,1254714.62
2025-05-02,T,Finance,buy,3006.8,5,13579.3,0.0,70515.84,3079.54,379,1139367.89,54317.21,1193685.1
2025-05-05,T,Finance,buy,2946.2,4,10863.44,0.0,70515.84,3076.35,383,1127268.15,43453.77,1170721.92
2025-05-12,T,Finance,sell,3158.4,4,12084.6,326.92,70842.76,3076.35,379,1196375.02,55538.37,1251913.39
2025-05-13,T,Finance,sell,3162.0,4,11977.39,341.32,71184.08,3076.35,375,1185761.28,67515.75,1253277.04
2025-05-21,T,Finance,buy,3005.8,4,13503.15,0.0,71184.08,3074.63,380,1140688.88,54012.6,1194701.48
2025-05-28,T,Finance,sell,3225.0,4,12238.74,600.19,71784.28,3074.63,376,1211635.64,66251.35,1277886.99
2025-06-03,T,Finance,sell,3266.0,4,12270.39,764.18,72548.46,3074.63,372,1214768.99,78521.74,1293290.73
2025-06-04,T,Finance,sell,3286.6,4,12224.31,846.57,73395.03,3074.63,368,1210206.72,90746.05,1300952.77
2025-06-05,T,Finance,sell,3299.0,4,12147.73,896.16,74291.19,3074.63,365,1202624.98,102893.78,1305518.76
2025-06-10,T,Finance,buy,3154.0,7,20578.76,0.0,74291.19,3078.25,371,1170345.11,82315.02,1252660.13
2025-06-13,T,Finance,buy,3133.6,5,16463.0,0.0,74291.19,3080.0,376,1179238.35,65852.02,1245090.36
2025-06-25,T,Finance,sell,3240.6,4,12195.05,641.1,74932.29,3080.0,373,1207309.61,78047.06,1285356.67
2025-06-26,T,Finance,sell,3235.6,4,12054.47,621.1,75553.39,3080.0,369,1193392.35,90101.53,1283493.88
2025-06-27,T,Finance,sell,3260.0,4,12023.92,718.69,76272.08,3080.0,365,1190367.93,102125.45,1292493.38
2025-06-30,T,Finance,sell,3268.0,4,11932.89,750.69,77022.76,3080.0,361,1181356.19,114058.34,1295414.53
2025-07-01,T,Finance,sell,3278.8,4,11852.6,793.88,77816.65,3080.0,358,1173407.7,125910.94,1299318.64
2025-07-04,T,Finance,buy,3217.4,8,25182.19,0.0,77816.65,3087.5,366,1176616.23,100728.76,1277344.99
2025-07-07,T,Finance,buy,3188.0,6,20145.75,0.0,77816.65,3091.45,372,1186010.28,80583.0,1266593.29
2025-07-08,T,Finance,buy,3157.0,5,16116.6,0.0,77816.65,3093.53,377,1190594.16,64466.4,1255060.56
2025-07-11,T,Finance,buy,3119.4,4,12893.28,0.0,77816.65,3094.18,381,1189307.42,51573.12,1240880.54
2025-07-15,T,Finance,sell,3316.8,4,12645.68,889.15,78705.8,3094.18,377,1251922.77,64218.81,1316141.58
2025-07-16,T,Finance,sell,3351.0,4,12648.32,1025.94,79731.73,3094.18,374,1252183.21,76867.12,1329050.33
2025-07-21,T,Finance,sell,3358.0,4,12547.99,1053.93,80785.67,3094.18,370,1242250.94,89415.11,1331666.05
2025-07-25,T,Finance,buy,3250.0,6,17883.02,0.0,80785.67,3100.19,375,1220180.69,71532.09,1291712.78
2025-07-28,T,Finance,buy,3170.0,5,14306.42,0.0,80785.67,3102.36,380,1204451.89,57225.67,1261677.56
2025-07-29,T,Finance,buy,3167.8,4,11445.13,0.0,80785.67,3103.96,384,1215061.13,45780.54,1260841.66
2025-07-30,T,Finance,buy,3142.2,3,9156.11,0.0,80785.67,3104.65,386,1214397.94,36624.43,1251022.37
2025-07-31,T,Finance,buy,3156.6,2,7324.89,0.0,80785.67,3105.26,389,1227288.14,29299.54,1256587.68
2025-08-01,T,Finance,buy,3144.4,2,5859.91,0.0,80785.67,3105.72,391,1228404.68,23439.64,1251844.31
2025-08-06,T,Finance,sell,3296.4,4,12877.86,761.4,81547.06,3105.72,387,1274907.79,36317.49,1311225.28
2025-08-07,T,Finance,sell,3330.0,4,12879.03,895.79,82442.85,3105.72,383,1275023.82,49196.52,1324220.34
2025-08-08,T,Finance,sell,3367.8,4,12894.97,1046.97,83489.82,3105.72,379,1276602.09,62091.49,1338693.58
